"drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Metformin_Penicillin G",3,15,15,44,30,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Piperacillin",3,15,15,44,30,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Pseudomonic acid",3,33,33,40,36,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Sulfamonomethoxine",3,13,13,33,23,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Triclosan",3,33,33,56,44,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Penicillin G",3,15,15,44,29,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Piperacillin",3,15,15,44,29,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Sulfamonomethoxine",3,11,11,34,23,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Penicillin G",3,22,22,59,40,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Piperacillin",3,22,22,59,40,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Sulfamonomethoxine",3,13,13,55,34,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Pseudomonic acid",3,18,18,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Rifampicin",3,24,24,75,50,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Triclosan",3,23,23,59,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Pseudomonic acid",3,18,18,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Rifampicin",3,24,24,75,50,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Triclosan",3,23,23,59,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Pseudomonic acid_Sulfamonomethoxine",3,13,13,40,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Pseudomonic acid_Trimethoprim",3,9,9,40,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Sulfamonomethoxine_Trimethoprim",3,9,9,13,11,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Triclosan_Trimethoprim",3,9,9,56,32,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Fusidic acid",4,4,4,40,22,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Flucytosine",4,8,8,33,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Fusidic acid",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Sulfamonomethoxine",4,9,9,30,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Trimethoprim",4,7,7,28,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Flucytosine",4,8,8,33,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Fusidic acid",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Sulfamonomethoxine",4,9,9,30,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Trimethoprim",4,7,7,28,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Flucytosine",4,8,8,33,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Fusidic acid",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Sulfamonomethoxine",4,9,9,30,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Trimethoprim",4,7,7,28,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Flucytosine",4,8,8,33,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Fusidic acid",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Sulfamonomethoxine",4,9,9,30,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Trimethoprim",4,7,7,28,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Flucytosine",4,8,8,33,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Fusidic acid",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Sulfamonomethoxine",4,9,9,30,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Trimethoprim",4,7,7,28,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Trimethoprim",4,9,9,55,32,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Fusidic acid",4,4,4,152,78,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Fusidic acid",4,3,3,16,10,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Imipenem",4,8,8,33,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Meropenem",4,8,8,33,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Metformin",4,14,14,33,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Penicillin G",4,8,8,33,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Piperacillin",4,8,8,33,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Sulfamonomethoxine",4,8,8,20,14,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Trimethoprim",4,6,6,18,12,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Imipenem",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Levofloxacin",4,4,4,32,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Meropenem",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Moxifloxacin",4,4,4,32,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Penicillin G",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Piperacillin",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Pseudomonic acid",4,4,4,40,22,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Rifampicin",4,4,4,73,38,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Sulfamonomethoxine",4,4,4,13,8,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Trimethoprim",4,4,4,9,6,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Sulfamonomethoxine",4,9,9,30,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Trimethoprim",4,7,7,28,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Trimethoprim",4,8,8,33,21,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Sulfamonomethoxine",4,9,9,30,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Trimethoprim",4,7,7,28,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Trimethoprim",4,8,8,33,21,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Trimethoprim",4,9,9,55,32,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Sulfamonomethoxine",4,9,9,30,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Trimethoprim",4,7,7,28,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Sulfamonomethoxine",4,9,9,30,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Trimethoprim",4,7,7,28,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Rifampicin_Sulfamonomethoxine",4,13,13,73,43,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Sulfamonomethoxine_Triclosan",4,13,13,56,34,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
