"drug1","drug2","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","clusters","Drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","Drug1","Drug2","rates","network_type"
"Amoxicillin","Meropenem","AMX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.150878137,-0.127733475,-0.372150374,-0.290776153,0.073021789,-0.042094051,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Amoxicillin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Amoxicillin_Meropenem",1,39,40,60,50,"Amoxicillin","Meropenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Amoxicillin","Meropenem","AMX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.150878137,-0.127733475,-0.372150374,-0.290776153,0.073021789,-0.042094051,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Amoxicillin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Amoxicillin_Meropenem",1,39,40,60,50,"Amoxicillin","Meropenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Amoxicillin","Triclosan","AMX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.12002459,-0.112074375,0.053588973,-0.076335029,0.030824085,0.069918062,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Amoxicillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",5,"Amoxicillin_Triclosan",2,17,17,53,35,"Amoxicillin","Triclosan",16.3655444079025,"EcoliNet.v1.benchmark.txt"
"Amoxicillin","Triclosan","AMX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.12002459,-0.112074375,0.053588973,-0.076335029,0.030824085,0.069918062,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Amoxicillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",5,"Amoxicillin_Triclosan",3,17,17,34,26,"Amoxicillin","Triclosan",16.3655444079025,"EcoliNet.v1.benchmark.txt"
"Amoxicillin","Metformin","AMX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.244481275,0.174963722,0.04650243,-0.049882376,-0.064780163,-0.081837398,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Amoxicillin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,"Amoxicillin_Metformin",Inf,NA,6,54,30,"Amoxicillin","Metformin",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Amoxicillin","Metformin","AMX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.244481275,0.174963722,0.04650243,-0.049882376,-0.064780163,-0.081837398,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Amoxicillin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,"Amoxicillin_Metformin",Inf,NA,6,43,25,"Amoxicillin","Metformin",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Amoxicillin","Moxifloxacin","AMX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.159454576,0.183461778,0.10857565,0.05856352,0.042572221,0.079342136,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Amoxicillin_Moxifloxacin",2,13,13,53,33,"Amoxicillin","Moxifloxacin",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Amoxicillin","Moxifloxacin","AMX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.159454576,0.183461778,0.10857565,0.05856352,0.042572221,0.079342136,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Amoxicillin_Moxifloxacin",2,13,13,34,24,"Amoxicillin","Moxifloxacin",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Piperacillin","CTX","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.090653088,-0.267073127,-0.081659516,-0.04859844,-0.16672254,-0.085564501,"Additivity","Synergy","Additivity","Additivity","Synergy","Additivity","Same","Same","Same","Cefotaxime-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefotaxime_Piperacillin",1,39,40,60,50,"Cefotaxime","Piperacillin",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Piperacillin","CTX","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.090653088,-0.267073127,-0.081659516,-0.04859844,-0.16672254,-0.085564501,"Additivity","Synergy","Additivity","Additivity","Synergy","Additivity","Same","Same","Same","Cefotaxime-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefotaxime_Piperacillin",1,39,40,60,50,"Cefotaxime","Piperacillin",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Penicillin G","CTX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.067795694,-0.164980844,0.02828608,0.028225663,0.091319742,-0.050502179,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cefotaxime-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",4,"Cefotaxime_Penicillin G",1,39,40,60,50,"Cefotaxime","Penicillin G",15.3997956025415,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Penicillin G","CTX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.067795694,-0.164980844,0.02828608,0.028225663,0.091319742,-0.050502179,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cefotaxime-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",4,"Cefotaxime_Penicillin G",1,39,40,60,50,"Cefotaxime","Penicillin G",15.3997956025415,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Imipenem","CTX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.120425148,-0.162247698,-0.126510675,-0.061924199,0.303466247,-0.067377466,"Additivity","Synergy","Additivity","Additivity","Antagonism","Additivity","Same","Same","Same","Cefotaxime-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",4,"Cefotaxime_Imipenem",1,39,40,60,50,"Cefotaxime","Imipenem",15.3997956025415,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Imipenem","CTX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.120425148,-0.162247698,-0.126510675,-0.061924199,0.303466247,-0.067377466,"Additivity","Synergy","Additivity","Additivity","Antagonism","Additivity","Same","Same","Same","Cefotaxime-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",4,"Cefotaxime_Imipenem",1,39,40,60,50,"Cefotaxime","Imipenem",15.3997956025415,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Cephalexin","CTX","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.054826246,0.02185658,-0.042966698,-0.042389718,0.10837719,0.036680225,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity","Same","Same","Same","Cefotaxime-Cephalexin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,"Cefotaxime_Cephalexin",1,39,40,60,50,"Cefotaxime","Cephalexin",0.951753636237623,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Cephalexin","CTX","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.054826246,0.02185658,-0.042966698,-0.042389718,0.10837719,0.036680225,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity","Same","Same","Same","Cefotaxime-Cephalexin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,"Cefotaxime_Cephalexin",1,39,40,60,50,"Cefotaxime","Cephalexin",0.951753636237623,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Levofloxacin","CTX","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",-0.024269083,-0.051302964,-0.012964137,0,-0.099462906,0,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Same","Cefotaxime-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",4,"Cefotaxime_Levofloxacin",2,13,13,53,33,"Cefotaxime","Levofloxacin",15.3997956025415,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Levofloxacin","CTX","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",-0.024269083,-0.051302964,-0.012964137,0,-0.099462906,0,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Same","Cefotaxime-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",4,"Cefotaxime_Levofloxacin",2,13,13,34,24,"Cefotaxime","Levofloxacin",15.3997956025415,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Trimethoprim","CTX","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.132932792,0.082081466,-0.048415086,0.082274937,0.039053724,0.049758576,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",6,"Cefotaxime_Trimethoprim",2,32,32,56,45,"Cefotaxime","Trimethoprim",27.6982438851524,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Trimethoprim","CTX","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.132932792,0.082081466,-0.048415086,0.082274937,0.039053724,0.049758576,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",6,"Cefotaxime_Trimethoprim",2,31,31,46,39,"Cefotaxime","Trimethoprim",27.6982438851524,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Paraquat","CTX","PQ","beta-lactam","oxidative stress","cell wall","oxidative stress","antibiotic","research used drug",0.072491132,-0.103038579,-0.041319908,-0.057861848,0.102896552,0.049140813,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cefotaxime-Paraquat","beta-lactam-oxidative stress","cell wall-oxidative stress","antibiotic-research used drug",10,"Cefotaxime_Paraquat",2,31,32,51,41,"Cefotaxime","Paraquat",29.192237071022,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Meropenem","CTX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Cefotaxime-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefotaxime_Meropenem",1,39,40,60,50,"Cefotaxime","Meropenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Meropenem","CTX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Cefotaxime-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefotaxime_Meropenem",1,39,40,60,50,"Cefotaxime","Meropenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Triclosan","CTX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.087181683,-0.072882976,-0.039725987,-0.079975382,-0.166500629,-0.022675099,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cefotaxime-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Cefotaxime_Triclosan",2,17,17,53,35,"Cefotaxime","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Triclosan","CTX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.087181683,-0.072882976,-0.039725987,-0.079975382,-0.166500629,-0.022675099,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cefotaxime-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Cefotaxime_Triclosan",3,17,17,34,26,"Cefotaxime","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Metformin","CTX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy","Different","Different","Different","Cefotaxime-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",5,"Cefotaxime_Metformin",Inf,NA,6,54,30,"Cefotaxime","Metformin",16.3655444079025,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Metformin","CTX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy","Different","Different","Different","Cefotaxime-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",5,"Cefotaxime_Metformin",Inf,NA,6,43,25,"Cefotaxime","Metformin",16.3655444079025,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Moxifloxacin","CTX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.223885287,-0.035704944,0.032458433,-0.055513825,0.073756554,0.143728607,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,"Cefotaxime_Moxifloxacin",2,13,13,53,33,"Cefotaxime","Moxifloxacin",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Cefotaxime","Moxifloxacin","CTX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.223885287,-0.035704944,0.032458433,-0.055513825,0.073756554,0.143728607,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,"Cefotaxime_Moxifloxacin",2,13,13,34,24,"Cefotaxime","Moxifloxacin",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Piperacillin","CEC","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Cefaclor-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefaclor_Piperacillin",1,39,40,60,50,"Cefaclor","Piperacillin",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Piperacillin","CEC","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Cefaclor-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefaclor_Piperacillin",1,39,40,60,50,"Cefaclor","Piperacillin",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Penicillin G","CEC","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity","Same","Same","Same","Cefaclor-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefaclor_Penicillin G",1,39,40,60,50,"Cefaclor","Penicillin G",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Penicillin G","CEC","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity","Same","Same","Same","Cefaclor-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefaclor_Penicillin G",1,39,40,60,50,"Cefaclor","Penicillin G",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Imipenem","CEC","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Cefaclor-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefaclor_Imipenem",1,39,40,60,50,"Cefaclor","Imipenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Imipenem","CEC","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Cefaclor-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefaclor_Imipenem",1,39,40,60,50,"Cefaclor","Imipenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Cephalexin","CEC","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.066321953,-0.029873516,-0.097987431,-0.043807158,-0.04474955,0.021518299,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cefaclor-Cephalexin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",10,"Cefaclor_Cephalexin",1,39,40,60,50,"Cefaclor","Cephalexin",29.192237071022,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Cephalexin","CEC","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.066321953,-0.029873516,-0.097987431,-0.043807158,-0.04474955,0.021518299,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cefaclor-Cephalexin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",10,"Cefaclor_Cephalexin",1,39,40,60,50,"Cefaclor","Cephalexin",29.192237071022,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Levofloxacin","CEC","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",9,"Cefaclor_Levofloxacin",2,13,13,53,33,"Cefaclor","Levofloxacin",12.9894158114416,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Levofloxacin","CEC","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",9,"Cefaclor_Levofloxacin",2,13,13,34,24,"Cefaclor","Levofloxacin",12.9894158114416,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Trimethoprim","CEC","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.06542865,-0.137457937,0.102337273,0.053545253,0.041841562,-0.026783428,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",4,"Cefaclor_Trimethoprim",2,32,32,56,45,"Cefaclor","Trimethoprim",15.3997956025415,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Trimethoprim","CEC","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.06542865,-0.137457937,0.102337273,0.053545253,0.041841562,-0.026783428,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",4,"Cefaclor_Trimethoprim",2,31,31,46,39,"Cefaclor","Trimethoprim",15.3997956025415,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Paraquat","CEC","PQ","beta-lactam","oxidative stress","cell wall","oxidative stress","antibiotic","research used drug",0.050971161,-0.16307936,-0.069481682,-0.041441648,-0.050671219,-0.023833418,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Paraquat","beta-lactam-oxidative stress","cell wall-oxidative stress","antibiotic-research used drug",10,"Cefaclor_Paraquat",2,31,32,51,41,"Cefaclor","Paraquat",29.192237071022,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Meropenem","CEC","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.210192993,-0.121529073,-0.678603064,-0.154458054,0.045858466,-0.047589679,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Cefaclor-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefaclor_Meropenem",1,39,40,60,50,"Cefaclor","Meropenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Meropenem","CEC","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.210192993,-0.121529073,-0.678603064,-0.154458054,0.045858466,-0.047589679,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Cefaclor-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefaclor_Meropenem",1,39,40,60,50,"Cefaclor","Meropenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Triclosan","CEC","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.078457379,-0.069077505,-0.050593308,-0.079213638,0.033967277,0.031549418,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Cefaclor_Triclosan",2,17,17,53,35,"Cefaclor","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Triclosan","CEC","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.078457379,-0.069077505,-0.050593308,-0.079213638,0.033967277,0.031549418,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Cefaclor_Triclosan",3,17,17,34,26,"Cefaclor","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Metformin","CEC","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.135305245,0.061734082,0.646215292,0.462285284,0.033465329,-0.038916479,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,"Cefaclor_Metformin",Inf,NA,6,54,30,"Cefaclor","Metformin",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Metformin","CEC","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.135305245,0.061734082,0.646215292,0.462285284,0.033465329,-0.038916479,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,"Cefaclor_Metformin",Inf,NA,6,43,25,"Cefaclor","Metformin",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Moxifloxacin","CEC","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.070060583,0.10837818,0.173153328,0.129586912,-0.025358289,-0.08509036,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",8,"Cefaclor_Moxifloxacin",2,13,13,53,33,"Cefaclor","Moxifloxacin",13.3029498003438,"EcoliNet.v1.benchmark.txt"
"Cefaclor","Moxifloxacin","CEC","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.070060583,0.10837818,0.173153328,0.129586912,-0.025358289,-0.08509036,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",8,"Cefaclor_Moxifloxacin",2,13,13,34,24,"Cefaclor","Moxifloxacin",13.3029498003438,"EcoliNet.v1.benchmark.txt"
"Piperacillin","Triclosan","PIP","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.011028118,-0.073949513,-0.041461355,-0.095879483,-0.067792908,0.033648972,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Piperacillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Piperacillin_Triclosan",2,17,17,53,35,"Piperacillin","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Piperacillin","Triclosan","PIP","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.011028118,-0.073949513,-0.041461355,-0.095879483,-0.067792908,0.033648972,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Piperacillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Piperacillin_Triclosan",3,17,17,34,26,"Piperacillin","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Penicillin G","Triclosan","PEN","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.022481861,-0.043846011,0.051027743,-0.092179744,-0.216956192,-0.054836854,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Penicillin G-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Penicillin G_Triclosan",2,17,17,53,35,"Penicillin G","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
