"drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Pseudomonic acid_Sulfamonomethoxine",3,11,11,17,14,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Pseudomonic acid_Trimethoprim",3,11,11,11,11,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Rifampicin_Sulfamonomethoxine",3,17,17,21,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Rifampicin_Triclosan",3,21,21,24,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Rifampicin_Trimethoprim",3,11,11,21,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Sulfamonomethoxine_Triclosan",3,17,17,24,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Sulfamonomethoxine_Trimethoprim",3,11,11,17,14,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Triclosan_Trimethoprim",3,11,11,24,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Flucytosine",4,14,14,30,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Clindamycin",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Clindamycin",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Clindamycin",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Clindamycin",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Clindamycin",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Flucytosine",4,8,8,24,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Fosfomycin",4,12,12,46,29,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Fusidic acid",4,12,12,30,21,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Imipenem",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Meropenem",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Metformin",4,12,12,19,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Penicillin G",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Piperacillin",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Pseudomonic acid",4,11,11,12,12,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Triclosan",4,12,12,24,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Fusidic acid",4,24,24,30,27,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Metformin",4,19,19,24,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Pseudomonic acid",4,11,11,24,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Trimethoprim",4,11,11,24,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Fusidic acid",4,16,17,32,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Rifampicin",4,12,12,28,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Metformin",4,19,19,46,32,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Metformin",4,19,19,30,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Rifampicin",4,21,21,30,26,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Metformin_Rifampicin",4,18,18,22,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Metformin_Trimethoprim",4,11,11,19,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Pseudomonic acid_Rifampicin",4,11,11,21,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Pseudomonic acid_Triclosan",4,11,11,24,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
