"drug_pair","network","clusters","sigma.rate","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree"
"Aztreonam_Triclosan","CX.INT.EcoliNet.v1.4039gene.67494link.txt","11",10.0492531778526,3,28,28,63,45
"Aztreonam_Triclosan","DC.EcoliNet.2283gene.9643link.txt","11",10.0492531778526,Inf,NA,2,16,9
"Aztreonam_Triclosan","EcoCyc.goldstandardset.txt","11",10.0492531778526,Inf,NA,14,15,14
"Aztreonam_Triclosan","EcoliNet.v1.benchmark.txt","11",10.0492531778526,3,17,17,50,34
"Aztreonam_Triclosan","EcoliNet.v1.txt","11",10.0492531778526,2,59,59,85,72
"Aztreonam_Triclosan","GN.INT.EcoliNet.3568gene.23439link.txt","11",10.0492531778526,3,16,16,26,21
"Aztreonam_Triclosan","GO-BP.goldstandardset.txt","11",10.0492531778526,3,7,13,46,29
"Aztreonam_Triclosan","HT.INT.EcoliNet.3209gene.15543link.txt","11",10.0492531778526,3,8,8,24,16
"Aztreonam_Triclosan","LC.INT.EcoliNet.764gene.1073link.txt","11",10.0492531778526,4,1,1,5,3
"Aztreonam_Triclosan","PG.INT.EcoliNet.v1.1817gene.17504link.txt","11",10.0492531778526,4,2,2,13,8
"Cefaclor_Cephalexin","CC.EcoliNet.v1.2296gene.50528link.txt","10",14.8089165294978,1,NA,83,139,111
"Cefaclor_Cephalexin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","10",14.8089165294978,2,NA,19,50,35
"Cefaclor_Cephalexin","DC.EcoliNet.2283gene.9643link.txt","10",14.8089165294978,Inf,NA,2,2,2
"Cefaclor_Cephalexin","EcoCyc.goldstandardset.txt","10",14.8089165294978,0,NA,15,15,15
"Cefaclor_Cephalexin","EcoliNet.v1.benchmark.txt","10",14.8089165294978,1,NA,43,58,50
"Cefaclor_Cephalexin","EcoliNet.v1.txt","10",14.8089165294978,1,NA,54,78,66
"Cefaclor_Cephalexin","GN.INT.EcoliNet.3568gene.23439link.txt","10",14.8089165294978,2,NA,14,22,18
"Cefaclor_Cephalexin","GO-BP.goldstandardset.txt","10",14.8089165294978,1,NA,39,53,46
"Cefaclor_Cephalexin","HT.INT.EcoliNet.3209gene.15543link.txt","10",14.8089165294978,3,NA,11,31,21
"Cefaclor_Cephalexin","LC.INT.EcoliNet.764gene.1073link.txt","10",14.8089165294978,2,NA,3,6,5
"Cefaclor_Cephalexin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","10",14.8089165294978,4,NA,2,2,2
"Cefaclor_Clindamycin","CC.EcoliNet.v1.2296gene.50528link.txt","9",8.23960952517266,2,93,93,146,120
"Cefaclor_Clindamycin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","9",8.23960952517266,3,35,35,135,85
"Cefaclor_Clindamycin","EcoliNet.v1.txt","9",8.23960952517266,2,66,66,148,107
"Cefaclor_Clindamycin","GN.INT.EcoliNet.3568gene.23439link.txt","9",8.23960952517266,3,11,11,19,15
"Cefaclor_Clindamycin","HT.INT.EcoliNet.3209gene.15543link.txt","9",8.23960952517266,2,21,21,81,51
"Cefaclor_Clindamycin","LC.INT.EcoliNet.764gene.1073link.txt","9",8.23960952517266,4,2,2,5,3
"Cefaclor_Clindamycin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","9",8.23960952517266,4,2,2,18,10
"Cefaclor_Imipenem","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Cefaclor_Imipenem","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Cefaclor_Imipenem","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Cefaclor_Imipenem","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Cefaclor_Imipenem","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Cefaclor_Imipenem","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Cefaclor_Imipenem","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Cefaclor_Imipenem","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Cefaclor_Imipenem","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Cefaclor_Imipenem","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Cefaclor_Imipenem","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Cefaclor_Levofloxacin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","9",8.23960952517266,3,17,17,50,33
"Cefaclor_Levofloxacin","EcoliNet.v1.benchmark.txt","9",8.23960952517266,2,13,13,50,32
"Cefaclor_Levofloxacin","EcoliNet.v1.txt","9",8.23960952517266,2,47,47,71,59
"Cefaclor_Levofloxacin","GN.INT.EcoliNet.3568gene.23439link.txt","9",8.23960952517266,3,17,17,28,22
"Cefaclor_Levofloxacin","GO-BP.goldstandardset.txt","9",8.23960952517266,2,13,13,46,29
"Cefaclor_Levofloxacin","HT.INT.EcoliNet.3209gene.15543link.txt","9",8.23960952517266,3,13,13,37,25
"Cefaclor_Levofloxacin","LC.INT.EcoliNet.764gene.1073link.txt","9",8.23960952517266,5,2,2,6,4
"Cefaclor_Levofloxacin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","9",8.23960952517266,5,2,2,8,5
"Cefaclor_Meropenem","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Cefaclor_Meropenem","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Cefaclor_Meropenem","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Cefaclor_Meropenem","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Cefaclor_Meropenem","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Cefaclor_Meropenem","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Cefaclor_Meropenem","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Cefaclor_Meropenem","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Cefaclor_Meropenem","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Cefaclor_Meropenem","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Cefaclor_Meropenem","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Cefaclor_Metformin","CC.EcoliNet.v1.2296gene.50528link.txt","2",27.5495261973856,2,104,104,176,140
"Cefaclor_Metformin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","2",27.5495261973856,3,26,26,95,61
"Cefaclor_Metformin","DC.EcoliNet.2283gene.9643link.txt","2",27.5495261973856,Inf,NA,2,4,3
"Cefaclor_Metformin","EcoCyc.goldstandardset.txt","2",27.5495261973856,Inf,NA,6,15,10
"Cefaclor_Metformin","EcoliNet.v1.benchmark.txt","2",27.5495261973856,Inf,NA,6,50,28
"Cefaclor_Metformin","EcoliNet.v1.txt","2",27.5495261973856,3,55,55,117,86
"Cefaclor_Metformin","GN.INT.EcoliNet.3568gene.23439link.txt","2",27.5495261973856,4,9,9,20,15
"Cefaclor_Metformin","HT.INT.EcoliNet.3209gene.15543link.txt","2",27.5495261973856,4,8,8,31,20
"Cefaclor_Metformin","LC.INT.EcoliNet.764gene.1073link.txt","2",27.5495261973856,6,1,1,5,3
"Cefaclor_Metformin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","2",27.5495261973856,5,2,2,9,5
"Cefaclor_Moxifloxacin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","8",14.1060091754375,3,17,17,50,33
"Cefaclor_Moxifloxacin","EcoliNet.v1.benchmark.txt","8",14.1060091754375,2,13,13,50,32
"Cefaclor_Moxifloxacin","EcoliNet.v1.txt","8",14.1060091754375,2,47,47,71,59
"Cefaclor_Moxifloxacin","GN.INT.EcoliNet.3568gene.23439link.txt","8",14.1060091754375,3,17,17,28,22
"Cefaclor_Moxifloxacin","GO-BP.goldstandardset.txt","8",14.1060091754375,2,13,13,46,29
"Cefaclor_Moxifloxacin","HT.INT.EcoliNet.3209gene.15543link.txt","8",14.1060091754375,3,13,13,37,25
"Cefaclor_Moxifloxacin","LC.INT.EcoliNet.764gene.1073link.txt","8",14.1060091754375,5,2,2,6,4
"Cefaclor_Moxifloxacin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","8",14.1060091754375,5,2,2,8,5
"Cefaclor_Paraquat","CC.EcoliNet.v1.2296gene.50528link.txt","10",14.8089165294978,3,22,22,111,67
"Cefaclor_Paraquat","CX.INT.EcoliNet.v1.4039gene.67494link.txt","10",14.8089165294978,3,9,9,38,24
"Cefaclor_Paraquat","DC.EcoliNet.2283gene.9643link.txt","10",14.8089165294978,Inf,NA,2,2,2
"Cefaclor_Paraquat","EcoliNet.v1.benchmark.txt","10",14.8089165294978,2,31,32,51,41
"Cefaclor_Paraquat","EcoliNet.v1.txt","10",14.8089165294978,3,28,28,66,47
"Cefaclor_Paraquat","GN.INT.EcoliNet.3568gene.23439link.txt","10",14.8089165294978,3,13,13,22,18
"Cefaclor_Paraquat","GO-BP.goldstandardset.txt","10",14.8089165294978,2,31,32,46,39
"Cefaclor_Penicillin G","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Cefaclor_Penicillin G","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Cefaclor_Penicillin G","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Cefaclor_Penicillin G","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Cefaclor_Penicillin G","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Cefaclor_Penicillin G","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Cefaclor_Penicillin G","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Cefaclor_Penicillin G","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Cefaclor_Penicillin G","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Cefaclor_Penicillin G","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Cefaclor_Penicillin G","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Cefaclor_Piperacillin","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Cefaclor_Piperacillin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Cefaclor_Piperacillin","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Cefaclor_Piperacillin","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Cefaclor_Piperacillin","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Cefaclor_Piperacillin","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Cefaclor_Piperacillin","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Cefaclor_Piperacillin","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Cefaclor_Piperacillin","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Cefaclor_Piperacillin","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Cefaclor_Piperacillin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Cefaclor_Rifampicin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","5",23.959017741096,3,30,30,77,54
"Cefaclor_Rifampicin","EcoliNet.v1.txt","5",23.959017741096,2,61,61,97,79
"Cefaclor_Rifampicin","GN.INT.EcoliNet.3568gene.23439link.txt","5",23.959017741096,3,15,15,24,20
"Cefaclor_Rifampicin","HT.INT.EcoliNet.3209gene.15543link.txt","5",23.959017741096,3,21,21,100,60
"Cefaclor_Rifampicin","LC.INT.EcoliNet.764gene.1073link.txt","5",23.959017741096,4,2,3,6,5
"Cefaclor_Triclosan","CC.EcoliNet.v1.2296gene.50528link.txt","3",12.4986996306864,3,12,12,111,62
"Cefaclor_Triclosan","CX.INT.EcoliNet.v1.4039gene.67494link.txt","3",12.4986996306864,3,28,28,63,45
"Cefaclor_Triclosan","DC.EcoliNet.2283gene.9643link.txt","3",12.4986996306864,Inf,NA,2,16,9
"Cefaclor_Triclosan","EcoCyc.goldstandardset.txt","3",12.4986996306864,Inf,NA,14,15,14
"Cefaclor_Triclosan","EcoliNet.v1.benchmark.txt","3",12.4986996306864,3,17,17,50,34
"Cefaclor_Triclosan","EcoliNet.v1.txt","3",12.4986996306864,2,59,59,85,72
"Cefaclor_Triclosan","GN.INT.EcoliNet.3568gene.23439link.txt","3",12.4986996306864,3,16,16,26,21
"Cefaclor_Triclosan","GO-BP.goldstandardset.txt","3",12.4986996306864,3,7,13,46,29
"Cefaclor_Triclosan","HT.INT.EcoliNet.3209gene.15543link.txt","3",12.4986996306864,3,8,8,24,16
"Cefaclor_Triclosan","LC.INT.EcoliNet.764gene.1073link.txt","3",12.4986996306864,4,1,1,5,3
"Cefaclor_Triclosan","PG.INT.EcoliNet.v1.1817gene.17504link.txt","3",12.4986996306864,4,2,2,13,8
"Cefaclor_Trimethoprim","CC.EcoliNet.v1.2296gene.50528link.txt","4",9.63701383103432,2,94,95,149,122
"Cefaclor_Trimethoprim","CX.INT.EcoliNet.v1.4039gene.67494link.txt","4",9.63701383103432,3,7,7,36,22
"Cefaclor_Trimethoprim","EcoCyc.goldstandardset.txt","4",9.63701383103432,Inf,NA,14,15,14
"Cefaclor_Trimethoprim","EcoliNet.v1.benchmark.txt","4",9.63701383103432,2,31,32,51,41
"Cefaclor_Trimethoprim","EcoliNet.v1.txt","4",9.63701383103432,2,57,57,80,69
"Cefaclor_Trimethoprim","GN.INT.EcoliNet.3568gene.23439link.txt","4",9.63701383103432,3,10,10,19,15
"Cefaclor_Trimethoprim","GO-BP.goldstandardset.txt","4",9.63701383103432,2,21,21,46,33
"Cefaclor_Trimethoprim","HT.INT.EcoliNet.3209gene.15543link.txt","4",9.63701383103432,4,7,8,22,15
"Cefaclor_Trimethoprim","PG.INT.EcoliNet.v1.1817gene.17504link.txt","4",9.63701383103432,5,2,2,7,4
"Cefotaxime_Cephalexin","CC.EcoliNet.v1.2296gene.50528link.txt","7",5.2561115902358,1,NA,83,139,111
"Cefotaxime_Cephalexin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","7",5.2561115902358,2,NA,19,50,35
"Cefotaxime_Cephalexin","DC.EcoliNet.2283gene.9643link.txt","7",5.2561115902358,Inf,NA,2,2,2
"Cefotaxime_Cephalexin","EcoCyc.goldstandardset.txt","7",5.2561115902358,0,NA,15,15,15
"Cefotaxime_Cephalexin","EcoliNet.v1.benchmark.txt","7",5.2561115902358,1,NA,43,58,50
"Cefotaxime_Cephalexin","EcoliNet.v1.txt","7",5.2561115902358,1,NA,54,78,66
"Cefotaxime_Cephalexin","GN.INT.EcoliNet.3568gene.23439link.txt","7",5.2561115902358,2,NA,14,22,18
"Cefotaxime_Cephalexin","GO-BP.goldstandardset.txt","7",5.2561115902358,1,NA,39,53,46
"Cefotaxime_Cephalexin","HT.INT.EcoliNet.3209gene.15543link.txt","7",5.2561115902358,3,NA,11,31,21
"Cefotaxime_Cephalexin","LC.INT.EcoliNet.764gene.1073link.txt","7",5.2561115902358,2,NA,3,6,5
"Cefotaxime_Cephalexin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","7",5.2561115902358,4,NA,2,2,2
"Cefotaxime_Clindamycin","CC.EcoliNet.v1.2296gene.50528link.txt","2",27.5495261973856,2,93,93,146,120
"Cefotaxime_Clindamycin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","2",27.5495261973856,3,35,35,135,85
"Cefotaxime_Clindamycin","EcoliNet.v1.txt","2",27.5495261973856,2,66,66,148,107
"Cefotaxime_Clindamycin","GN.INT.EcoliNet.3568gene.23439link.txt","2",27.5495261973856,3,11,11,19,15
"Cefotaxime_Clindamycin","HT.INT.EcoliNet.3209gene.15543link.txt","2",27.5495261973856,2,21,21,81,51
"Cefotaxime_Clindamycin","LC.INT.EcoliNet.764gene.1073link.txt","2",27.5495261973856,4,2,2,5,3
"Cefotaxime_Clindamycin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","2",27.5495261973856,4,2,2,18,10
"Cefotaxime_Imipenem","CC.EcoliNet.v1.2296gene.50528link.txt","4",9.63701383103432,1,NA,83,139,111
"Cefotaxime_Imipenem","CX.INT.EcoliNet.v1.4039gene.67494link.txt","4",9.63701383103432,2,NA,19,50,35
"Cefotaxime_Imipenem","DC.EcoliNet.2283gene.9643link.txt","4",9.63701383103432,Inf,NA,2,2,2
"Cefotaxime_Imipenem","EcoCyc.goldstandardset.txt","4",9.63701383103432,0,NA,15,15,15
"Cefotaxime_Imipenem","EcoliNet.v1.benchmark.txt","4",9.63701383103432,1,NA,43,58,50
"Cefotaxime_Imipenem","EcoliNet.v1.txt","4",9.63701383103432,1,NA,54,78,66
"Cefotaxime_Imipenem","GN.INT.EcoliNet.3568gene.23439link.txt","4",9.63701383103432,2,NA,14,22,18
"Cefotaxime_Imipenem","GO-BP.goldstandardset.txt","4",9.63701383103432,1,NA,39,53,46
"Cefotaxime_Imipenem","HT.INT.EcoliNet.3209gene.15543link.txt","4",9.63701383103432,3,NA,11,31,21
"Cefotaxime_Imipenem","LC.INT.EcoliNet.764gene.1073link.txt","4",9.63701383103432,2,NA,3,6,5
"Cefotaxime_Imipenem","PG.INT.EcoliNet.v1.1817gene.17504link.txt","4",9.63701383103432,4,NA,2,2,2
"Cefotaxime_Levofloxacin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","4",9.63701383103432,3,17,17,50,33
"Cefotaxime_Levofloxacin","EcoliNet.v1.benchmark.txt","4",9.63701383103432,2,13,13,50,32
"Cefotaxime_Levofloxacin","EcoliNet.v1.txt","4",9.63701383103432,2,47,47,71,59
"Cefotaxime_Levofloxacin","GN.INT.EcoliNet.3568gene.23439link.txt","4",9.63701383103432,3,17,17,28,22
"Cefotaxime_Levofloxacin","GO-BP.goldstandardset.txt","4",9.63701383103432,2,13,13,46,29
"Cefotaxime_Levofloxacin","HT.INT.EcoliNet.3209gene.15543link.txt","4",9.63701383103432,3,13,13,37,25
"Cefotaxime_Levofloxacin","LC.INT.EcoliNet.764gene.1073link.txt","4",9.63701383103432,5,2,2,6,4
"Cefotaxime_Levofloxacin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","4",9.63701383103432,5,2,2,8,5
"Cefotaxime_Meropenem","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Cefotaxime_Meropenem","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Cefotaxime_Meropenem","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Cefotaxime_Meropenem","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Cefotaxime_Meropenem","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Cefotaxime_Meropenem","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Cefotaxime_Meropenem","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Cefotaxime_Meropenem","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Cefotaxime_Meropenem","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Cefotaxime_Meropenem","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Cefotaxime_Meropenem","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Cefotaxime_Metformin","CC.EcoliNet.v1.2296gene.50528link.txt","5",23.959017741096,2,104,104,176,140
"Cefotaxime_Metformin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","5",23.959017741096,3,26,26,95,61
"Cefotaxime_Metformin","DC.EcoliNet.2283gene.9643link.txt","5",23.959017741096,Inf,NA,2,4,3
"Cefotaxime_Metformin","EcoCyc.goldstandardset.txt","5",23.959017741096,Inf,NA,6,15,10
"Cefotaxime_Metformin","EcoliNet.v1.benchmark.txt","5",23.959017741096,Inf,NA,6,50,28
"Cefotaxime_Metformin","EcoliNet.v1.txt","5",23.959017741096,3,55,55,117,86
"Cefotaxime_Metformin","GN.INT.EcoliNet.3568gene.23439link.txt","5",23.959017741096,4,9,9,20,15
"Cefotaxime_Metformin","HT.INT.EcoliNet.3209gene.15543link.txt","5",23.959017741096,4,8,8,31,20
"Cefotaxime_Metformin","LC.INT.EcoliNet.764gene.1073link.txt","5",23.959017741096,6,1,1,5,3
"Cefotaxime_Metformin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","5",23.959017741096,5,2,2,9,5
"Cefotaxime_Moxifloxacin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","3",12.4986996306864,3,17,17,50,33
"Cefotaxime_Moxifloxacin","EcoliNet.v1.benchmark.txt","3",12.4986996306864,2,13,13,50,32
"Cefotaxime_Moxifloxacin","EcoliNet.v1.txt","3",12.4986996306864,2,47,47,71,59
"Cefotaxime_Moxifloxacin","GN.INT.EcoliNet.3568gene.23439link.txt","3",12.4986996306864,3,17,17,28,22
"Cefotaxime_Moxifloxacin","GO-BP.goldstandardset.txt","3",12.4986996306864,2,13,13,46,29
"Cefotaxime_Moxifloxacin","HT.INT.EcoliNet.3209gene.15543link.txt","3",12.4986996306864,3,13,13,37,25
"Cefotaxime_Moxifloxacin","LC.INT.EcoliNet.764gene.1073link.txt","3",12.4986996306864,5,2,2,6,4
"Cefotaxime_Moxifloxacin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","3",12.4986996306864,5,2,2,8,5
"Cefotaxime_Paraquat","CC.EcoliNet.v1.2296gene.50528link.txt","10",14.8089165294978,3,22,22,111,67
"Cefotaxime_Paraquat","CX.INT.EcoliNet.v1.4039gene.67494link.txt","10",14.8089165294978,3,9,9,38,24
"Cefotaxime_Paraquat","DC.EcoliNet.2283gene.9643link.txt","10",14.8089165294978,Inf,NA,2,2,2
"Cefotaxime_Paraquat","EcoliNet.v1.benchmark.txt","10",14.8089165294978,2,31,32,51,41
"Cefotaxime_Paraquat","EcoliNet.v1.txt","10",14.8089165294978,3,28,28,66,47
"Cefotaxime_Paraquat","GN.INT.EcoliNet.3568gene.23439link.txt","10",14.8089165294978,3,13,13,22,18
"Cefotaxime_Paraquat","GO-BP.goldstandardset.txt","10",14.8089165294978,2,31,32,46,39
"Cefotaxime_Penicillin G","CC.EcoliNet.v1.2296gene.50528link.txt","4",9.63701383103432,1,NA,83,139,111
"Cefotaxime_Penicillin G","CX.INT.EcoliNet.v1.4039gene.67494link.txt","4",9.63701383103432,2,NA,19,50,35
"Cefotaxime_Penicillin G","DC.EcoliNet.2283gene.9643link.txt","4",9.63701383103432,Inf,NA,2,2,2
"Cefotaxime_Penicillin G","EcoCyc.goldstandardset.txt","4",9.63701383103432,0,NA,15,15,15
"Cefotaxime_Penicillin G","EcoliNet.v1.benchmark.txt","4",9.63701383103432,1,NA,43,58,50
"Cefotaxime_Penicillin G","EcoliNet.v1.txt","4",9.63701383103432,1,NA,54,78,66
"Cefotaxime_Penicillin G","GN.INT.EcoliNet.3568gene.23439link.txt","4",9.63701383103432,2,NA,14,22,18
"Cefotaxime_Penicillin G","GO-BP.goldstandardset.txt","4",9.63701383103432,1,NA,39,53,46
"Cefotaxime_Penicillin G","HT.INT.EcoliNet.3209gene.15543link.txt","4",9.63701383103432,3,NA,11,31,21
"Cefotaxime_Penicillin G","LC.INT.EcoliNet.764gene.1073link.txt","4",9.63701383103432,2,NA,3,6,5
"Cefotaxime_Penicillin G","PG.INT.EcoliNet.v1.1817gene.17504link.txt","4",9.63701383103432,4,NA,2,2,2
"Cefotaxime_Piperacillin","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Cefotaxime_Piperacillin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Cefotaxime_Piperacillin","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Cefotaxime_Piperacillin","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Cefotaxime_Piperacillin","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Cefotaxime_Piperacillin","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Cefotaxime_Piperacillin","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Cefotaxime_Piperacillin","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Cefotaxime_Piperacillin","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Cefotaxime_Piperacillin","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Cefotaxime_Piperacillin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Cefotaxime_Rifampicin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","7",5.2561115902358,3,30,30,77,54
"Cefotaxime_Rifampicin","EcoliNet.v1.txt","7",5.2561115902358,2,61,61,97,79
"Cefotaxime_Rifampicin","GN.INT.EcoliNet.3568gene.23439link.txt","7",5.2561115902358,3,15,15,24,20
"Cefotaxime_Rifampicin","HT.INT.EcoliNet.3209gene.15543link.txt","7",5.2561115902358,3,21,21,100,60
"Cefotaxime_Rifampicin","LC.INT.EcoliNet.764gene.1073link.txt","7",5.2561115902358,4,2,3,6,5
"Cefotaxime_Triclosan","CC.EcoliNet.v1.2296gene.50528link.txt","3",12.4986996306864,3,12,12,111,62
"Cefotaxime_Triclosan","CX.INT.EcoliNet.v1.4039gene.67494link.txt","3",12.4986996306864,3,28,28,63,45
"Cefotaxime_Triclosan","DC.EcoliNet.2283gene.9643link.txt","3",12.4986996306864,Inf,NA,2,16,9
"Cefotaxime_Triclosan","EcoCyc.goldstandardset.txt","3",12.4986996306864,Inf,NA,14,15,14
"Cefotaxime_Triclosan","EcoliNet.v1.benchmark.txt","3",12.4986996306864,3,17,17,50,34
"Cefotaxime_Triclosan","EcoliNet.v1.txt","3",12.4986996306864,2,59,59,85,72
"Cefotaxime_Triclosan","GN.INT.EcoliNet.3568gene.23439link.txt","3",12.4986996306864,3,16,16,26,21
"Cefotaxime_Triclosan","GO-BP.goldstandardset.txt","3",12.4986996306864,3,7,13,46,29
"Cefotaxime_Triclosan","HT.INT.EcoliNet.3209gene.15543link.txt","3",12.4986996306864,3,8,8,24,16
"Cefotaxime_Triclosan","LC.INT.EcoliNet.764gene.1073link.txt","3",12.4986996306864,4,1,1,5,3
