"Drug1_Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Aztreonam_Meropenem",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Moxifloxacin",3,18,18,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Novobiocin",3,18,18,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Penicillin G",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Piperacillin",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Sulfamonomethoxine",4,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Triclosan",3,18,18,25,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Cefotaxime",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Cephalexin",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Ciprofloxacin",3,18,18,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Clindamycin",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Doxycycline",3,16,16,26,21,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Flucytosine",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Fosfomycin",2,17,17,46,31,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Fusidic acid",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Imipenem",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Levofloxacin",3,18,18,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Mecillinam",3,14,14,26,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Meropenem",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Moxifloxacin",3,18,18,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Novobiocin",3,18,18,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Penicillin G",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Piperacillin",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Sulfamonomethoxine",4,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Triclosan",3,18,18,25,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Cephalexin",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Ciprofloxacin",3,18,18,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Clindamycin",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Doxycycline",3,16,16,26,21,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Flucytosine",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Fosfomycin",2,17,17,46,31,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Fusidic acid",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Imipenem",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Levofloxacin",3,18,18,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Mecillinam",3,14,14,26,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Meropenem",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Moxifloxacin",3,18,18,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Novobiocin",3,18,18,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Penicillin G",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Piperacillin",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Sulfamonomethoxine",4,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Triclosan",3,18,18,25,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Ciprofloxacin",3,18,18,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Clindamycin",4,11,11,20,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Doxycycline",3,16,16,26,21,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Flucytosine",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Fosfomycin",2,17,17,46,31,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Fusidic acid",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Imipenem",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Levofloxacin",3,18,18,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Mecillinam",3,14,14,26,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Meropenem",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Moxifloxacin",3,18,18,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Novobiocin",3,18,18,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Penicillin G",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Piperacillin",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Sulfamonomethoxine",4,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Triclosan",3,18,18,25,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Clindamycin",2,12,12,24,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Doxycycline",3,21,21,24,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Flucytosine",2,21,21,35,28,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Fosfomycin",3,21,21,46,34,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Fusidic acid",3,24,24,30,27,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Imipenem",2,14,14,26,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Levofloxacin",1,21,21,28,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Meropenem",2,14,14,26,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Metformin",3,19,19,21,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Moxifloxacin",1,21,21,28,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Novobiocin",1,21,21,27,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Penicillin G",2,14,14,26,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Piperacillin",2,14,14,26,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Rifampicin",2,20,20,25,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Sulfamonomethoxine",2,17,17,21,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Rifampicin",2,12,12,21,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Fusidic acid",4,24,24,30,27,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Imipenem",2,24,24,32,28,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Levofloxacin",2,24,24,27,26,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Meropenem",2,24,24,32,28,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Metformin",4,19,19,24,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Moxifloxacin",2,24,24,27,26,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Novobiocin",2,24,24,27,26,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Penicillin G",2,24,24,32,28,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Piperacillin",2,24,24,32,28,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Rifampicin",2,20,20,25,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Fosfomycin",2,19,20,46,33,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Fusidic acid",4,16,17,32,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Imipenem",2,11,12,28,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Levofloxacin",3,14,14,30,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Meropenem",2,11,12,28,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Metformin",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Moxifloxacin",3,14,14,30,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Novobiocin",3,11,12,28,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Penicillin G",2,11,12,28,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Piperacillin",2,11,12,28,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Rifampicin",4,12,12,28,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Sulfamonomethoxine",2,10,10,26,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Fusidic acid",3,30,30,46,38,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Imipenem",3,31,32,46,39,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Levofloxacin",3,27,27,46,36,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Meropenem",3,31,32,46,39,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Metformin",4,19,19,46,32,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Moxifloxacin",3,27,27,46,36,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Novobiocin",3,27,27,46,36,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Penicillin G",3,31,32,46,39,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Piperacillin",3,31,32,46,39,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Rifampicin",3,21,21,46,34,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Rifampicin",4,21,21,30,26,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Levofloxacin",3,18,18,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Mecillinam",3,14,14,26,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Meropenem",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Moxifloxacin",3,18,18,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Novobiocin",3,18,18,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Penicillin G",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Piperacillin",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Sulfamonomethoxine",4,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Triclosan",3,18,18,25,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Meropenem",2,17,17,29,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Metformin",3,19,19,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Moxifloxacin",1,24,24,28,26,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Novobiocin",1,25,25,28,26,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Penicillin G",2,17,17,29,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Piperacillin",2,17,17,29,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Rifampicin",3,21,21,27,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Sulfamonomethoxine",2,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Mecillinam_Meropenem",3,11,11,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Mecillinam_Metformin",3,14,14,19,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Mecillinam_Moxifloxacin",3,14,14,26,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Mecillinam_Novobiocin",3,14,14,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Mecillinam_Penicillin G",3,11,11,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Mecillinam_Piperacillin",3,11,11,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Mecillinam_Rifampicin",4,14,14,21,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Mecillinam_Sulfamonomethoxine",4,14,14,17,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Mecillinam_Triclosan",3,14,14,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Moxifloxacin",3,18,18,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Novobiocin",3,18,18,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Penicillin G",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Piperacillin",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Sulfamonomethoxine",4,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Triclosan",3,18,18,25,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Metformin_Moxifloxacin",2,19,19,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Metformin_Novobiocin",2,19,19,27,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Metformin_Rifampicin",4,18,18,22,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Novobiocin",1,25,25,28,26,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Penicillin G",2,17,17,29,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Piperacillin",2,17,17,29,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Rifampicin",3,21,21,27,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Sulfamonomethoxine",2,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Penicillin G",2,14,14,26,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Piperacillin",2,14,14,26,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Rifampicin",2,20,20,25,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Sulfamonomethoxine",2,17,17,21,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Piperacillin",3,13,13,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Sulfamonomethoxine",4,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Triclosan",3,18,18,25,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Sulfamonomethoxine",4,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Triclosan",3,18,18,25,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Pseudomonic acid_Rifampicin",4,11,11,21,16,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Pseudomonic acid_Sulfamonomethoxine",3,11,11,17,14,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Pseudomonic acid_Triclosan",4,11,11,24,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Pseudomonic acid_Trimethoprim",3,11,11,11,11,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Amoxicillin",1,12,12,55,34,"GO-BP.goldstandardset.txt"
"A22_Aztreonam",1,12,12,55,34,"GO-BP.goldstandardset.txt"
"A22_Cefaclor",1,12,12,55,34,"GO-BP.goldstandardset.txt"
"A22_Cefotaxime",1,12,12,55,34,"GO-BP.goldstandardset.txt"
"A22_Cephalexin",1,12,12,55,34,"GO-BP.goldstandardset.txt"
"A22_Ciprofloxacin",2,12,12,20,16,"GO-BP.goldstandardset.txt"
"A22_Doxycycline",4,9,12,13,12,"GO-BP.goldstandardset.txt"
"A22_Fusidic acid",5,1,1,12,6,"GO-BP.goldstandardset.txt"
"A22_Imipenem",1,12,12,55,34,"GO-BP.goldstandardset.txt"
"A22_Levofloxacin",2,12,12,20,16,"GO-BP.goldstandardset.txt"
"A22_Meropenem",1,12,12,55,34,"GO-BP.goldstandardset.txt"
"A22_Moxifloxacin",2,12,12,20,16,"GO-BP.goldstandardset.txt"
"A22_Novobiocin",2,12,12,20,16,"GO-BP.goldstandardset.txt"
"A22_Penicillin G",1,12,12,55,34,"GO-BP.goldstandardset.txt"
"A22_Piperacillin",1,12,12,55,34,"GO-BP.goldstandardset.txt"
"Amoxicillin_Aztreonam",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Amoxicillin_Cefaclor",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Amoxicillin_Cefotaxime",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Amoxicillin_Cephalexin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Amoxicillin_Ciprofloxacin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Amoxicillin_Doxycycline",4,9,13,47,30,"GO-BP.goldstandardset.txt"
"Amoxicillin_Fosfomycin",1,19,19,47,33,"GO-BP.goldstandardset.txt"
"Amoxicillin_Fusidic acid",4,1,1,49,25,"GO-BP.goldstandardset.txt"
"Amoxicillin_Imipenem",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Amoxicillin_Levofloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Amoxicillin_Mecillinam",1,44,44,72,58,"GO-BP.goldstandardset.txt"
"Amoxicillin_Meropenem",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Amoxicillin_Moxifloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Amoxicillin_Novobiocin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Amoxicillin_Penicillin G",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Amoxicillin_Piperacillin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Amoxicillin_Sulfamonomethoxine",1,21,21,51,36,"GO-BP.goldstandardset.txt"
"Amoxicillin_Triclosan",2,7,13,51,32,"GO-BP.goldstandardset.txt"
"Aztreonam_Cefaclor",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Aztreonam_Cefotaxime",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Aztreonam_Cephalexin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Aztreonam_Ciprofloxacin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Aztreonam_Doxycycline",4,9,13,47,30,"GO-BP.goldstandardset.txt"
"Aztreonam_Fosfomycin",1,19,19,47,33,"GO-BP.goldstandardset.txt"
"Aztreonam_Fusidic acid",4,1,1,49,25,"GO-BP.goldstandardset.txt"
"Aztreonam_Imipenem",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Aztreonam_Levofloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Aztreonam_Mecillinam",1,44,44,72,58,"GO-BP.goldstandardset.txt"
"Aztreonam_Meropenem",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Aztreonam_Moxifloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Aztreonam_Novobiocin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Aztreonam_Penicillin G",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Aztreonam_Piperacillin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Aztreonam_Sulfamonomethoxine",1,21,21,51,36,"GO-BP.goldstandardset.txt"
"Aztreonam_Triclosan",2,7,13,51,32,"GO-BP.goldstandardset.txt"
"Cefaclor_Cefotaxime",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cefaclor_Cephalexin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cefaclor_Ciprofloxacin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Cefaclor_Doxycycline",4,9,13,47,30,"GO-BP.goldstandardset.txt"
"Cefaclor_Fosfomycin",1,19,19,47,33,"GO-BP.goldstandardset.txt"
"Cefaclor_Fusidic acid",4,1,1,49,25,"GO-BP.goldstandardset.txt"
"Cefaclor_Imipenem",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cefaclor_Levofloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Cefaclor_Mecillinam",1,44,44,72,58,"GO-BP.goldstandardset.txt"
"Cefaclor_Meropenem",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cefaclor_Moxifloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Cefaclor_Novobiocin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Cefaclor_Penicillin G",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cefaclor_Piperacillin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cefaclor_Sulfamonomethoxine",1,21,21,51,36,"GO-BP.goldstandardset.txt"
"Cefaclor_Triclosan",2,7,13,51,32,"GO-BP.goldstandardset.txt"
"Cefotaxime_Cephalexin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cefotaxime_Ciprofloxacin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Cefotaxime_Doxycycline",4,9,13,47,30,"GO-BP.goldstandardset.txt"
"Cefotaxime_Fosfomycin",1,19,19,47,33,"GO-BP.goldstandardset.txt"
"Cefotaxime_Fusidic acid",4,1,1,49,25,"GO-BP.goldstandardset.txt"
"Cefotaxime_Imipenem",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cefotaxime_Levofloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Cefotaxime_Mecillinam",1,44,44,72,58,"GO-BP.goldstandardset.txt"
"Cefotaxime_Meropenem",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cefotaxime_Moxifloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Cefotaxime_Novobiocin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Cefotaxime_Penicillin G",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cefotaxime_Piperacillin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cefotaxime_Sulfamonomethoxine",1,21,21,51,36,"GO-BP.goldstandardset.txt"
"Cefotaxime_Triclosan",2,7,13,51,32,"GO-BP.goldstandardset.txt"
"Cephalexin_Ciprofloxacin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Cephalexin_Doxycycline",4,9,13,47,30,"GO-BP.goldstandardset.txt"
"Cephalexin_Fosfomycin",1,19,19,47,33,"GO-BP.goldstandardset.txt"
"Cephalexin_Fusidic acid",4,1,1,49,25,"GO-BP.goldstandardset.txt"
"Cephalexin_Imipenem",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cephalexin_Levofloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Cephalexin_Mecillinam",1,44,44,72,58,"GO-BP.goldstandardset.txt"
"Cephalexin_Meropenem",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cephalexin_Moxifloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Cephalexin_Novobiocin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Cephalexin_Penicillin G",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cephalexin_Piperacillin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Cephalexin_Sulfamonomethoxine",1,21,21,51,36,"GO-BP.goldstandardset.txt"
"Cephalexin_Triclosan",2,7,13,51,32,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Doxycycline",4,9,13,20,16,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Fosfomycin",2,19,19,20,20,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Fusidic acid",5,1,1,20,10,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Imipenem",2,20,20,44,32,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Levofloxacin",1,11,11,20,15,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Meropenem",2,20,20,44,32,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Moxifloxacin",1,11,11,20,15,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Novobiocin",1,20,20,20,20,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Penicillin G",2,20,20,44,32,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Piperacillin",2,20,20,44,32,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Sulfamonomethoxine",1,20,20,21,20,"GO-BP.goldstandardset.txt"
"Doxycycline_Fusidic acid",4,1,1,13,7,"GO-BP.goldstandardset.txt"
"Doxycycline_Imipenem",3,9,13,55,34,"GO-BP.goldstandardset.txt"
