"network","KEGG1_KEGG2","KEGG1","KEGG2","drug_pair","path.length","K.edge","Degree1","Degree2","adjacency","mean_deg","min_deg","max_deg","min_bet","max_bet","mean_bet","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","clusters","sigma.rate","type","Drug1","Drug2"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Aztreonam_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Aztreonam-Penicillin G","ATM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity",-1,-1,0,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","Aztreonam","Penicillin G"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Aztreonam_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Aztreonam-Piperacillin","ATM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.053355493,-0.121160695,0.128948557,-0.33471982,-0.149094916,-0.264765758,"Additivity","Additivity","Additivity","Synergy","Additivity","Synergy",0,0,0,-1,0,-1,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","Aztreonam","Piperacillin"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Aztreonam_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Aztreonam-Piperacillin","ATM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.053355493,-0.121160695,0.128948557,-0.33471982,-0.149094916,-0.264765758,"Additivity","Additivity","Additivity","Synergy","Additivity","Synergy",0,0,0,-1,0,-1,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","Aztreonam","Piperacillin"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Aztreonam_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Aztreonam-Piperacillin","ATM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.053355493,-0.121160695,0.128948557,-0.33471982,-0.149094916,-0.264765758,"Additivity","Additivity","Additivity","Synergy","Additivity","Synergy",0,0,0,-1,0,-1,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","Aztreonam","Piperacillin"
"1","eco:b0084_eco:b3177","eco:b0084","eco:b3177","Aztreonam_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Aztreonam-Sulfamonomethoxine","ATM","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.132319334,-0.133433702,0.052662782,0.113159173,0.046057832,0.054357816,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,5,0.000722353331276633,"Additivity","Aztreonam","Sulfamonomethoxine"
"1","eco:b0149_eco:b3177","eco:b0149","eco:b3177","Aztreonam_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Aztreonam-Sulfamonomethoxine","ATM","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.132319334,-0.133433702,0.052662782,0.113159173,0.046057832,0.054357816,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,5,0.000722353331276633,"Additivity","Aztreonam","Sulfamonomethoxine"
"1","eco:b3396_eco:b3177","eco:b3396","eco:b3177","Aztreonam_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Aztreonam-Sulfamonomethoxine","ATM","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.132319334,-0.133433702,0.052662782,0.113159173,0.046057832,0.054357816,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,5,0.000722353331276633,"Additivity","Aztreonam","Sulfamonomethoxine"
"1","eco:b0084_eco:b1288","eco:b0084","eco:b1288","Aztreonam_Triclosan",Inf,0,15,14,0,14.5,14,15,0,6.46666666666667,3.23333333333333,"Aztreonam-Triclosan","ATM","TRI",0,"beta-lactam","other membrane","beta-lactam-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,8,0.00125600981887235,"Additivity","Aztreonam","Triclosan"
"1","eco:b0149_eco:b1288","eco:b0149","eco:b1288","Aztreonam_Triclosan",Inf,0,15,14,0,14.5,14,15,0,6.46666666666667,3.23333333333333,"Aztreonam-Triclosan","ATM","TRI",0,"beta-lactam","other membrane","beta-lactam-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,8,0.00125600981887235,"Additivity","Aztreonam","Triclosan"
"1","eco:b1288_eco:b3396","eco:b1288","eco:b3396","Aztreonam_Triclosan",Inf,0,14,15,0,14.5,14,15,0,6.46666666666667,3.23333333333333,"Aztreonam-Triclosan","ATM","TRI",0,"beta-lactam","other membrane","beta-lactam-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,8,0.00125600981887235,"Additivity","Aztreonam","Triclosan"
"1","eco:b0048_eco:b0084","eco:b0048","eco:b0084","Aztreonam_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Aztreonam-Trimethoprim","ATM","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.110201345,0.240060197,0.125510127,0.071394699,0.067658294,0.10073066,"Additivity","Antagonism","Antagonism","Additivity","Additivity","Additivity",0,1,1,0,0,0,2,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,1,0.00354172479112979,"Additivity-Antagonism","Aztreonam","Trimethoprim"
"1","eco:b0048_eco:b0149","eco:b0048","eco:b0149","Aztreonam_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Aztreonam-Trimethoprim","ATM","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.110201345,0.240060197,0.125510127,0.071394699,0.067658294,0.10073066,"Additivity","Antagonism","Antagonism","Additivity","Additivity","Additivity",0,1,1,0,0,0,2,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,1,0.00354172479112979,"Additivity-Antagonism","Aztreonam","Trimethoprim"
"1","eco:b0048_eco:b3396","eco:b0048","eco:b3396","Aztreonam_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Aztreonam-Trimethoprim","ATM","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.110201345,0.240060197,0.125510127,0.071394699,0.067658294,0.10073066,"Additivity","Antagonism","Antagonism","Additivity","Additivity","Additivity",0,1,1,0,0,0,2,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,1,0.00354172479112979,"Additivity-Antagonism","Aztreonam","Trimethoprim"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Cefaclor_Cefotaxime",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Cefotaxime","CEC","CTX",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.091854508,-0.205169976,-0.209889693,-0.09547083,-0.062511121,-0.072831418,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","R","R","S","S","R","R","S","R","SS","SS","SR","SR","RS","RR",-1,-1,0,0,0,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,14,0.00784670396122041,"Additivity-Synergy","Cefaclor","Cefotaxime"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Cefaclor_Cefotaxime",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Cefotaxime","CEC","CTX",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.091854508,-0.205169976,-0.209889693,-0.09547083,-0.062511121,-0.072831418,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","R","R","S","S","R","R","S","R","SS","SS","SR","SR","RS","RR",-1,-1,0,0,0,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,14,0.00784670396122041,"Additivity-Synergy","Cefaclor","Cefotaxime"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Cefaclor_Cefotaxime",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Cefotaxime","CEC","CTX",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.091854508,-0.205169976,-0.209889693,-0.09547083,-0.062511121,-0.072831418,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","R","R","S","S","R","R","S","R","SS","SS","SR","SR","RS","RR",-1,-1,0,0,0,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,14,0.00784670396122041,"Additivity-Synergy","Cefaclor","Cefotaxime"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Cefaclor_Cephalexin",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Cephalexin","CEC","LEX",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.066321953,-0.029873516,-0.097987431,-0.043807158,-0.04474955,0.021518299,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","R","R","R","R","R","R","SR","SR","SR","SR","RR","RR",0,0,0,0,1,1,2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,9,0.000821135662615308,"Additivity","Cefaclor","Cephalexin"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Cefaclor_Cephalexin",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Cephalexin","CEC","LEX",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.066321953,-0.029873516,-0.097987431,-0.043807158,-0.04474955,0.021518299,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","R","R","R","R","R","R","SR","SR","SR","SR","RR","RR",0,0,0,0,1,1,2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,9,0.000821135662615308,"Additivity","Cefaclor","Cephalexin"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Cefaclor_Cephalexin",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Cephalexin","CEC","LEX",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.066321953,-0.029873516,-0.097987431,-0.043807158,-0.04474955,0.021518299,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","R","R","R","R","R","R","SR","SR","SR","SR","RR","RR",0,0,0,0,1,1,2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,9,0.000821135662615308,"Additivity","Cefaclor","Cephalexin"
"1","eco:b0084_eco:b3189","eco:b0084","eco:b3189","Cefaclor_Fosfomycin",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Fosfomycin","CEC","FOF",0,"beta-lactam","other cell wall","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.187394668,-0.073616533,-0.039214735,-0.107407435,0.034616527,-0.055164853,"Additivity","Additivity","Additivity","Synergy","Additivity","Additivity",0,0,0,-1,0,0,-1,"S","S","S","S","R","R","S","S","S","R","S","S","SS","SS","SS","SR","RS","RS",-1,-1,-1,0,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,9,0.000821135662615308,"Additivity-Synergy","Cefaclor","Fosfomycin"
"1","eco:b0149_eco:b3189","eco:b0149","eco:b3189","Cefaclor_Fosfomycin",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Fosfomycin","CEC","FOF",0,"beta-lactam","other cell wall","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.187394668,-0.073616533,-0.039214735,-0.107407435,0.034616527,-0.055164853,"Additivity","Additivity","Additivity","Synergy","Additivity","Additivity",0,0,0,-1,0,0,-1,"S","S","S","S","R","R","S","S","S","R","S","S","SS","SS","SS","SR","RS","RS",-1,-1,-1,0,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,9,0.000821135662615308,"Additivity-Synergy","Cefaclor","Fosfomycin"
"1","eco:b3189_eco:b3396","eco:b3189","eco:b3396","Cefaclor_Fosfomycin",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Fosfomycin","CEC","FOF",0,"beta-lactam","other cell wall","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.187394668,-0.073616533,-0.039214735,-0.107407435,0.034616527,-0.055164853,"Additivity","Additivity","Additivity","Synergy","Additivity","Additivity",0,0,0,-1,0,0,-1,"S","S","S","S","R","R","S","S","S","R","S","S","SS","SS","SS","SR","RS","RS",-1,-1,-1,0,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,9,0.000821135662615308,"Additivity-Synergy","Cefaclor","Fosfomycin"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Cefaclor_Imipenem",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,14,0.00784670396122041,"Additivity-Synergy","Cefaclor","Imipenem"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Cefaclor_Imipenem",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,14,0.00784670396122041,"Additivity-Synergy","Cefaclor","Imipenem"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Cefaclor_Imipenem",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,14,0.00784670396122041,"Additivity-Synergy","Cefaclor","Imipenem"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Cefaclor_Meropenem",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Meropenem","CEC","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.210192993,-0.121529073,-0.678603064,-0.154458054,0.045858466,-0.047589679,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,14,0.00784670396122041,"Additivity-Synergy","Cefaclor","Meropenem"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Cefaclor_Meropenem",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Meropenem","CEC","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.210192993,-0.121529073,-0.678603064,-0.154458054,0.045858466,-0.047589679,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,14,0.00784670396122041,"Additivity-Synergy","Cefaclor","Meropenem"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Cefaclor_Meropenem",1,15,15,15,1,15,15,15,0,0,0,"Cefaclor-Meropenem","CEC","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.210192993,-0.121529073,-0.678603064,-0.154458054,0.045858466,-0.047589679,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,14,0.00784670396122041,"Additivity-Synergy","Cefaclor","Meropenem"
"1","eco:b0084_eco:b3426","eco:b0084","eco:b3426","Cefaclor_Metformin",Inf,0,15,6,0,10.5,6,15,0,0,0,"Cefaclor-Metformin","CEC","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.135305245,0.061734082,0.646215292,0.462285284,0.033465329,-0.038916479,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,1,0.00354172479112979,"Additivity-Antagonism","Cefaclor","Metformin"
"1","eco:b0149_eco:b3426","eco:b0149","eco:b3426","Cefaclor_Metformin",Inf,0,15,6,0,10.5,6,15,0,0,0,"Cefaclor-Metformin","CEC","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.135305245,0.061734082,0.646215292,0.462285284,0.033465329,-0.038916479,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,1,0.00354172479112979,"Additivity-Antagonism","Cefaclor","Metformin"
