"network","drug_pair","Drug1.x","Drug2.x","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","Drug1.y","Drug2.y","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","clusters","sigma.rate","connection_groups","connection_onoff","drug_cat","targ","us","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g"
"Similar genomic context","Amoxicillin_Penicillin G","Amoxicillin","Penicillin G",3,13,13,26,19,"0","Amoxicillin","Penicillin G","AMX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.095728565,-0.218339027,-0.285003647,-0.263337696,-0.096389369,-0.020774024,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Amoxicillin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,0,-1,0,0,0,0,-1
"Similar genomic context","Amoxicillin_Piperacillin","Amoxicillin","Piperacillin",3,13,13,26,19,"0","Amoxicillin","Piperacillin","AMX","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.185511961,-0.293649022,-0.473645304,-0.594606308,0.314074822,0.081068472,"Synergy","Synergy","Synergy","Synergy","Antagonism","Additivity","Same","Same","Same","Amoxicillin-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,-1,-1,-1,-1,1,0,-3
"Similar genomic context","Amoxicillin_Rifampicin","Amoxicillin","Rifampicin",3,16,16,25,20,"0","Amoxicillin","Rifampicin","AMX","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",0.102283465,0.201708819,0.045657681,0.030674652,0.053311115,-0.028703126,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",2,27.5495261973854,122,"connected",0,0,1,0,1,0,0,0,0,1
"Similar genomic context","Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",3,14,14,22,18,"1","Amoxicillin","Sulfamonomethoxine","AMX","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.047994639,-0.046296549,-0.050586416,-0.089903089,-0.033508523,-0.034663075,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",10,14.8089165294977,74,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Amoxicillin_Triclosan","Amoxicillin","Triclosan",3,17,17,26,22,"0","Amoxicillin","Triclosan","AMX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.12002459,-0.112074375,0.053588973,-0.076335029,0.030824085,0.069918062,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Amoxicillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",5,23.9590177410958,128,"connected",0,0,0,0,0,0,0,0,0,0
"Similar genomic context","Amoxicillin_Trimethoprim","Amoxicillin","Trimethoprim",3,10,10,20,15,"0","Amoxicillin","Trimethoprim","AMX","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.168981691,0.092046379,0.115637791,0.093074035,-0.034292259,-0.025290124,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",8,14.1060091754375,133,"connected",0,0,1,-1,0,0,0,0,0,-1
"Similar genomic context","Aztreonam_Cefaclor","Aztreonam","Cefaclor",3,13,13,26,19,"0","Aztreonam","Cefaclor","ATM","CEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.601241705,-0.540875146,-0.457219817,-0.371843254,-0.05145117,-0.05087855,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Aztreonam-Cefaclor","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,-1,-1,-1,-1,0,0,-4
"Similar genomic context","Aztreonam_Cefotaxime","Aztreonam","Cefotaxime",3,13,13,26,19,"0","Aztreonam","Cefotaxime","ATM","CTX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.155475145,-0.336561517,-0.02620361,-0.115233669,-0.090936121,-0.072521974,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Cefotaxime","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,0,-1,0,0,0,0,-1
"Similar genomic context","Aztreonam_Cephalexin","Aztreonam","Cephalexin",3,13,13,26,19,"0","Aztreonam","Cephalexin","ATM","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.044439867,-0.055188978,0.046077656,0.032785285,0.108489495,0.040785989,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Cephalexin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",9,8.23960952517264,74,"connected",1,1,1,0,0,0,0,0,0,0
"Similar genomic context","Aztreonam_Ciprofloxacin","Aztreonam","Ciprofloxacin",3,17,17,26,22,"1","Aztreonam","Ciprofloxacin","ATM","CIP","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.101093768,0.136559107,0.077878085,0.072436371,0.055305973,0.108441266,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Ciprofloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,27.5495261973854,80,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Aztreonam_Clindamycin","Aztreonam","Clindamycin",4,11,11,20,16,"0","Aztreonam","Clindamycin","ATM","CLI","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.092358931,0.12723942,0.031006865,0.03129036,0.037227431,-0.049134199,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Clindamycin","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",2,27.5495261973854,85,"connected",0,0,1,0,1,0,0,0,0,1
"Similar genomic context","Aztreonam_Doxycycline","Aztreonam","Doxycycline",3,17,17,27,22,"0","Aztreonam","Doxycycline","ATM","DOX","beta-lactam","tetracycline","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.226435793,0.146331869,0.065060211,0.217643817,-0.066778415,-0.1192414,"Additivity","Additivity","Additivity","Antagonism","Additivity","Additivity","Different","Different","Same","Aztreonam-Doxycycline","beta-lactam-tetracycline","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",2,27.5495261973854,91,"connected",0,0,1,0,0,0,1,0,0,1
"Similar genomic context","Aztreonam_Fosfomycin","Aztreonam","Fosfomycin",2,19,19,46,33,"0","Aztreonam","Fosfomycin","ATM","FOF","beta-lactam","other cell wall","cell wall","cell wall","antibiotic","antibiotic",-0.052882904,-0.092676942,-0.150926623,-0.128645707,-0.119662554,-0.109122998,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity","Different","Same","Same","Aztreonam-Fosfomycin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",3,12.4986996306863,98,"connected",0,1,1,0,0,-1,-1,-1,0,-3
"Similar genomic context","Aztreonam_Fusidic acid","Aztreonam","Fusidic acid",3,19,19,30,25,"0","Aztreonam","Fusidic acid","ATM","FUS","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.056748802,0.064252597,0.041347251,-0.099093954,-0.13993292,-0.070194965,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Fusidic acid","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",12,24.1840069004709,28,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Aztreonam_Imipenem","Aztreonam","Imipenem",3,13,13,26,19,"0","Aztreonam","Imipenem","ATM","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.055647727,-0.167274742,-0.06413935,-0.069942261,0.41449373,0.149609192,"Additivity","Additivity","Additivity","Additivity","Antagonism","Synergy","Same","Same","Same","Aztreonam-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,27.5495261973854,74,"connected",1,1,1,0,0,0,0,1,-1,0
"Similar genomic context","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",3,18,18,28,23,"1","Aztreonam","Levofloxacin","ATM","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",0.035450728,0.158679391,0,0,-0.102755396,0.013925454,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",1,4.4086202089129,105,"connected",0,0,1,0,1,0,0,0,0,1
"Similar genomic context","Aztreonam_Mecillinam","Aztreonam","Mecillinam",3,12,12,22,17,"0","Aztreonam","Mecillinam","ATM","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.106645663,-0.112402006,-0.213392723,-0.340075653,-0.06854588,0.038593499,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Aztreonam-Mecillinam","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,110,"connected",1,1,1,0,0,-1,-1,0,0,-2
"Similar genomic context","Aztreonam_Meropenem","Aztreonam","Meropenem",3,13,13,26,19,"0","Aztreonam","Meropenem","ATM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,0,0,0,0,0,0,0
"Similar genomic context","Aztreonam_Metformin","Aztreonam","Metformin",3,15,15,24,19,"0","Aztreonam","Metformin","ATM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.149239892,0.114543068,0.200605876,0.285351041,-0.214797764,-0.672078815,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Synergy","Different","Different","Different","Aztreonam-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,4.4086202089129,116,"connected",0,0,0,0,0,1,1,0,-1,1
"Similar genomic context","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",3,18,18,28,23,"1","Aztreonam","Moxifloxacin","ATM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.024540586,0.169091572,0.136696742,0.096595528,0.038096708,0.088265502,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,27.5495261973854,105,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Aztreonam_Novobiocin","Aztreonam","Novobiocin",3,17,17,26,22,"1","Aztreonam","Novobiocin","ATM","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.278791506,0.168244286,-0.03763628,0.052546239,-0.096309589,-0.045831733,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,27.5495261973854,80,"connected",0,0,1,1,1,0,0,0,0,2
"Similar genomic context","Aztreonam_Penicillin G","Aztreonam","Penicillin G",3,13,13,26,19,"0","Aztreonam","Penicillin G","ATM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,-1,-1,0,0,0,0,-2
"Similar genomic context","Aztreonam_Piperacillin","Aztreonam","Piperacillin",3,13,13,26,19,"0","Aztreonam","Piperacillin","ATM","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.053355493,-0.121160695,0.128948557,-0.33471982,-0.149094916,-0.264765758,"Additivity","Additivity","Additivity","Synergy","Additivity","Synergy","Same","Same","Same","Aztreonam-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,0,0,0,-1,0,-1,-2
"Similar genomic context","Aztreonam_Rifampicin","Aztreonam","Rifampicin",3,16,16,25,20,"0","Aztreonam","Rifampicin","ATM","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",0.238189882,0.253984217,-0.027165584,0.174754777,-0.105225321,-0.033486602,"Antagonism","Antagonism","Additivity","Antagonism","Additivity","Additivity","Different","Different","Same","Aztreonam-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",2,27.5495261973854,122,"connected",0,0,1,1,1,0,1,0,0,3
"Similar genomic context","Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",3,14,14,22,18,"1","Aztreonam","Sulfamonomethoxine","ATM","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.132319334,-0.133433702,0.052662782,0.113159173,0.046057832,0.054357816,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",4,9.63701383103426,74,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Aztreonam_Triclosan","Aztreonam","Triclosan",3,17,17,26,22,"0","Aztreonam","Triclosan","ATM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Aztreonam-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",11,10.0492531778525,128,"connected",0,0,0,0,0,0,0,0,0,0
"Similar genomic context","Aztreonam_Trimethoprim","Aztreonam","Trimethoprim",3,10,10,20,15,"0","Aztreonam","Trimethoprim","ATM","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.110201345,0.240060197,0.125510127,0.071394699,0.067658294,0.10073066,"Additivity","Antagonism","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",2,27.5495261973854,133,"connected",0,0,1,0,1,1,0,0,0,2
"Similar genomic context","Cefaclor_Cefotaxime","Cefaclor","Cefotaxime",3,13,13,26,19,"0","Cefaclor","Cefotaxime","CEC","CTX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.091854508,-0.205169976,-0.209889693,-0.09547083,-0.062511121,-0.072831418,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Cefaclor-Cefotaxime","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,0,-1,-1,0,0,0,-2
"Similar genomic context","Cefaclor_Cephalexin","Cefaclor","Cephalexin",3,13,13,26,19,"0","Cefaclor","Cephalexin","CEC","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.066321953,-0.029873516,-0.097987431,-0.043807158,-0.04474955,0.021518299,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cefaclor-Cephalexin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",10,14.8089165294977,74,"connected",1,1,1,0,0,0,0,0,0,0
"Similar genomic context","Cefaclor_Ciprofloxacin","Cefaclor","Ciprofloxacin",3,17,17,26,22,"1","Cefaclor","Ciprofloxacin","CEC","CIP","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.112092337,0.085287411,0.071590053,-0.042770643,-0.048608423,-0.068671038,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Ciprofloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",12,24.1840069004709,80,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cefaclor_Clindamycin","Cefaclor","Clindamycin",4,11,11,20,16,"0","Cefaclor","Clindamycin","CEC","CLI","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.046321413,-0.053127118,0.054480617,0.085484566,0.034362743,-0.027718244,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Clindamycin","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",9,8.23960952517264,85,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cefaclor_Doxycycline","Cefaclor","Doxycycline",3,17,17,27,22,"0","Cefaclor","Doxycycline","CEC","DOX","beta-lactam","tetracycline","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",-0.069637616,-0.077987088,-0.066622094,0.029364431,0.037633366,-0.052863909,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Doxycycline","beta-lactam-tetracycline","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",4,9.63701383103426,91,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cefaclor_Fosfomycin","Cefaclor","Fosfomycin",2,19,19,46,33,"0","Cefaclor","Fosfomycin","CEC","FOF","beta-lactam","other cell wall","cell wall","cell wall","antibiotic","antibiotic",0.187394668,-0.073616533,-0.039214735,-0.107407435,0.034616527,-0.055164853,"Additivity","Additivity","Additivity","Synergy","Additivity","Additivity","Different","Same","Same","Cefaclor-Fosfomycin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",10,14.8089165294977,98,"connected",0,1,1,0,0,0,-1,0,0,-1
"Similar genomic context","Cefaclor_Fusidic acid","Cefaclor","Fusidic acid",3,19,19,30,25,"0","Cefaclor","Fusidic acid","CEC","FUS","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",-0.081119226,-0.108432543,0.042461131,0.065444451,-0.041424774,-0.04905409,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Fusidic acid","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",4,9.63701383103426,28,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cefaclor_Imipenem","Cefaclor","Imipenem",3,13,13,26,19,"0","Cefaclor","Imipenem","CEC","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Cefaclor-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,0,0,-1,-1,0,0,-2
"Similar genomic context","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",3,18,18,28,23,"1","Cefaclor","Levofloxacin","CEC","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",9,8.23960952517264,105,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cefaclor_Mecillinam","Cefaclor","Mecillinam",3,12,12,22,17,"0","Cefaclor","Mecillinam","CEC","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.20308159,-0.207187862,-0.510073655,-0.614446299,0.041077697,-0.035142123,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Cefaclor-Mecillinam","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,110,"connected",1,1,1,-1,-1,-1,-1,0,0,-4
"Similar genomic context","Cefaclor_Meropenem","Cefaclor","Meropenem",3,13,13,26,19,"0","Cefaclor","Meropenem","CEC","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.210192993,-0.121529073,-0.678603064,-0.154458054,0.045858466,-0.047589679,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Cefaclor-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,0,0,-1,0,0,0,-1
"Similar genomic context","Cefaclor_Metformin","Cefaclor","Metformin",3,15,15,24,19,"0","Cefaclor","Metformin","CEC","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.135305245,0.061734082,0.646215292,0.462285284,0.033465329,-0.038916479,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,27.5495261973854,116,"connected",0,0,0,0,0,1,0,0,0,1
"Similar genomic context","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",3,18,18,28,23,"1","Cefaclor","Moxifloxacin","CEC","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.070060583,0.10837818,0.173153328,0.129586912,-0.025358289,-0.08509036,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",8,14.1060091754375,105,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cefaclor_Novobiocin","Cefaclor","Novobiocin",3,17,17,26,22,"1","Cefaclor","Novobiocin","CEC","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.166210005,-0.066473401,-0.059592156,-0.042793507,-0.025846536,-0.024146088,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",10,14.8089165294977,80,"connected",0,0,1,1,0,0,0,0,0,1
"Similar genomic context","Cefaclor_Penicillin G","Cefaclor","Penicillin G",3,13,13,26,19,"0","Cefaclor","Penicillin G","CEC","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity","Same","Same","Same","Cefaclor-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,0,0,-1,-1,-1,0,-3
"Similar genomic context","Cefaclor_Piperacillin","Cefaclor","Piperacillin",3,13,13,26,19,"0","Cefaclor","Piperacillin","CEC","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Cefaclor-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,0,0,-1,-1,0,0,-2
"Similar genomic context","Cefaclor_Rifampicin","Cefaclor","Rifampicin",3,16,16,25,20,"0","Cefaclor","Rifampicin","CEC","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",-0.120612932,-0.06301094,0.050128408,-0.029090456,-0.021023158,0.044823608,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",5,23.9590177410958,122,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cefaclor_Sulfamonomethoxine","Cefaclor","Sulfamonomethoxine",3,14,14,22,18,"1","Cefaclor","Sulfamonomethoxine","CEC","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.05053934,-0.071268486,0.068651423,0.01373386,0.043668347,-0.030850626,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",9,8.23960952517264,74,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cefaclor_Triclosan","Cefaclor","Triclosan",3,17,17,26,22,"0","Cefaclor","Triclosan","CEC","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.078457379,-0.069077505,-0.050593308,-0.079213638,0.033967277,0.031549418,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,12.4986996306863,128,"connected",0,0,0,0,0,0,0,0,0,0
"Similar genomic context","Cefaclor_Trimethoprim","Cefaclor","Trimethoprim",3,10,10,20,15,"0","Cefaclor","Trimethoprim","CEC","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.06542865,-0.137457937,0.102337273,0.053545253,0.041841562,-0.026783428,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",4,9.63701383103426,133,"connected",0,0,1,0,-1,0,0,0,0,-1
"Similar genomic context","Cefotaxime_Cephalexin","Cefotaxime","Cephalexin",3,13,13,26,19,"0","Cefotaxime","Cephalexin","CTX","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.054826246,0.02185658,-0.042966698,-0.042389718,0.10837719,0.036680225,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity","Same","Same","Same","Cefotaxime-Cephalexin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,5.25611159023577,74,"connected",1,1,1,0,0,0,0,1,0,1
