"drugdrug","drug_pair","clusters"
"Clarithromycin-Mecillinam","Mecillinam_Clarithromycin",12
"Caffeine-Mecillinam","Mecillinam_Caffeine",11
"Mecillinam-Reserpine","Mecillinam_Reserpine",8
"Mecillinam-Theophylline","Mecillinam_Theophylline",4
"Loperamide-Mecillinam","Mecillinam_Loperamide",7
"Mecillinam-Meropenem","Mecillinam_Meropenem",13
"Colistin-Mecillinam","Mecillinam_Colistin",2
"CHIR-90-Mecillinam","Mecillinam_CHIR-90",1
"Mecillinam-Triclosan","Mecillinam_Triclosan",3
"Gentamicin-Mecillinam","Mecillinam_Gentamicin",2
"Azithromycin-Mecillinam","Mecillinam_Azithromycin",2
"Curcumin-Mecillinam","Mecillinam_Curcumin",2
"Berberine-Mecillinam","Mecillinam_Berberine",2
"Mecillinam-Metformin","Mecillinam_Metformin",2
"Mecillinam-Phenformin","Mecillinam_Phenformin",4
"Mecillinam-Streptozotocin","Mecillinam_Streptozotocin",6
"Diclofenac-Mecillinam","Mecillinam_Diclofenac",5
"Acetylsalisylic acid-Mecillinam","Mecillinam_Acetylsalisylic acid",8
"Ciclopirox-Mecillinam","Mecillinam_Ciclopirox",2
"Mecillinam-Moxifloxacin","Mecillinam_Moxifloxacin",2
"Mecillinam-Phleomycin","Mecillinam_Phleomycin",3
"Aztreonam-Penicillin G","Aztreonam_Penicillin G",13
"Aztreonam-Imipenem","Aztreonam_Imipenem",2
"Aztreonam-Clofazimine","Aztreonam_Clofazimine",8
"Aztreonam-Doxorubicin","Aztreonam_Doxorubicin",5
"Aztreonam-Mitomycin C","Aztreonam_Mitomycin C",2
"Aztreonam-Bleomycin","Aztreonam_Bleomycin",12
"Aztreonam-Cerulenin","Aztreonam_Cerulenin",8
"Aztreonam-Daptomycin","Aztreonam_Daptomycin",8
"Aztreonam-Nonactin","Aztreonam_Nonactin",4
"Aztreonam-Puromycin","Aztreonam_Puromycin",2
"Aztreonam-Linezolid","Aztreonam_Linezolid",8
"Aztreonam-Tigecycline","Aztreonam_Tigecycline",4
"Aztreonam-Clarithromycin","Aztreonam_Clarithromycin",1
"Aztreonam-Caffeine","Aztreonam_Caffeine",2
"Aztreonam-Reserpine","Aztreonam_Reserpine",6
"Aztreonam-Theophylline","Aztreonam_Theophylline",4
"Aztreonam-Meropenem","Aztreonam_Meropenem",13
"Aztreonam-Colistin","Aztreonam_Colistin",2
"Aztreonam-CHIR-90","Aztreonam_CHIR-90",3
"Aztreonam-Triclosan","Aztreonam_Triclosan",11
"Aztreonam-Gentamicin","Aztreonam_Gentamicin",2
"Azithromycin-Aztreonam","Aztreonam_Azithromycin",2
"Aztreonam-Curcumin","Aztreonam_Curcumin",2
"Aztreonam-Berberine","Aztreonam_Berberine",2
"Aztreonam-Metformin","Aztreonam_Metformin",1
"Aztreonam-Phenformin","Aztreonam_Phenformin",8
"Aztreonam-Streptozotocin","Aztreonam_Streptozotocin",2
"Aztreonam-Diclofenac","Aztreonam_Diclofenac",1
"Acetylsalisylic acid-Aztreonam","Aztreonam_Acetylsalisylic acid",2
"Aztreonam-Ciclopirox","Aztreonam_Ciclopirox",2
"Aztreonam-Moxifloxacin","Aztreonam_Moxifloxacin",2
"Aztreonam-Phleomycin","Aztreonam_Phleomycin",2
"Cephalexin-Penicillin G","Cephalexin_Penicillin G",7
"Cephalexin-Imipenem","Cephalexin_Imipenem",6
"Cephalexin-Mecillinam","Cephalexin_Mecillinam",8
"Aztreonam-Cephalexin","Cephalexin_Aztreonam",9
"A22-Cephalexin","Cephalexin_A22",8
"Cephalexin-Teicoplanin","Cephalexin_Teicoplanin",3
"Cephalexin-Metronidazole","Cephalexin_Metronidazole",8
"Cephalexin-Clofazimine","Cephalexin_Clofazimine",9
"Cephalexin-Doxorubicin","Cephalexin_Doxorubicin",1
"Cephalexin-Mitomycin C","Cephalexin_Mitomycin C",3
"Cephalexin-Rifampicin","Cephalexin_Rifampicin",7
"Bleomycin-Cephalexin","Cephalexin_Bleomycin",6
"Cephalexin-Chlorhexidine","Cephalexin_Chlorhexidine",3
"Cephalexin-EGCG","Cephalexin_EGCG",4
"Cephalexin-Cerulenin","Cephalexin_Cerulenin",6
"Cephalexin-Nisin","Cephalexin_Nisin",4
"Cephalexin-Daptomycin","Cephalexin_Daptomycin",1
"Cephalexin-Nonactin","Cephalexin_Nonactin",1
"Cephalexin-Puromycin","Cephalexin_Puromycin",4
"Cephalexin-Linezolid","Cephalexin_Linezolid",9
"Cephalexin-Minocycline","Cephalexin_Minocycline",8
"Cephalexin-Tigecycline","Cephalexin_Tigecycline",2
"Cephalexin-Tobramycin","Cephalexin_Tobramycin",4
"Cephalexin-Clarithromycin","Cephalexin_Clarithromycin",3
"Caffeine-Cephalexin","Cephalexin_Caffeine",3
"Cephalexin-Reserpine","Cephalexin_Reserpine",1
"Cephalexin-Theophylline","Cephalexin_Theophylline",2
"Cephalexin-Loperamide","Cephalexin_Loperamide",8
"Cephalexin-Meropenem","Cephalexin_Meropenem",5
"Cephalexin-Colistin","Cephalexin_Colistin",5
"Cephalexin-CHIR-90","Cephalexin_CHIR-90",3
"Cephalexin-Triclosan","Cephalexin_Triclosan",3
"Cephalexin-Gentamicin","Cephalexin_Gentamicin",5
"Azithromycin-Cephalexin","Cephalexin_Azithromycin",3
"Cephalexin-Curcumin","Cephalexin_Curcumin",6
"Berberine-Cephalexin","Cephalexin_Berberine",7
"Cephalexin-Metformin","Cephalexin_Metformin",1
"Cephalexin-Phenformin","Cephalexin_Phenformin",3
"Cephalexin-Streptozotocin","Cephalexin_Streptozotocin",12
"Cephalexin-Diclofenac","Cephalexin_Diclofenac",7
"Acetylsalisylic acid-Cephalexin","Cephalexin_Acetylsalisylic acid",11
"Cephalexin-Ciclopirox","Cephalexin_Ciclopirox",3
"Cephalexin-Moxifloxacin","Cephalexin_Moxifloxacin",4
"Cephalexin-Phleomycin","Cephalexin_Phleomycin",4
"A22-Penicillin G","A22_Penicillin G",13
"A22-Imipenem","A22_Imipenem",13
"A22-Aztreonam","A22_Aztreonam",13
"A22-Teicoplanin","A22_Teicoplanin",8
"A22-Metronidazole","A22_Metronidazole",4
"A22-Clofazimine","A22_Clofazimine",8
"A22-Doxorubicin","A22_Doxorubicin",4
"A22-Mitomycin C","A22_Mitomycin C",8
"A22-Rifampicin","A22_Rifampicin",12
"A22-Bleomycin","A22_Bleomycin",4
"A22-Chlorhexidine","A22_Chlorhexidine",5
"A22-EGCG","A22_EGCG",7
"A22-Cerulenin","A22_Cerulenin",8
"A22-Nisin","A22_Nisin",4
"A22-Daptomycin","A22_Daptomycin",8
"A22-Nonactin","A22_Nonactin",2
"A22-Puromycin","A22_Puromycin",12
"A22-Linezolid","A22_Linezolid",2
"A22-Minocycline","A22_Minocycline",8
"A22-Tigecycline","A22_Tigecycline",8
"A22-Tobramycin","A22_Tobramycin",11
"A22-Clarithromycin","A22_Clarithromycin",10
"A22-Caffeine","A22_Caffeine",10
"A22-Reserpine","A22_Reserpine",6
"A22-Theophylline","A22_Theophylline",4
"A22-Loperamide","A22_Loperamide",2
"A22-Meropenem","A22_Meropenem",13
"A22-Colistin","A22_Colistin",2
"A22-CHIR-90","A22_CHIR-90",2
"A22-Triclosan","A22_Triclosan",5
"A22-Gentamicin","A22_Gentamicin",2
"A22-Azithromycin","A22_Azithromycin",7
"A22-Curcumin","A22_Curcumin",2
"A22-Berberine","A22_Berberine",2
"A22-Metformin","A22_Metformin",2
"A22-Phenformin","A22_Phenformin",5
"A22-Streptozotocin","A22_Streptozotocin",6
"A22-Diclofenac","A22_Diclofenac",12
"A22-Acetylsalisylic acid","A22_Acetylsalisylic acid",2
"A22-Ciclopirox","A22_Ciclopirox",5
"A22-Moxifloxacin","A22_Moxifloxacin",12
"A22-Phleomycin","A22_Phleomycin",4
"Cycloserine D-Oxacillin","Cycloserine D_Oxacillin",3
"Cefotaxime-Cycloserine D","Cycloserine D_Cefotaxime",4
"Cefaclor-Cycloserine D","Cycloserine D_Cefaclor",13
"Cefsulodin-Cycloserine D","Cycloserine D_Cefsulodin",3
"Cycloserine D-Piperacillin","Cycloserine D_Piperacillin",13
"Cycloserine D-Penicillin G","Cycloserine D_Penicillin G",3
"Cycloserine D-Imipenem","Cycloserine D_Imipenem",13
"Cycloserine D-Mecillinam","Cycloserine D_Mecillinam",13
"Aztreonam-Cycloserine D","Cycloserine D_Aztreonam",13
"Cephalexin-Cycloserine D","Cycloserine D_Cephalexin",9
"A22-Cycloserine D","Cycloserine D_A22",13
"Cycloserine D-Teicoplanin","Cycloserine D_Teicoplanin",3
"Bacitracin-Cycloserine D","Cycloserine D_Bacitracin",3
"Cycloserine D-Fosfomycin","Cycloserine D_Fosfomycin",12
"Cycloserine D-Metronidazole","Cycloserine D_Metronidazole",4
"Clofazimine-Cycloserine D","Cycloserine D_Clofazimine",9
"Cycloserine D-Doxorubicin","Cycloserine D_Doxorubicin",4
"Cycloserine D-Mitomycin C","Cycloserine D_Mitomycin C",10
"Cycloserine D-Rifampicin","Cycloserine D_Rifampicin",2
"Cycloserine D-Novobiocin","Cycloserine D_Novobiocin",7
"Cycloserine D-Levofloxacin","Cycloserine D_Levofloxacin",1
"Cycloserine D-Trimethoprim","Cycloserine D_Trimethoprim",8
"Cycloserine D-Sulfamonomethoxine","Cycloserine D_Sulfamonomethoxine",5
"Cycloserine D-Nitrofurantoin","Cycloserine D_Nitrofurantoin",4
"Bleomycin-Cycloserine D","Cycloserine D_Bleomycin",7
"Cycloserine D-Polymyxin B","Cycloserine D_Polymyxin B",4
"Chlorhexidine-Cycloserine D","Cycloserine D_Chlorhexidine",2
"Benzalkonium-Cycloserine D","Cycloserine D_Benzalkonium",12
"Cycloserine D-EGCG","Cycloserine D_EGCG",7
"Cerulenin-Cycloserine D","Cycloserine D_Cerulenin",7
"Cycloserine D-Nisin","Cycloserine D_Nisin",3
"Cycloserine D-Daptomycin","Cycloserine D_Daptomycin",9
"CCCP-Cycloserine D","Cycloserine D_CCCP",10
"Cycloserine D-Nonactin","Cycloserine D_Nonactin",10
"Cycloserine D-Paraquat","Cycloserine D_Paraquat",13
"Cycloserine D-Fusidic acid","Cycloserine D_Fusidic acid",3
"Cycloserine D-Puromycin","Cycloserine D_Puromycin",3
"Cycloserine D-Linezolid","Cycloserine D_Linezolid",10
"Clindamycin-Cycloserine D","Cycloserine D_Clindamycin",7
"Cycloserine D-Doxycycline","Cycloserine D_Doxycycline",2
"Cycloserine D-Minocycline","Cycloserine D_Minocycline",8
"Cycloserine D-Tigecycline","Cycloserine D_Tigecycline",5
"Cycloserine D-Spectinomycin","Cycloserine D_Spectinomycin",2
"Amikacin-Cycloserine D","Cycloserine D_Amikacin",6
"Cycloserine D-Tobramycin","Cycloserine D_Tobramycin",6
"Cycloserine D-Spiramycin","Cycloserine D_Spiramycin",7
"Cycloserine D-Erythromycin","Cycloserine D_Erythromycin",12
"Clarithromycin-Cycloserine D","Cycloserine D_Clarithromycin",11
"Caffeine-Cycloserine D","Cycloserine D_Caffeine",3
"Cycloserine D-Vanillin","Cycloserine D_Vanillin",11
"Cycloserine D-Reserpine","Cycloserine D_Reserpine",9
"Cycloserine D-Procaine","Cycloserine D_Procaine",7
"Cycloserine D-Theophylline","Cycloserine D_Theophylline",5
"Cycloserine D-Loperamide","Cycloserine D_Loperamide",5
"Cycloserine D-Verapamil","Cycloserine D_Verapamil",7
"Cycloserine D-Meropenem","Cycloserine D_Meropenem",13
"Colistin-Cycloserine D","Cycloserine D_Colistin",10
"CHIR-90-Cycloserine D","Cycloserine D_CHIR-90",12
"Cycloserine D-Triclosan","Cycloserine D_Triclosan",3
"Cycloserine D-Gentamicin","Cycloserine D_Gentamicin",2
"Azithromycin-Cycloserine D","Cycloserine D_Azithromycin",7
"Curcumin-Cycloserine D","Cycloserine D_Curcumin",2
"Berberine-Cycloserine D","Cycloserine D_Berberine",12
"Cycloserine D-Metformin","Cycloserine D_Metformin",12
"Cycloserine D-Phenformin","Cycloserine D_Phenformin",3
"Cycloserine D-Streptozotocin","Cycloserine D_Streptozotocin",4
"Cycloserine D-Diclofenac","Cycloserine D_Diclofenac",5
"Acetylsalisylic acid-Cycloserine D","Cycloserine D_Acetylsalisylic acid",13
"Ciclopirox-Cycloserine D","Cycloserine D_Ciclopirox",10
"Cycloserine D-Moxifloxacin","Cycloserine D_Moxifloxacin",2
"Cycloserine D-Phleomycin","Cycloserine D_Phleomycin",2
"Penicillin G-Teicoplanin","Teicoplanin_Penicillin G",8
"Imipenem-Teicoplanin","Teicoplanin_Imipenem",6
"Aztreonam-Teicoplanin","Teicoplanin_Aztreonam",9
"Metronidazole-Teicoplanin","Teicoplanin_Metronidazole",5
"Clofazimine-Teicoplanin","Teicoplanin_Clofazimine",8
"Doxorubicin-Teicoplanin","Teicoplanin_Doxorubicin",2
"Mitomycin C-Teicoplanin","Teicoplanin_Mitomycin C",10
"Rifampicin-Teicoplanin","Teicoplanin_Rifampicin",12
"Bleomycin-Teicoplanin","Teicoplanin_Bleomycin",6
"Chlorhexidine-Teicoplanin","Teicoplanin_Chlorhexidine",3
"EGCG-Teicoplanin","Teicoplanin_EGCG",4
"Cerulenin-Teicoplanin","Teicoplanin_Cerulenin",8
"Nisin-Teicoplanin","Teicoplanin_Nisin",4
"Daptomycin-Teicoplanin","Teicoplanin_Daptomycin",8
"Nonactin-Teicoplanin","Teicoplanin_Nonactin",6
"Puromycin-Teicoplanin","Teicoplanin_Puromycin",8
"Linezolid-Teicoplanin","Teicoplanin_Linezolid",1
"Teicoplanin-Tigecycline","Teicoplanin_Tigecycline",12
"Clarithromycin-Teicoplanin","Teicoplanin_Clarithromycin",5
"Caffeine-Teicoplanin","Teicoplanin_Caffeine",8
"Reserpine-Teicoplanin","Teicoplanin_Reserpine",3
"Teicoplanin-Theophylline","Teicoplanin_Theophylline",5
"Meropenem-Teicoplanin","Teicoplanin_Meropenem",3
"Colistin-Teicoplanin","Teicoplanin_Colistin",10
"CHIR-90-Teicoplanin","Teicoplanin_CHIR-90",3
"Teicoplanin-Triclosan","Teicoplanin_Triclosan",10
"Gentamicin-Teicoplanin","Teicoplanin_Gentamicin",12
"Azithromycin-Teicoplanin","Teicoplanin_Azithromycin",3
"Curcumin-Teicoplanin","Teicoplanin_Curcumin",3
"Berberine-Teicoplanin","Teicoplanin_Berberine",5
"Metformin-Teicoplanin","Teicoplanin_Metformin",10
"Phenformin-Teicoplanin","Teicoplanin_Phenformin",11
"Streptozotocin-Teicoplanin","Teicoplanin_Streptozotocin",1
"Diclofenac-Teicoplanin","Teicoplanin_Diclofenac",5
"Acetylsalisylic acid-Teicoplanin","Teicoplanin_Acetylsalisylic acid",11
"Ciclopirox-Teicoplanin","Teicoplanin_Ciclopirox",3
"Moxifloxacin-Teicoplanin","Teicoplanin_Moxifloxacin",12
"Phleomycin-Teicoplanin","Teicoplanin_Phleomycin",4
"Bacitracin-Cefotaxime","Bacitracin_Cefotaxime",3
"Bacitracin-Cefaclor","Bacitracin_Cefaclor",4
"Bacitracin-Cefsulodin","Bacitracin_Cefsulodin",5
"Bacitracin-Piperacillin","Bacitracin_Piperacillin",7
"Bacitracin-Penicillin G","Bacitracin_Penicillin G",10
"Bacitracin-Imipenem","Bacitracin_Imipenem",13
"Bacitracin-Mecillinam","Bacitracin_Mecillinam",3
"Aztreonam-Bacitracin","Bacitracin_Aztreonam",5
"Bacitracin-Cephalexin","Bacitracin_Cephalexin",4
"A22-Bacitracin","Bacitracin_A22",3
"Bacitracin-Teicoplanin","Bacitracin_Teicoplanin",3
"Bacitracin-Metronidazole","Bacitracin_Metronidazole",3
"Bacitracin-Clofazimine","Bacitracin_Clofazimine",9
"Bacitracin-Doxorubicin","Bacitracin_Doxorubicin",4
"Bacitracin-Mitomycin C","Bacitracin_Mitomycin C",3
"Bacitracin-Rifampicin","Bacitracin_Rifampicin",10
"Bacitracin-Levofloxacin","Bacitracin_Levofloxacin",3
"Bacitracin-Trimethoprim","Bacitracin_Trimethoprim",13
"Bacitracin-Sulfamonomethoxine","Bacitracin_Sulfamonomethoxine",4
"Bacitracin-Nitrofurantoin","Bacitracin_Nitrofurantoin",4
"Bacitracin-Bleomycin","Bacitracin_Bleomycin",3
"Bacitracin-Polymyxin B","Bacitracin_Polymyxin B",13
"Bacitracin-Chlorhexidine","Bacitracin_Chlorhexidine",4
"Bacitracin-Benzalkonium","Bacitracin_Benzalkonium",12
"Bacitracin-EGCG","Bacitracin_EGCG",1
"Bacitracin-Cerulenin","Bacitracin_Cerulenin",3
"Bacitracin-Nisin","Bacitracin_Nisin",5
"Bacitracin-Daptomycin","Bacitracin_Daptomycin",2
"Bacitracin-CCCP","Bacitracin_CCCP",6
"Bacitracin-Nonactin","Bacitracin_Nonactin",9
"Bacitracin-Paraquat","Bacitracin_Paraquat",5
"Bacitracin-Fusidic acid","Bacitracin_Fusidic acid",4
"Bacitracin-Puromycin","Bacitracin_Puromycin",4
"Bacitracin-Linezolid","Bacitracin_Linezolid",9
"Bacitracin-Clindamycin","Bacitracin_Clindamycin",4
"Bacitracin-Minocycline","Bacitracin_Minocycline",5
"Bacitracin-Tigecycline","Bacitracin_Tigecycline",12
"Amikacin-Bacitracin","Bacitracin_Amikacin",9
"Bacitracin-Tobramycin","Bacitracin_Tobramycin",4
"Bacitracin-Spiramycin","Bacitracin_Spiramycin",9
"Bacitracin-Erythromycin","Bacitracin_Erythromycin",12
"Bacitracin-Clarithromycin","Bacitracin_Clarithromycin",4
"Bacitracin-Caffeine","Bacitracin_Caffeine",4
"Bacitracin-Vanillin","Bacitracin_Vanillin",2
"Bacitracin-Reserpine","Bacitracin_Reserpine",8
"Bacitracin-Procaine","Bacitracin_Procaine",6
"Bacitracin-Theophylline","Bacitracin_Theophylline",5
"Bacitracin-Loperamide","Bacitracin_Loperamide",5
"Bacitracin-Verapamil","Bacitracin_Verapamil",11
"Bacitracin-Meropenem","Bacitracin_Meropenem",13
"Bacitracin-Colistin","Bacitracin_Colistin",13
"Bacitracin-CHIR-90","Bacitracin_CHIR-90",13
"Bacitracin-Triclosan","Bacitracin_Triclosan",11
"Bacitracin-Gentamicin","Bacitracin_Gentamicin",3
"Azithromycin-Bacitracin","Bacitracin_Azithromycin",2
"Bacitracin-Curcumin","Bacitracin_Curcumin",2
"Bacitracin-Berberine","Bacitracin_Berberine",6
"Bacitracin-Metformin","Bacitracin_Metformin",1
"Bacitracin-Phenformin","Bacitracin_Phenformin",11
"Bacitracin-Streptozotocin","Bacitracin_Streptozotocin",7
"Bacitracin-Diclofenac","Bacitracin_Diclofenac",2
"Acetylsalisylic acid-Bacitracin","Bacitracin_Acetylsalisylic acid",3
"Bacitracin-Ciclopirox","Bacitracin_Ciclopirox",2
"Bacitracin-Moxifloxacin","Bacitracin_Moxifloxacin",3
"Bacitracin-Phleomycin","Bacitracin_Phleomycin",8
"Fosfomycin-Oxacillin","Fosfomycin_Oxacillin",3
"Cefotaxime-Fosfomycin","Fosfomycin_Cefotaxime",3
"Cefaclor-Fosfomycin","Fosfomycin_Cefaclor",10
"Cefsulodin-Fosfomycin","Fosfomycin_Cefsulodin",13
"Fosfomycin-Piperacillin","Fosfomycin_Piperacillin",13
"Fosfomycin-Penicillin G","Fosfomycin_Penicillin G",13
"Fosfomycin-Imipenem","Fosfomycin_Imipenem",3
"Fosfomycin-Mecillinam","Fosfomycin_Mecillinam",7
"Aztreonam-Fosfomycin","Fosfomycin_Aztreonam",3
"Cephalexin-Fosfomycin","Fosfomycin_Cephalexin",7
"A22-Fosfomycin","Fosfomycin_A22",5
"Fosfomycin-Teicoplanin","Fosfomycin_Teicoplanin",3
"Bacitracin-Fosfomycin","Fosfomycin_Bacitracin",13
"Fosfomycin-Metronidazole","Fosfomycin_Metronidazole",10
"Clofazimine-Fosfomycin","Fosfomycin_Clofazimine",12
"Doxorubicin-Fosfomycin","Fosfomycin_Doxorubicin",11
"Fosfomycin-Mitomycin C","Fosfomycin_Mitomycin C",1
"Fosfomycin-Rifampicin","Fosfomycin_Rifampicin",2
"Fosfomycin-Novobiocin","Fosfomycin_Novobiocin",2
"Fosfomycin-Levofloxacin","Fosfomycin_Levofloxacin",1
"Fosfomycin-Trimethoprim","Fosfomycin_Trimethoprim",2
"Fosfomycin-Sulfamonomethoxine","Fosfomycin_Sulfamonomethoxine",5
"Fosfomycin-Nitrofurantoin","Fosfomycin_Nitrofurantoin",3
"Bleomycin-Fosfomycin","Fosfomycin_Bleomycin",12
"Fosfomycin-Polymyxin B","Fosfomycin_Polymyxin B",12
"Chlorhexidine-Fosfomycin","Fosfomycin_Chlorhexidine",5
"Benzalkonium-Fosfomycin","Fosfomycin_Benzalkonium",2
"EGCG-Fosfomycin","Fosfomycin_EGCG",1
"Cerulenin-Fosfomycin","Fosfomycin_Cerulenin",1
"Fosfomycin-Nisin","Fosfomycin_Nisin",5
"Daptomycin-Fosfomycin","Fosfomycin_Daptomycin",10
"CCCP-Fosfomycin","Fosfomycin_CCCP",12
"Fosfomycin-Nonactin","Fosfomycin_Nonactin",4
"Fosfomycin-Paraquat","Fosfomycin_Paraquat",13
"Fosfomycin-Fusidic acid","Fosfomycin_Fusidic acid",2
"Fosfomycin-Puromycin","Fosfomycin_Puromycin",2
"Fosfomycin-Linezolid","Fosfomycin_Linezolid",9
"Clindamycin-Fosfomycin","Fosfomycin_Clindamycin",12
"Fosfomycin-Minocycline","Fosfomycin_Minocycline",2
"Fosfomycin-Tigecycline","Fosfomycin_Tigecycline",10
"Amikacin-Fosfomycin","Fosfomycin_Amikacin",7
"Fosfomycin-Tobramycin","Fosfomycin_Tobramycin",2
"Fosfomycin-Spiramycin","Fosfomycin_Spiramycin",12
"Erythromycin-Fosfomycin","Fosfomycin_Erythromycin",2
"Clarithromycin-Fosfomycin","Fosfomycin_Clarithromycin",1
"Caffeine-Fosfomycin","Fosfomycin_Caffeine",5
"Fosfomycin-Vanillin","Fosfomycin_Vanillin",13
"Fosfomycin-Reserpine","Fosfomycin_Reserpine",13
"Fosfomycin-Procaine","Fosfomycin_Procaine",1
"Fosfomycin-Theophylline","Fosfomycin_Theophylline",3
"Fosfomycin-Loperamide","Fosfomycin_Loperamide",3
"Fosfomycin-Verapamil","Fosfomycin_Verapamil",10
"Fosfomycin-Meropenem","Fosfomycin_Meropenem",3
"Colistin-Fosfomycin","Fosfomycin_Colistin",12
"CHIR-90-Fosfomycin","Fosfomycin_CHIR-90",7
"Fosfomycin-Triclosan","Fosfomycin_Triclosan",11
"Fosfomycin-Gentamicin","Fosfomycin_Gentamicin",2
"Azithromycin-Fosfomycin","Fosfomycin_Azithromycin",2
"Curcumin-Fosfomycin","Fosfomycin_Curcumin",2
"Berberine-Fosfomycin","Fosfomycin_Berberine",2
"Fosfomycin-Metformin","Fosfomycin_Metformin",5
"Fosfomycin-Phenformin","Fosfomycin_Phenformin",3
"Fosfomycin-Streptozotocin","Fosfomycin_Streptozotocin",9
"Diclofenac-Fosfomycin","Fosfomycin_Diclofenac",3
"Acetylsalisylic acid-Fosfomycin","Fosfomycin_Acetylsalisylic acid",13
"Ciclopirox-Fosfomycin","Fosfomycin_Ciclopirox",1
"Fosfomycin-Moxifloxacin","Fosfomycin_Moxifloxacin",1
"Fosfomycin-Phleomycin","Fosfomycin_Phleomycin",2
"Metronidazole-Penicillin G","Metronidazole_Penicillin G",5
"Imipenem-Metronidazole","Metronidazole_Imipenem",3
"Aztreonam-Metronidazole","Metronidazole_Aztreonam",5
"Clofazimine-Metronidazole","Metronidazole_Clofazimine",4
"Doxorubicin-Metronidazole","Metronidazole_Doxorubicin",2
"Metronidazole-Mitomycin C","Metronidazole_Mitomycin C",5
"Metronidazole-Rifampicin","Metronidazole_Rifampicin",5
"Bleomycin-Metronidazole","Metronidazole_Bleomycin",4
"EGCG-Metronidazole","Metronidazole_EGCG",4
"Cerulenin-Metronidazole","Metronidazole_Cerulenin",11
"Metronidazole-Nisin","Metronidazole_Nisin",5
"Daptomycin-Metronidazole","Metronidazole_Daptomycin",8
"Metronidazole-Nonactin","Metronidazole_Nonactin",1
"Metronidazole-Puromycin","Metronidazole_Puromycin",5
"Linezolid-Metronidazole","Metronidazole_Linezolid",1
"Metronidazole-Tigecycline","Metronidazole_Tigecycline",11
"Clarithromycin-Metronidazole","Metronidazole_Clarithromycin",3
"Caffeine-Metronidazole","Metronidazole_Caffeine",12
"Metronidazole-Reserpine","Metronidazole_Reserpine",10
"Metronidazole-Theophylline","Metronidazole_Theophylline",12
"Meropenem-Metronidazole","Metronidazole_Meropenem",3
"Colistin-Metronidazole","Metronidazole_Colistin",3
"CHIR-90-Metronidazole","Metronidazole_CHIR-90",3
"Metronidazole-Triclosan","Metronidazole_Triclosan",3
"Gentamicin-Metronidazole","Metronidazole_Gentamicin",12
"Azithromycin-Metronidazole","Metronidazole_Azithromycin",10
"Curcumin-Metronidazole","Metronidazole_Curcumin",10
"Berberine-Metronidazole","Metronidazole_Berberine",6
"Metformin-Metronidazole","Metronidazole_Metformin",9
"Metronidazole-Phenformin","Metronidazole_Phenformin",11
"Metronidazole-Streptozotocin","Metronidazole_Streptozotocin",7
"Diclofenac-Metronidazole","Metronidazole_Diclofenac",2
"Acetylsalisylic acid-Metronidazole","Metronidazole_Acetylsalisylic acid",12
"Ciclopirox-Metronidazole","Metronidazole_Ciclopirox",3
"Metronidazole-Moxifloxacin","Metronidazole_Moxifloxacin",5
"Metronidazole-Phleomycin","Metronidazole_Phleomycin",4
"Clofazimine-Imipenem","Clofazimine_Imipenem",5
"Clofazimine-Doxorubicin","Clofazimine_Doxorubicin",9
"Clofazimine-Mitomycin C","Clofazimine_Mitomycin C",9
"Bleomycin-Clofazimine","Clofazimine_Bleomycin",2
"Cerulenin-Clofazimine","Clofazimine_Cerulenin",9
"Clofazimine-Daptomycin","Clofazimine_Daptomycin",6
"Clofazimine-Nonactin","Clofazimine_Nonactin",6
"Clofazimine-Puromycin","Clofazimine_Puromycin",1
"Clofazimine-Linezolid","Clofazimine_Linezolid",4
"Clofazimine-Tigecycline","Clofazimine_Tigecycline",6
"Clarithromycin-Clofazimine","Clofazimine_Clarithromycin",1
"Caffeine-Clofazimine","Clofazimine_Caffeine",10
"Clofazimine-Reserpine","Clofazimine_Reserpine",3
"Clofazimine-Meropenem","Clofazimine_Meropenem",3
"Clofazimine-Colistin","Clofazimine_Colistin",7
"CHIR-90-Clofazimine","Clofazimine_CHIR-90",12
"Clofazimine-Triclosan","Clofazimine_Triclosan",7
"Clofazimine-Gentamicin","Clofazimine_Gentamicin",5
"Azithromycin-Clofazimine","Clofazimine_Azithromycin",1
"Clofazimine-Curcumin","Clofazimine_Curcumin",3
"Berberine-Clofazimine","Clofazimine_Berberine",6
"Clofazimine-Metformin","Clofazimine_Metformin",4
"Clofazimine-Phenformin","Clofazimine_Phenformin",11
"Clofazimine-Streptozotocin","Clofazimine_Streptozotocin",7
"Clofazimine-Diclofenac","Clofazimine_Diclofenac",6
"Acetylsalisylic acid-Clofazimine","Clofazimine_Acetylsalisylic acid",7
"Ciclopirox-Clofazimine","Clofazimine_Ciclopirox",3
"Clofazimine-Moxifloxacin","Clofazimine_Moxifloxacin",12
"Clofazimine-Phleomycin","Clofazimine_Phleomycin",4
"Doxorubicin-Mitomycin C","Doxorubicin_Mitomycin C",13
"Cerulenin-Doxorubicin","Doxorubicin_Cerulenin",2
"Daptomycin-Doxorubicin","Doxorubicin_Daptomycin",2
"Doxorubicin-Tigecycline","Doxorubicin_Tigecycline",12
"Doxorubicin-Meropenem","Doxorubicin_Meropenem",3
"Colistin-Doxorubicin","Doxorubicin_Colistin",10
"CHIR-90-Doxorubicin","Doxorubicin_CHIR-90",3
"Doxorubicin-Triclosan","Doxorubicin_Triclosan",10
