"drugdrug","drug_pair","clusters"
"Gentamicin-Reserpine","Gentamicin_Reserpine",2
"Gentamicin-Procaine","Gentamicin_Procaine",1
"Gentamicin-Theophylline","Gentamicin_Theophylline",4
"Gentamicin-Verapamil","Gentamicin_Verapamil",4
"Berberine-Imipenem","Berberine_Imipenem",1
"Berberine-Cephalexin","Berberine_Cephalexin",4
"Berberine-Teicoplanin","Berberine_Teicoplanin",2
"Berberine-Metronidazole","Berberine_Metronidazole",1
"Berberine-Clofazimine","Berberine_Clofazimine",1
"Berberine-Doxorubicin","Berberine_Doxorubicin",1
"Berberine-Mitomycin C","Berberine_Mitomycin C",1
"Berberine-Ciprofloxacin","Berberine_Ciprofloxacin",1
"Berberine-Levofloxacin","Berberine_Levofloxacin",1
"Berberine-Sulfamonomethoxine","Berberine_Sulfamonomethoxine",4
"Berberine-Cerulenin","Berberine_Cerulenin",1
"Berberine-Nisin","Berberine_Nisin",1
"Berberine-Daptomycin","Berberine_Daptomycin",1
"Berberine-Nonactin","Berberine_Nonactin",2
"Berberine-Paraquat","Berberine_Paraquat",1
"Berberine-Linezolid","Berberine_Linezolid",2
"Berberine-Tigecycline","Berberine_Tigecycline",1
"Berberine-Spiramycin","Berberine_Spiramycin",4
"Berberine-Erythromycin","Berberine_Erythromycin",4
"Berberine-Clarithromycin","Berberine_Clarithromycin",4
"Berberine-Caffeine","Berberine_Caffeine",1
"Berberine-Reserpine","Berberine_Reserpine",2
"Berberine-Procaine","Berberine_Procaine",2
"Berberine-Theophylline","Berberine_Theophylline",1
"Berberine-Verapamil","Berberine_Verapamil",1
"Metformin-Teicoplanin","Metformin_Teicoplanin",1
"Metformin-Metronidazole","Metformin_Metronidazole",1
"Metformin-Mitomycin C","Metformin_Mitomycin C",1
"Metformin-Sulfamonomethoxine","Metformin_Sulfamonomethoxine",3
"Metformin-Nisin","Metformin_Nisin",1
"Metformin-Nonactin","Metformin_Nonactin",4
"Metformin-Paraquat","Metformin_Paraquat",1
"Metformin-Tigecycline","Metformin_Tigecycline",1
"Metformin-Spiramycin","Metformin_Spiramycin",1
"Metformin-Reserpine","Metformin_Reserpine",3
"Metformin-Procaine","Metformin_Procaine",3
"Metformin-Theophylline","Metformin_Theophylline",3
"Metformin-Verapamil","Metformin_Verapamil",1
"Diclofenac-Imipenem","Diclofenac_Imipenem",4
"Diclofenac-Teicoplanin","Diclofenac_Teicoplanin",2
"Diclofenac-Metronidazole","Diclofenac_Metronidazole",1
"Diclofenac-Doxorubicin","Diclofenac_Doxorubicin",1
"Diclofenac-Mitomycin C","Diclofenac_Mitomycin C",3
"Diclofenac-Levofloxacin","Diclofenac_Levofloxacin",1
"Diclofenac-Sulfamonomethoxine","Diclofenac_Sulfamonomethoxine",2
"Diclofenac-Nisin","Diclofenac_Nisin",1
"Diclofenac-Nonactin","Diclofenac_Nonactin",4
"Diclofenac-Paraquat","Diclofenac_Paraquat",4
"Diclofenac-Linezolid","Diclofenac_Linezolid",4
"Diclofenac-Tigecycline","Diclofenac_Tigecycline",1
"Diclofenac-Spiramycin","Diclofenac_Spiramycin",2
"Diclofenac-Erythromycin","Diclofenac_Erythromycin",3
"Diclofenac-Reserpine","Diclofenac_Reserpine",1
"Diclofenac-Procaine","Diclofenac_Procaine",1
"Diclofenac-Theophylline","Diclofenac_Theophylline",1
"Diclofenac-Verapamil","Diclofenac_Verapamil",3
