drug_pair,Drug1,Drug2,clusters
Bacitracin_Tobramycin,Bacitracin,Tobramycin,2
Bacitracin_Triclosan,Bacitracin,Triclosan,2
Bacitracin_Trimethoprim,Bacitracin,Trimethoprim,2
Bacitracin_Vanillin,Bacitracin,Vanillin,1
Bacitracin_Verapamil,Bacitracin,Verapamil,2
Benzalkonium_Berberine,Benzalkonium,Berberine,1
Benzalkonium_Bleomycin,Benzalkonium,Bleomycin,1
Benzalkonium_Caffeine,Benzalkonium,Caffeine,4
Benzalkonium_CCCP,Benzalkonium,CCCP,2
Benzalkonium_Cefaclor,Benzalkonium,Cefaclor,1
Benzalkonium_Cefotaxime,Benzalkonium,Cefotaxime,1
Benzalkonium_Cefsulodin,Benzalkonium,Cefsulodin,4
Benzalkonium_Cephalexin,Benzalkonium,Cephalexin,4
Benzalkonium_Cerulenin,Benzalkonium,Cerulenin,4
Benzalkonium_CHIR-90,Benzalkonium,CHIR-90,1
Benzalkonium_Chloramphenicol,Benzalkonium,Chloramphenicol,2
Benzalkonium_Chlorhexidine,Benzalkonium,Chlorhexidine,2
Benzalkonium_Ciclopirox,Benzalkonium,Ciclopirox,2
Benzalkonium_Ciprofloxacin,Benzalkonium,Ciprofloxacin,1
Benzalkonium_Clarithromycin,Benzalkonium,Clarithromycin,1
Benzalkonium_Clindamycin,Benzalkonium,Clindamycin,1
Benzalkonium_Clofazimine,Benzalkonium,Clofazimine,2
Benzalkonium_Colistin,Benzalkonium,Colistin,2
Benzalkonium_Curcumin,Benzalkonium,Curcumin,1
Benzalkonium_Cycloserine D,Benzalkonium,Cycloserine D,1
Benzalkonium_Daptomycin,Benzalkonium,Daptomycin,4
Benzalkonium_Diclofenac,Benzalkonium,Diclofenac,1
Benzalkonium_Doxorubicin,Benzalkonium,Doxorubicin,4
Benzalkonium_Doxycycline,Benzalkonium,Doxycycline,2
Benzalkonium_EGCG,Benzalkonium,EGCG,3
Benzalkonium_Erythromycin,Benzalkonium,Erythromycin,1
Benzalkonium_Fosfomycin,Benzalkonium,Fosfomycin,1
Benzalkonium_Fusidic acid,Benzalkonium,Fusidic acid,4
Benzalkonium_Gentamicin,Benzalkonium,Gentamicin,1
Benzalkonium_Imipenem,Benzalkonium,Imipenem,4
Benzalkonium_Levofloxacin,Benzalkonium,Levofloxacin,1
Benzalkonium_Linezolid,Benzalkonium,Linezolid,1
Benzalkonium_Loperamide,Benzalkonium,Loperamide,2
Benzalkonium_Mecillinam,Benzalkonium,Mecillinam,1
Benzalkonium_Meropenem,Benzalkonium,Meropenem,4
Benzalkonium_Metformin,Benzalkonium,Metformin,4
Benzalkonium_Metronidazole,Benzalkonium,Metronidazole,2
Benzalkonium_Minocycline,Benzalkonium,Minocycline,3
Benzalkonium_Mitomycin C,Benzalkonium,Mitomycin C,2
Benzalkonium_Moxifloxacin,Benzalkonium,Moxifloxacin,2
Benzalkonium_Nisin,Benzalkonium,Nisin,2
Benzalkonium_Nitrofurantoin,Benzalkonium,Nitrofurantoin,2
Benzalkonium_Nonactin,Benzalkonium,Nonactin,4
Benzalkonium_Novobiocin,Benzalkonium,Novobiocin,4
Benzalkonium_Oxacillin,Benzalkonium,Oxacillin,1
Benzalkonium_Paraquat,Benzalkonium,Paraquat,2
Benzalkonium_Penicillin G,Benzalkonium,Penicillin G,1
Benzalkonium_Phenformin,Benzalkonium,Phenformin,2
Benzalkonium_Phleomycin,Benzalkonium,Phleomycin,1
Benzalkonium_Piperacillin,Benzalkonium,Piperacillin,1
Benzalkonium_Polymyxin B,Benzalkonium,Polymyxin B,2
Benzalkonium_Procaine,Benzalkonium,Procaine,2
Benzalkonium_Puromycin,Benzalkonium,Puromycin,1
Benzalkonium_Reserpine,Benzalkonium,Reserpine,3
Benzalkonium_Rifampicin,Benzalkonium,Rifampicin,2
Benzalkonium_Spectinomycin,Benzalkonium,Spectinomycin,1
Benzalkonium_Spiramycin,Benzalkonium,Spiramycin,1
Benzalkonium_Streptozotocin,Benzalkonium,Streptozotocin,1
Benzalkonium_Sulfamonomethoxine,Benzalkonium,Sulfamonomethoxine,2
Benzalkonium_Teicoplanin,Benzalkonium,Teicoplanin,2
Benzalkonium_Theophylline,Benzalkonium,Theophylline,4
Benzalkonium_Tigecycline,Benzalkonium,Tigecycline,4
Benzalkonium_Tobramycin,Benzalkonium,Tobramycin,1
Benzalkonium_Triclosan,Benzalkonium,Triclosan,3
Benzalkonium_Trimethoprim,Benzalkonium,Trimethoprim,1
Benzalkonium_Vanillin,Benzalkonium,Vanillin,2
Benzalkonium_Verapamil,Benzalkonium,Verapamil,2
Berberine_Bleomycin,Berberine,Bleomycin,4
Berberine_Caffeine,Berberine,Caffeine,1
Berberine_CCCP,Berberine,CCCP,1
Berberine_Cefaclor,Berberine,Cefaclor,4
Berberine_Cefotaxime,Berberine,Cefotaxime,1
Berberine_Cefsulodin,Berberine,Cefsulodin,1
Berberine_Cephalexin,Berberine,Cephalexin,4
Berberine_Cerulenin,Berberine,Cerulenin,1
Berberine_Chloramphenicol,Berberine,Chloramphenicol,1
Berberine_Chlorhexidine,Berberine,Chlorhexidine,1
Berberine_Ciprofloxacin,Berberine,Ciprofloxacin,1
Berberine_Clarithromycin,Berberine,Clarithromycin,1
Berberine_Clindamycin,Berberine,Clindamycin,1
Berberine_Clofazimine,Berberine,Clofazimine,1
Berberine_Cycloserine D,Berberine,Cycloserine D,4
Berberine_Daptomycin,Berberine,Daptomycin,1
Berberine_Doxorubicin,Berberine,Doxorubicin,1
Berberine_Doxycycline,Berberine,Doxycycline,4
Berberine_EGCG,Berberine,EGCG,4
Berberine_Erythromycin,Berberine,Erythromycin,4
Berberine_Fosfomycin,Berberine,Fosfomycin,1
Berberine_Fusidic acid,Berberine,Fusidic acid,1
Berberine_Imipenem,Berberine,Imipenem,1
Berberine_Levofloxacin,Berberine,Levofloxacin,1
Berberine_Linezolid,Berberine,Linezolid,2
Berberine_Loperamide,Berberine,Loperamide,1
Berberine_Mecillinam,Berberine,Mecillinam,1
Berberine_Metronidazole,Berberine,Metronidazole,1
Berberine_Minocycline,Berberine,Minocycline,2
Berberine_Mitomycin C,Berberine,Mitomycin C,4
Berberine_Nisin,Berberine,Nisin,1
Berberine_Nitrofurantoin,Berberine,Nitrofurantoin,1
Berberine_Nonactin,Berberine,Nonactin,2
Berberine_Novobiocin,Berberine,Novobiocin,3
Berberine_Oxacillin,Berberine,Oxacillin,1
Berberine_Paraquat,Berberine,Paraquat,1
Berberine_Penicillin G,Berberine,Penicillin G,1
Berberine_Piperacillin,Berberine,Piperacillin,1
Berberine_Polymyxin B,Berberine,Polymyxin B,1
Berberine_Procaine,Berberine,Procaine,2
Berberine_Puromycin,Berberine,Puromycin,2
Berberine_Reserpine,Berberine,Reserpine,4
Berberine_Rifampicin,Berberine,Rifampicin,2
Berberine_Spectinomycin,Berberine,Spectinomycin,4
Berberine_Spiramycin,Berberine,Spiramycin,4
Berberine_Sulfamonomethoxine,Berberine,Sulfamonomethoxine,4
Berberine_Teicoplanin,Berberine,Teicoplanin,2
Berberine_Theophylline,Berberine,Theophylline,1
Berberine_Tigecycline,Berberine,Tigecycline,1
Berberine_Tobramycin,Berberine,Tobramycin,1
Berberine_Trimethoprim,Berberine,Trimethoprim,1
Berberine_Vanillin,Berberine,Vanillin,1
Berberine_Verapamil,Berberine,Verapamil,1
Bleomycin_Caffeine,Bleomycin,Caffeine,1
Bleomycin_CCCP,Bleomycin,CCCP,1
Bleomycin_Cefaclor,Bleomycin,Cefaclor,2
Bleomycin_Cefotaxime,Bleomycin,Cefotaxime,4
Bleomycin_Cefsulodin,Bleomycin,Cefsulodin,3
Bleomycin_Cephalexin,Bleomycin,Cephalexin,1
Bleomycin_Cerulenin,Bleomycin,Cerulenin,1
Bleomycin_CHIR-90,Bleomycin,CHIR-90,2
Bleomycin_Chloramphenicol,Bleomycin,Chloramphenicol,1
Bleomycin_Chlorhexidine,Bleomycin,Chlorhexidine,4
Bleomycin_Ciclopirox,Bleomycin,Ciclopirox,2
Bleomycin_Ciprofloxacin,Bleomycin,Ciprofloxacin,2
Bleomycin_Clarithromycin,Bleomycin,Clarithromycin,1
Bleomycin_Clindamycin,Bleomycin,Clindamycin,1
Bleomycin_Clofazimine,Bleomycin,Clofazimine,1
Bleomycin_Colistin,Bleomycin,Colistin,2
Bleomycin_Curcumin,Bleomycin,Curcumin,4
Bleomycin_Cycloserine D,Bleomycin,Cycloserine D,4
Bleomycin_Daptomycin,Bleomycin,Daptomycin,1
Bleomycin_Diclofenac,Bleomycin,Diclofenac,2
Bleomycin_Doxorubicin,Bleomycin,Doxorubicin,3
Bleomycin_Doxycycline,Bleomycin,Doxycycline,1
Bleomycin_EGCG,Bleomycin,EGCG,1
Bleomycin_Erythromycin,Bleomycin,Erythromycin,1
Bleomycin_Fosfomycin,Bleomycin,Fosfomycin,1
Bleomycin_Fusidic acid,Bleomycin,Fusidic acid,3
Bleomycin_Gentamicin,Bleomycin,Gentamicin,2
Bleomycin_Imipenem,Bleomycin,Imipenem,3
Bleomycin_Levofloxacin,Bleomycin,Levofloxacin,3
Bleomycin_Linezolid,Bleomycin,Linezolid,1
Bleomycin_Loperamide,Bleomycin,Loperamide,1
Bleomycin_Mecillinam,Bleomycin,Mecillinam,2
Bleomycin_Meropenem,Bleomycin,Meropenem,2
Bleomycin_Metformin,Bleomycin,Metformin,1
Bleomycin_Metronidazole,Bleomycin,Metronidazole,3
Bleomycin_Minocycline,Bleomycin,Minocycline,1
Bleomycin_Mitomycin C,Bleomycin,Mitomycin C,3
Bleomycin_Moxifloxacin,Bleomycin,Moxifloxacin,2
Bleomycin_Nisin,Bleomycin,Nisin,3
Bleomycin_Nitrofurantoin,Bleomycin,Nitrofurantoin,2
Bleomycin_Nonactin,Bleomycin,Nonactin,1
Bleomycin_Novobiocin,Bleomycin,Novobiocin,2
Bleomycin_Oxacillin,Bleomycin,Oxacillin,3
Bleomycin_Paraquat,Bleomycin,Paraquat,1
Bleomycin_Penicillin G,Bleomycin,Penicillin G,1
Bleomycin_Phenformin,Bleomycin,Phenformin,2
Bleomycin_Phleomycin,Bleomycin,Phleomycin,2
Bleomycin_Piperacillin,Bleomycin,Piperacillin,1
Bleomycin_Polymyxin B,Bleomycin,Polymyxin B,2
Bleomycin_Procaine,Bleomycin,Procaine,2
Bleomycin_Puromycin,Bleomycin,Puromycin,3
Bleomycin_Reserpine,Bleomycin,Reserpine,1
Bleomycin_Rifampicin,Bleomycin,Rifampicin,1
Bleomycin_Spectinomycin,Bleomycin,Spectinomycin,1
Bleomycin_Spiramycin,Bleomycin,Spiramycin,1
Bleomycin_Streptozotocin,Bleomycin,Streptozotocin,2
Bleomycin_Sulfamonomethoxine,Bleomycin,Sulfamonomethoxine,2
Bleomycin_Teicoplanin,Bleomycin,Teicoplanin,1
Bleomycin_Theophylline,Bleomycin,Theophylline,1
Bleomycin_Tigecycline,Bleomycin,Tigecycline,1
Bleomycin_Tobramycin,Bleomycin,Tobramycin,3
Bleomycin_Triclosan,Bleomycin,Triclosan,2
Bleomycin_Trimethoprim,Bleomycin,Trimethoprim,4
Bleomycin_Vanillin,Bleomycin,Vanillin,4
Bleomycin_Verapamil,Bleomycin,Verapamil,2
Caffeine_CCCP,Caffeine,CCCP,1
Caffeine_Cefaclor,Caffeine,Cefaclor,1
Caffeine_Cefotaxime,Caffeine,Cefotaxime,1
Caffeine_Cefsulodin,Caffeine,Cefsulodin,3
Caffeine_Cephalexin,Caffeine,Cephalexin,2
Caffeine_Cerulenin,Caffeine,Cerulenin,1
Caffeine_CHIR-90,Caffeine,CHIR-90,1
Caffeine_Chloramphenicol,Caffeine,Chloramphenicol,1
Caffeine_Chlorhexidine,Caffeine,Chlorhexidine,3
Caffeine_Ciclopirox,Caffeine,Ciclopirox,2
Caffeine_Ciprofloxacin,Caffeine,Ciprofloxacin,1
Caffeine_Clarithromycin,Caffeine,Clarithromycin,3
Caffeine_Clindamycin,Caffeine,Clindamycin,2
Caffeine_Clofazimine,Caffeine,Clofazimine,4
Caffeine_Colistin,Caffeine,Colistin,1
Caffeine_Curcumin,Caffeine,Curcumin,2
Caffeine_Cycloserine D,Caffeine,Cycloserine D,2
Caffeine_Daptomycin,Caffeine,Daptomycin,1
Caffeine_Diclofenac,Caffeine,Diclofenac,4
Caffeine_Doxorubicin,Caffeine,Doxorubicin,1
Caffeine_Doxycycline,Caffeine,Doxycycline,1
Caffeine_EGCG,Caffeine,EGCG,3
Caffeine_Erythromycin,Caffeine,Erythromycin,3
Caffeine_Fosfomycin,Caffeine,Fosfomycin,2
Caffeine_Fusidic acid,Caffeine,Fusidic acid,4
Caffeine_Gentamicin,Caffeine,Gentamicin,1
Caffeine_Imipenem,Caffeine,Imipenem,3
Caffeine_Levofloxacin,Caffeine,Levofloxacin,1
Caffeine_Linezolid,Caffeine,Linezolid,1
Caffeine_Loperamide,Caffeine,Loperamide,4
Caffeine_Mecillinam,Caffeine,Mecillinam,2
Caffeine_Meropenem,Caffeine,Meropenem,2
Caffeine_Metformin,Caffeine,Metformin,1
Caffeine_Metronidazole,Caffeine,Metronidazole,1
Caffeine_Minocycline,Caffeine,Minocycline,3
Caffeine_Mitomycin C,Caffeine,Mitomycin C,2
Caffeine_Moxifloxacin,Caffeine,Moxifloxacin,1
Caffeine_Nisin,Caffeine,Nisin,1
Caffeine_Nitrofurantoin,Caffeine,Nitrofurantoin,2
Caffeine_Nonactin,Caffeine,Nonactin,1
Caffeine_Novobiocin,Caffeine,Novobiocin,1
Caffeine_Oxacillin,Caffeine,Oxacillin,3
Caffeine_Paraquat,Caffeine,Paraquat,2
Caffeine_Penicillin G,Caffeine,Penicillin G,2
Caffeine_Phenformin,Caffeine,Phenformin,4
Caffeine_Phleomycin,Caffeine,Phleomycin,2
Caffeine_Piperacillin,Caffeine,Piperacillin,1
Caffeine_Polymyxin B,Caffeine,Polymyxin B,3
Caffeine_Procaine,Caffeine,Procaine,1
Caffeine_Puromycin,Caffeine,Puromycin,1
Caffeine_Reserpine,Caffeine,Reserpine,3
Caffeine_Rifampicin,Caffeine,Rifampicin,2
Caffeine_Spectinomycin,Caffeine,Spectinomycin,3
Caffeine_Spiramycin,Caffeine,Spiramycin,2
Caffeine_Streptozotocin,Caffeine,Streptozotocin,2
Caffeine_Sulfamonomethoxine,Caffeine,Sulfamonomethoxine,2
Caffeine_Teicoplanin,Caffeine,Teicoplanin,3
Caffeine_Theophylline,Caffeine,Theophylline,4
Caffeine_Tigecycline,Caffeine,Tigecycline,3
Caffeine_Tobramycin,Caffeine,Tobramycin,1
Caffeine_Triclosan,Caffeine,Triclosan,1
Caffeine_Trimethoprim,Caffeine,Trimethoprim,2
Caffeine_Vanillin,Caffeine,Vanillin,3
Caffeine_Verapamil,Caffeine,Verapamil,1
CCCP_Cefaclor,CCCP,Cefaclor,1
CCCP_Cefotaxime,CCCP,Cefotaxime,1
CCCP_Cefsulodin,CCCP,Cefsulodin,1
CCCP_Cephalexin,CCCP,Cephalexin,4
CCCP_Cerulenin,CCCP,Cerulenin,3
CCCP_CHIR-90,CCCP,CHIR-90,4
CCCP_Chloramphenicol,CCCP,Chloramphenicol,2
CCCP_Chlorhexidine,CCCP,Chlorhexidine,2
CCCP_Ciclopirox,CCCP,Ciclopirox,2
CCCP_Ciprofloxacin,CCCP,Ciprofloxacin,4
CCCP_Clarithromycin,CCCP,Clarithromycin,2
CCCP_Clindamycin,CCCP,Clindamycin,3
CCCP_Clofazimine,CCCP,Clofazimine,3
CCCP_Colistin,CCCP,Colistin,2
CCCP_Curcumin,CCCP,Curcumin,2
CCCP_Cycloserine D,CCCP,Cycloserine D,2
CCCP_Daptomycin,CCCP,Daptomycin,3
CCCP_Diclofenac,CCCP,Diclofenac,1
CCCP_Doxorubicin,CCCP,Doxorubicin,1
CCCP_Doxycycline,CCCP,Doxycycline,4
CCCP_EGCG,CCCP,EGCG,2
CCCP_Erythromycin,CCCP,Erythromycin,1
CCCP_Fosfomycin,CCCP,Fosfomycin,1
CCCP_Fusidic acid,CCCP,Fusidic acid,2
CCCP_Gentamicin,CCCP,Gentamicin,2
CCCP_Imipenem,CCCP,Imipenem,1
CCCP_Levofloxacin,CCCP,Levofloxacin,4
CCCP_Linezolid,CCCP,Linezolid,2
CCCP_Loperamide,CCCP,Loperamide,2
CCCP_Mecillinam,CCCP,Mecillinam,2
CCCP_Meropenem,CCCP,Meropenem,2
CCCP_Metformin,CCCP,Metformin,3
CCCP_Metronidazole,CCCP,Metronidazole,3
CCCP_Minocycline,CCCP,Minocycline,1
CCCP_Mitomycin C,CCCP,Mitomycin C,2
CCCP_Moxifloxacin,CCCP,Moxifloxacin,4
CCCP_Nisin,CCCP,Nisin,3
CCCP_Nitrofurantoin,CCCP,Nitrofurantoin,3
CCCP_Nonactin,CCCP,Nonactin,1
CCCP_Novobiocin,CCCP,Novobiocin,3
CCCP_Oxacillin,CCCP,Oxacillin,1
CCCP_Paraquat,CCCP,Paraquat,3
CCCP_Penicillin G,CCCP,Penicillin G,1
CCCP_Phenformin,CCCP,Phenformin,4
CCCP_Phleomycin,CCCP,Phleomycin,3
CCCP_Piperacillin,CCCP,Piperacillin,2
CCCP_Polymyxin B,CCCP,Polymyxin B,2
CCCP_Procaine,CCCP,Procaine,1
CCCP_Puromycin,CCCP,Puromycin,2
CCCP_Reserpine,CCCP,Reserpine,1
CCCP_Rifampicin,CCCP,Rifampicin,2
CCCP_Spectinomycin,CCCP,Spectinomycin,1
CCCP_Spiramycin,CCCP,Spiramycin,1
CCCP_Streptozotocin,CCCP,Streptozotocin,4
CCCP_Sulfamonomethoxine,CCCP,Sulfamonomethoxine,1
CCCP_Teicoplanin,CCCP,Teicoplanin,1
CCCP_Theophylline,CCCP,Theophylline,1
CCCP_Tigecycline,CCCP,Tigecycline,3
CCCP_Tobramycin,CCCP,Tobramycin,4
CCCP_Triclosan,CCCP,Triclosan,4
CCCP_Trimethoprim,CCCP,Trimethoprim,1
CCCP_Vanillin,CCCP,Vanillin,1
CCCP_Verapamil,CCCP,Verapamil,2
Cefaclor_Cefotaxime,Cefaclor,Cefotaxime,2
Cefaclor_Cefsulodin,Cefaclor,Cefsulodin,2
Cefaclor_Cephalexin,Cefaclor,Cephalexin,4
Cefaclor_Cerulenin,Cefaclor,Cerulenin,3
Cefaclor_CHIR-90,Cefaclor,CHIR-90,2
Cefaclor_Chloramphenicol,Cefaclor,Chloramphenicol,1
Cefaclor_Chlorhexidine,Cefaclor,Chlorhexidine,1
Cefaclor_Ciclopirox,Cefaclor,Ciclopirox,2
Cefaclor_Ciprofloxacin,Cefaclor,Ciprofloxacin,1
Cefaclor_Clarithromycin,Cefaclor,Clarithromycin,3
Cefaclor_Clindamycin,Cefaclor,Clindamycin,1
Cefaclor_Clofazimine,Cefaclor,Clofazimine,1
Cefaclor_Colistin,Cefaclor,Colistin,1
Cefaclor_Curcumin,Cefaclor,Curcumin,4
Cefaclor_Cycloserine D,Cefaclor,Cycloserine D,2
Cefaclor_Daptomycin,Cefaclor,Daptomycin,1
Cefaclor_Diclofenac,Cefaclor,Diclofenac,4
Cefaclor_Doxorubicin,Cefaclor,Doxorubicin,1
Cefaclor_Doxycycline,Cefaclor,Doxycycline,2
Cefaclor_EGCG,Cefaclor,EGCG,2
Cefaclor_Erythromycin,Cefaclor,Erythromycin,1
Cefaclor_Fosfomycin,Cefaclor,Fosfomycin,4
Cefaclor_Fusidic acid,Cefaclor,Fusidic acid,3
Cefaclor_Gentamicin,Cefaclor,Gentamicin,1
Cefaclor_Imipenem,Cefaclor,Imipenem,2
Cefaclor_Levofloxacin,Cefaclor,Levofloxacin,1
Cefaclor_Linezolid,Cefaclor,Linezolid,1
Cefaclor_Loperamide,Cefaclor,Loperamide,1
Cefaclor_Mecillinam,Cefaclor,Mecillinam,2
Cefaclor_Meropenem,Cefaclor,Meropenem,2
Cefaclor_Metformin,Cefaclor,Metformin,1
Cefaclor_Metronidazole,Cefaclor,Metronidazole,4
Cefaclor_Minocycline,Cefaclor,Minocycline,1
Cefaclor_Mitomycin C,Cefaclor,Mitomycin C,1
Cefaclor_Moxifloxacin,Cefaclor,Moxifloxacin,3
Cefaclor_Nisin,Cefaclor,Nisin,3
Cefaclor_Nitrofurantoin,Cefaclor,Nitrofurantoin,1
Cefaclor_Nonactin,Cefaclor,Nonactin,1
Cefaclor_Novobiocin,Cefaclor,Novobiocin,4
Cefaclor_Oxacillin,Cefaclor,Oxacillin,2
Cefaclor_Paraquat,Cefaclor,Paraquat,2
Cefaclor_Penicillin G,Cefaclor,Penicillin G,2
Cefaclor_Phenformin,Cefaclor,Phenformin,2
Cefaclor_Phleomycin,Cefaclor,Phleomycin,3
Cefaclor_Piperacillin,Cefaclor,Piperacillin,2
Cefaclor_Polymyxin B,Cefaclor,Polymyxin B,1
Cefaclor_Procaine,Cefaclor,Procaine,1
Cefaclor_Puromycin,Cefaclor,Puromycin,1
Cefaclor_Reserpine,Cefaclor,Reserpine,3
Cefaclor_Rifampicin,Cefaclor,Rifampicin,2
Cefaclor_Spectinomycin,Cefaclor,Spectinomycin,1
Cefaclor_Spiramycin,Cefaclor,Spiramycin,1
Cefaclor_Streptozotocin,Cefaclor,Streptozotocin,4
Cefaclor_Sulfamonomethoxine,Cefaclor,Sulfamonomethoxine,1
Cefaclor_Teicoplanin,Cefaclor,Teicoplanin,4
Cefaclor_Theophylline,Cefaclor,Theophylline,1
Cefaclor_Tigecycline,Cefaclor,Tigecycline,1
Cefaclor_Tobramycin,Cefaclor,Tobramycin,4
Cefaclor_Triclosan,Cefaclor,Triclosan,2
Cefaclor_Trimethoprim,Cefaclor,Trimethoprim,3
Cefaclor_Vanillin,Cefaclor,Vanillin,1
Cefaclor_Verapamil,Cefaclor,Verapamil,1
Cefotaxime_Cefsulodin,Cefotaxime,Cefsulodin,2
Cefotaxime_Cephalexin,Cefotaxime,Cephalexin,4
Cefotaxime_Cerulenin,Cefotaxime,Cerulenin,1
Cefotaxime_CHIR-90,Cefotaxime,CHIR-90,2
Cefotaxime_Chloramphenicol,Cefotaxime,Chloramphenicol,3
Cefotaxime_Chlorhexidine,Cefotaxime,Chlorhexidine,3
Cefotaxime_Ciclopirox,Cefotaxime,Ciclopirox,1
Cefotaxime_Ciprofloxacin,Cefotaxime,Ciprofloxacin,2
Cefotaxime_Clarithromycin,Cefotaxime,Clarithromycin,1
Cefotaxime_Clindamycin,Cefotaxime,Clindamycin,1
Cefotaxime_Clofazimine,Cefotaxime,Clofazimine,1
Cefotaxime_Colistin,Cefotaxime,Colistin,1
Cefotaxime_Curcumin,Cefotaxime,Curcumin,1
Cefotaxime_Cycloserine D,Cefotaxime,Cycloserine D,2
Cefotaxime_Daptomycin,Cefotaxime,Daptomycin,1
Cefotaxime_Diclofenac,Cefotaxime,Diclofenac,1
Cefotaxime_Doxorubicin,Cefotaxime,Doxorubicin,1
Cefotaxime_Doxycycline,Cefotaxime,Doxycycline,2
Cefotaxime_EGCG,Cefotaxime,EGCG,1
Cefotaxime_Erythromycin,Cefotaxime,Erythromycin,1
Cefotaxime_Fosfomycin,Cefotaxime,Fosfomycin,2
Cefotaxime_Fusidic acid,Cefotaxime,Fusidic acid,2
Cefotaxime_Gentamicin,Cefotaxime,Gentamicin,4
Cefotaxime_Imipenem,Cefotaxime,Imipenem,2
Cefotaxime_Levofloxacin,Cefotaxime,Levofloxacin,2
Cefotaxime_Linezolid,Cefotaxime,Linezolid,1
Cefotaxime_Loperamide,Cefotaxime,Loperamide,1
Cefotaxime_Mecillinam,Cefotaxime,Mecillinam,2
Cefotaxime_Meropenem,Cefotaxime,Meropenem,2
Cefotaxime_Metformin,Cefotaxime,Metformin,1
Cefotaxime_Metronidazole,Cefotaxime,Metronidazole,4
Cefotaxime_Minocycline,Cefotaxime,Minocycline,1
Cefotaxime_Mitomycin C,Cefotaxime,Mitomycin C,1
Cefotaxime_Moxifloxacin,Cefotaxime,Moxifloxacin,2
Cefotaxime_Nisin,Cefotaxime,Nisin,4
Cefotaxime_Nitrofurantoin,Cefotaxime,Nitrofurantoin,4
Cefotaxime_Nonactin,Cefotaxime,Nonactin,1
Cefotaxime_Novobiocin,Cefotaxime,Novobiocin,4
Cefotaxime_Oxacillin,Cefotaxime,Oxacillin,2
Cefotaxime_Paraquat,Cefotaxime,Paraquat,4
Cefotaxime_Penicillin G,Cefotaxime,Penicillin G,3
Cefotaxime_Phenformin,Cefotaxime,Phenformin,2
Cefotaxime_Phleomycin,Cefotaxime,Phleomycin,3
Cefotaxime_Piperacillin,Cefotaxime,Piperacillin,2
Cefotaxime_Polymyxin B,Cefotaxime,Polymyxin B,1
Cefotaxime_Procaine,Cefotaxime,Procaine,1
Cefotaxime_Puromycin,Cefotaxime,Puromycin,1
Cefotaxime_Reserpine,Cefotaxime,Reserpine,1
Cefotaxime_Rifampicin,Cefotaxime,Rifampicin,4
Cefotaxime_Spectinomycin,Cefotaxime,Spectinomycin,1
Cefotaxime_Spiramycin,Cefotaxime,Spiramycin,3
Cefotaxime_Streptozotocin,Cefotaxime,Streptozotocin,4
Cefotaxime_Sulfamonomethoxine,Cefotaxime,Sulfamonomethoxine,2
Cefotaxime_Teicoplanin,Cefotaxime,Teicoplanin,2
Cefotaxime_Theophylline,Cefotaxime,Theophylline,3
Cefotaxime_Tigecycline,Cefotaxime,Tigecycline,1
Cefotaxime_Tobramycin,Cefotaxime,Tobramycin,2
Cefotaxime_Triclosan,Cefotaxime,Triclosan,2
Cefotaxime_Trimethoprim,Cefotaxime,Trimethoprim,1
Cefotaxime_Vanillin,Cefotaxime,Vanillin,1
Cefotaxime_Verapamil,Cefotaxime,Verapamil,2
Cefsulodin_Cephalexin,Cefsulodin,Cephalexin,4
Cefsulodin_Cerulenin,Cefsulodin,Cerulenin,4
Cefsulodin_CHIR-90,Cefsulodin,CHIR-90,2
Cefsulodin_Chloramphenicol,Cefsulodin,Chloramphenicol,2
Cefsulodin_Chlorhexidine,Cefsulodin,Chlorhexidine,1
Cefsulodin_Ciclopirox,Cefsulodin,Ciclopirox,2
Cefsulodin_Ciprofloxacin,Cefsulodin,Ciprofloxacin,2
Cefsulodin_Clarithromycin,Cefsulodin,Clarithromycin,3
Cefsulodin_Clindamycin,Cefsulodin,Clindamycin,1
Cefsulodin_Clofazimine,Cefsulodin,Clofazimine,4
Cefsulodin_Colistin,Cefsulodin,Colistin,1
Cefsulodin_Curcumin,Cefsulodin,Curcumin,4
Cefsulodin_Cycloserine D,Cefsulodin,Cycloserine D,2
Cefsulodin_Daptomycin,Cefsulodin,Daptomycin,1
Cefsulodin_Diclofenac,Cefsulodin,Diclofenac,4
Cefsulodin_Doxorubicin,Cefsulodin,Doxorubicin,1
Cefsulodin_Doxycycline,Cefsulodin,Doxycycline,2
Cefsulodin_EGCG,Cefsulodin,EGCG,2
Cefsulodin_Erythromycin,Cefsulodin,Erythromycin,1
Cefsulodin_Fosfomycin,Cefsulodin,Fosfomycin,2
Cefsulodin_Fusidic acid,Cefsulodin,Fusidic acid,3
Cefsulodin_Gentamicin,Cefsulodin,Gentamicin,4
Cefsulodin_Imipenem,Cefsulodin,Imipenem,2
Cefsulodin_Levofloxacin,Cefsulodin,Levofloxacin,3
Cefsulodin_Linezolid,Cefsulodin,Linezolid,1
Cefsulodin_Loperamide,Cefsulodin,Loperamide,2
Cefsulodin_Mecillinam,Cefsulodin,Mecillinam,2
Cefsulodin_Meropenem,Cefsulodin,Meropenem,2
Cefsulodin_Metformin,Cefsulodin,Metformin,1
Cefsulodin_Metronidazole,Cefsulodin,Metronidazole,1
Cefsulodin_Minocycline,Cefsulodin,Minocycline,3
Cefsulodin_Mitomycin C,Cefsulodin,Mitomycin C,2
