Species,Plate,Column,Row,Drug name,Prestwick,FLC+Prestwick,%Inhibition,Residuals,Hit?
C.albicans,1,4,F,Triflupromazine hydrochloride,94.08,102.52,-8.97,-8.44,
C.albicans,14,7,B,Trifluridine,102.06,104.71,-2.6,-2.65,
C.albicans,7,9,E,Triflusal,88.59,86.83,1.99,1.76,
C.albicans,8,4,D,Trigonelline,93.31,95.84,-2.71,-2.53,
C.albicans,9,2,G,"Trihexyphenidyl-D,L Hydrochloride",105.16,105.34,-0.17,-0.17,
C.albicans,11,3,E,Trimeprazine tartrate,103.03,103.85,-0.8,-0.82,
C.albicans,7,10,G,Trimetazidine dihydrochloride,102.77,103.1,-0.33,-0.34,
C.albicans,7,6,D,Trimethadione,94.87,108.05,-13.89,-13.18,
C.albicans,1,11,H,Trimethobenzamide hydrochloride,106.57,101.07,5.16,5.49,
C.albicans,3,9,E,Trimethoprim,99.68,108.09,-8.44,-8.41,
C.albicans,8,11,B,Trimethylcolchicinic acid,96.37,99.85,-3.61,-3.48,
C.albicans,11,7,A,Trimipramine maleate salt,96.23,90.8,5.65,5.44,
C.albicans,9,10,G,Trioxsalen,87.04,86.66,0.44,0.38,
C.albicans,4,3,C,Triprolidine hydrochloride,95.89,100.37,-4.67,-4.47,
C.albicans,1,7,D,Troleandomycin,104.79,102.83,1.88,1.97,
C.albicans,7,11,E,Trolox,107.94,103.57,4.04,4.37,
C.albicans,3,9,G,Tropicamide,108.61,98.98,8.86,9.63,
C.albicans,14,8,D,Tropine,102.21,98.43,3.7,3.78,
C.albicans,8,2,A,Tubocurarine chloride pentahydrate (+),100.34,98.4,1.93,1.94,
C.albicans,12,5,H,Tyloxapol,111.73,107.2,4.05,4.53,
C.albicans,9,10,E,Ungerine nitrate,102.87,98.78,3.97,4.09,
C.albicans,12,6,C,Urapidil hydrochloride,102.62,100.17,2.39,2.45,
C.albicans,12,9,H,Urosiol,90.24,95.75,-6.1,-5.51,
C.albicans,2,10,A,Ursolic acid,84.04,78.56,6.51,5.47,
C.albicans,7,8,B,Vancomycin hydrochloride,110.11,98.94,10.14,11.16,
C.albicans,2,2,G,Verapamyl hydrochloride,98.25,99.76,-1.54,-1.52,
C.albicans,14,6,G,Verteporfin,86.63,83.41,3.72,3.22,
C.albicans,10,9,E,Vidarabine,98.58,105.28,-6.8,-6.7,
C.albicans,7,2,C,Vigabatrin,95.82,96.09,-0.29,-0.28,
C.albicans,4,2,D,Vincamine,107.87,103.85,3.73,4.02,
C.albicans,4,9,C,Vinpocetine,101.79,98.82,2.92,2.97,
C.albicans,14,4,H,Viomycin sulfate,99.77,101.03,-1.27,-1.27,
C.albicans,14,11,F,Vitamin K2,108.48,110.16,-1.55,-1.68,
C.albicans,9,2,C,Vitexin,103.92,103.9,0.03,0.03,
C.albicans,12,4,E,Xamoterol hemifumarate,102.2,104.94,-2.68,-2.73,
C.albicans,8,9,D,Xylazine,97.86,108.5,-10.87,-10.64,
C.albicans,3,4,G,Xylometazoline hydrochloride,96.35,99.46,-3.23,-3.11,
C.albicans,8,5,C,Yohimbine hydrochloride,101.52,103.83,-2.27,-2.31,
C.albicans,8,11,C,Yohimbinic acid monohydrate,102.78,95.18,7.39,7.6,
C.albicans,13,8,H,Zalcitabine,100.27,95.47,4.79,4.8,
C.albicans,5,6,B,Zaprinast,101.16,103.38,-2.19,-2.21,
C.albicans,13,8,B,Zardaverine,101.91,92.67,9.07,9.24,
C.albicans,5,4,B,"Zidovudine, AZT",95.8,101.92,-6.39,-6.12,
C.albicans,2,3,B,Zimelidine dihydrochloride monohydrate,97.85,95.64,2.26,2.21,
C.albicans,10,10,F,Zomepirac sodium salt,96.79,90.83,6.16,5.96,
C.albicans,5,9,A,Zoxazolamine,76.55,85.05,-11.1,-8.49,
C.albicans,13,9,D,Zuclopenthixol hydrochloride,103.4,83.78,18.98,19.63,yes
C.gattii,11,8,E,(-) -Levobunolol hydrochloride,96.31,97.65,-1.39,-1.34,
C.gattii,14,3,F,"(-)-Adenosine 3-,5--cyclic monophosphate",94.79,97.17,-2.5,-2.37,
C.gattii,8,7,E,(-)-Cinchonidine,96.22,100.45,-4.4,-4.23,
C.gattii,14,3,E,(-)-Eseroline fumarate salt,100.03,96.77,3.25,3.25,
C.gattii,14,8,F,(-)-Isoproterenol hydrochloride,108.46,126.51,-16.64,-18.05,
C.gattii,12,6,F,(-)-MK 801 hydrogen maleate,97.37,100.37,-3.09,-3.01,
C.gattii,14,4,F,(-)-Quinpirole hydrochloride,97.35,91.98,5.51,5.37,
C.gattii,11,8,F,(+) -Levobunolol hydrochloride,85.99,106.26,-23.58,-20.27,
C.gattii,12,2,D,(+)-Isoproterenol (+)-bitartrate salt,103.1,122.98,-19.29,-19.88,
C.gattii,12,10,G,"(+,-)-Octopamine hydrochloride",100,107.39,-7.39,-7.39,
C.gattii,14,9,E,"(+,-)-Synephrine",92.43,99.41,-7.54,-6.97,
C.gattii,9,7,G,(1-[(4-Chlorophenyl)phenyl-methyl]-4-methylpiperazine),159.41,66.64,58.2,92.77,yes
C.gattii,12,11,G,(Ã¯Â¾Â±)-Nipecotic acid,112.13,112.25,-0.1,-0.11,
C.gattii,9,7,C,(cis-) Nanophine,103.36,110.15,-6.57,-6.79,
C.gattii,9,3,D,"(d,l)-Tetrahydroberberine",98.9,152.01,-53.7,-53.11,
C.gattii,10,2,H,(R) -Naproxen sodium salt,101.17,119.85,-18.47,-18.68,
C.gattii,12,4,H,(R)-(+)-Atenolol,98.91,113.71,-14.97,-14.81,
C.gattii,14,6,D,(R)-Propranolol hydrochloride,105.3,95.1,9.68,10.19,
C.gattii,7,7,F,(S)-(-)-Atenolol,89.31,98.16,-9.91,-8.85,
C.gattii,14,10,E,(S)-(-)-Cycloserine,101.52,72.33,28.76,29.19,
C.gattii,14,2,E,(S)-propranolol hydrochloride,98.44,75.61,23.2,22.84,
C.gattii,12,4,D,2-Aminobenzenesulfonamide,103.02,109.26,-6.05,-6.24,
C.gattii,14,8,E,2-Chloropyrazine,106.13,82.78,22,23.35,
C.gattii,13,10,A,3-Acetamidocoumarin,100.11,145.18,-45.01,-45.06,
C.gattii,12,2,B,3-Acetylcoumarin,99.29,113.36,-14.17,-14.07,
C.gattii,9,8,F,3-alpha-Hydroxy-5-beta-androstan-17-one,93.66,70.69,24.53,22.97,
C.gattii,9,10,B,6-Furfurylaminopurine,95.5,99.83,-4.53,-4.32,
C.gattii,13,8,A,6-Hydroxytropinone,110.44,100.9,8.64,9.54,
C.gattii,9,6,F,Acacetin,164.9,120.35,27.02,44.55,
C.gattii,1,10,G,Acebutolol hydrochloride,95.78,96.59,-0.85,-0.81,
C.gattii,3,6,B,Aceclofenac,109.58,116.73,-6.53,-7.15,
C.gattii,4,7,F,Acemetacin,106.76,124.74,-16.85,-17.99,
C.gattii,2,11,C,Acenocoumarol,112.92,114.97,-1.81,-2.05,
C.gattii,11,9,G,Acetaminophen,96.27,115.59,-20.07,-19.32,
C.gattii,1,4,A,Acetazolamide,92.61,104.05,-12.35,-11.44,
C.gattii,1,6,F,Acetohexamide,97.94,97.17,0.78,0.77,
C.gattii,8,7,B,Acetopromazine maleate salt,104.64,96.43,7.84,8.2,
C.gattii,2,9,B,Acetylsalicylsalicylic acid,164.9,114.23,30.73,50.68,
C.gattii,8,8,A,Aconitine,94.13,98.64,-4.79,-4.51,
C.gattii,2,7,A,Acyclovir,76.71,93.43,-21.8,-16.72,
C.gattii,6,8,A,Adamantamine fumarate,118.62,140.12,-18.13,-21.51,
C.gattii,5,7,D,Adenosine 5--monophosphate monohydrate,100.65,129.67,-28.83,-29.02,
C.gattii,1,6,H,Adiphenine hydrochloride,95.9,103.53,-7.96,-7.64,
C.gattii,12,10,B,Adrenosterone,101.18,114.15,-12.82,-12.97,
C.gattii,8,3,D,Ajmalicine hydrochloride,101.29,100.58,0.7,0.71,
C.gattii,8,3,E,Ajmaline,89.66,98.93,-10.35,-9.28,
C.gattii,4,8,A,Albendazole,7.39,33.95,-359.34,-26.56,
C.gattii,10,2,F,Alclometasone dipropionate,107.86,93.48,13.33,14.38,
C.gattii,13,7,H,Alcuronium chloride,115.21,106.14,7.87,9.07,
C.gattii,10,8,F,Alexidine dihydrochloride,34.12,45.38,-33.02,-11.26,
C.gattii,13,2,E,Alfadolone acetate,91.57,78.06,14.75,13.51,
C.gattii,13,3,E,Alfaxalone,81.21,15.48,80.93,65.72,yes
C.gattii,5,3,A,Alfuzosin hydrochloride,109.86,82.72,24.71,27.14,
C.gattii,1,3,A,Allantoin,99.4,112.19,-12.86,-12.79,
C.gattii,14,11,C,alpha-Santonin,104.73,130.21,-24.33,-25.48,
C.gattii,4,11,A,Alprenolol hydrochloride,97.46,108.35,-11.17,-10.89,
C.gattii,13,9,F,Alprostadil,97.29,108.18,-11.2,-10.89,
C.gattii,10,2,A,Althiazide,100.12,106.93,-6.8,-6.81,
C.gattii,12,7,G,Altretamine,91.33,118.3,-29.54,-26.97,
C.gattii,3,5,B,Alverine citrate salt,93.65,92.09,1.66,1.56,
C.gattii,5,7,E,Ambroxol hydrochloride,94.87,100.04,-5.45,-5.17,
C.gattii,5,4,F,"Amethopterin (R,S)",94.27,97.45,-3.38,-3.18,
C.gattii,2,9,A,Amidopyrine,90.72,103.96,-14.6,-13.24,
C.gattii,5,6,H,Amikacin hydrate,102.02,109.92,-7.75,-7.9,
C.gattii,1,8,A,Amiloride hydrochloride dihydrate,97.86,98.93,-1.09,-1.07,
C.gattii,12,11,H,Aminocaproic acid,97.42,99.46,-2.09,-2.04,
C.gattii,12,6,B,Aminohippuric acid,112.37,120.97,-7.65,-8.59,
C.gattii,11,11,B,Aminophylline,102.27,120.41,-17.74,-18.14,
C.gattii,3,10,C,"Aminopurine, 6-benzyl",96.5,100.67,-4.31,-4.16,
C.gattii,6,10,A,Amiodarone hydrochloride,11.49,46.41,-303.99,-34.92,
C.gattii,11,6,E,Amiprilose hydrochloride,98.14,101.28,-3.2,-3.14,
C.gattii,1,5,H,Amitryptiline hydrochloride,104.59,72.47,30.71,32.12,
C.gattii,4,10,G,Amodiaquin dihydrochloride dihydrate,116.5,103.69,11,12.81,
C.gattii,2,3,C,Amoxapine,100.06,70.16,29.88,29.9,
C.gattii,5,8,D,Amoxicillin,110.74,114.4,-3.31,-3.66,
C.gattii,6,11,A,Amphotericin B,0,108.31,NA,-108.31,
C.gattii,2,5,D,Ampicillin trihydrate,119.81,121.74,-1.61,-1.92,
C.gattii,1,9,A,Amprolium hydrochloride,102.06,110.37,-8.14,-8.31,
C.gattii,3,2,C,Ampyrone,140.66,103.99,26.07,36.67,
C.gattii,10,11,H,Amrinone,98.59,98.44,0.16,0.15,
C.gattii,1,10,E,Amyleine hydrochloride,94.18,97.68,-3.72,-3.5,
C.gattii,9,10,C,Anabasine,112.28,96.5,14.06,15.78,
C.gattii,6,2,B,Androsterone,83.99,73.19,12.86,10.8,
C.gattii,6,3,B,Anisomycin,78.72,78.2,0.66,0.52,
C.gattii,4,9,B,Antazoline hydrochloride,102.7,107.58,-4.75,-4.88,
C.gattii,3,3,G,Antimycin A,55.46,45.97,17.11,9.49,
C.gattii,1,10,C,Antipyrine,101.03,113.48,-12.32,-12.45,
C.gattii,1,11,C,"Antipyrine, 4-hydroxy",99.97,107.37,-7.41,-7.4,
C.gattii,6,5,B,Apigenin,110.68,114.24,-3.21,-3.56,
C.gattii,13,6,E,Apramycin,92.08,111.31,-20.88,-19.22,
C.gattii,13,7,G,Arbutin,100.93,111.39,-10.36,-10.46,
C.gattii,11,7,H,Arcaine sulfate,101.75,124.17,-22.04,-22.42,
C.gattii,6,3,A,Arecoline hydrobromide,106.46,128.12,-20.34,-21.66,
C.gattii,7,9,B,Artemisinin,65.18,63.46,2.64,1.72,
C.gattii,13,3,H,Articaine hydrochloride,101.17,94.48,6.61,6.69,
C.gattii,5,6,A,Ascorbic acid,94.58,102.58,-8.46,-8,
C.gattii,13,10,C,Asiaticoside,93.16,99.1,-6.38,-5.94,
C.gattii,6,6,B,"Aspartic acid, N-acetyl (R,S)",107.1,120.53,-12.54,-13.43,
C.gattii,2,7,F,Astemizole,127.54,0,100,127.54,yes
C.gattii,7,5,F,Atovaquone,103.25,102.58,0.65,0.67,
C.gattii,10,8,B,Atractyloside potassium salt,101.35,102.9,-1.53,-1.55,
C.gattii,1,6,A,Atracurium besylate,136.01,108.25,20.41,27.75,
C.gattii,8,6,A,Atropine sulfate monohydrate,87.78,117.45,-33.8,-29.67,
C.gattii,9,2,E,Austricine,101.5,105.97,-4.4,-4.46,
C.gattii,9,11,B,Avermectin B1,159.9,105.24,34.19,54.67,
C.gattii,2,4,B,Azacyclonol,98.69,122.61,-24.23,-23.91,
C.gattii,11,7,G,Azacytidine-5,87.48,111.3,-27.23,-23.82,
C.gattii,1,2,A,Azaguanine-8,124.05,88.42,28.72,35.63,
C.gattii,14,8,H,Azaperone,100.77,114.08,-13.22,-13.32,
C.gattii,13,4,E,Azapropazone,89.09,99.18,-11.32,-10.09,
C.gattii,2,5,B,Azathioprine,90.93,108.34,-19.15,-17.42,
C.gattii,7,4,A,"Azathymine, 6",97.73,92.99,4.85,4.74,
C.gattii,11,2,C,Azlocillin sodium salt,106.22,93.28,12.18,12.94,
C.gattii,3,6,C,Aztreonam,116.4,99.81,14.25,16.59,
C.gattii,6,7,B,Bacampicillin hydrochloride,112.33,119.81,-6.66,-7.48,
C.gattii,12,10,D,Bacitracin,142.28,92.15,35.23,50.12,
C.gattii,2,6,A,"Baclofen (R,S)",85.82,112.3,-30.85,-26.48,
C.gattii,5,2,E,Bambuterol hydrochloride,98.92,95.55,3.41,3.37,
C.gattii,11,6,F,Beclomethasone dipropionate,117.82,91.2,22.6,26.63,
C.gattii,12,3,A,Bemegride,105.18,121.65,-15.66,-16.47,
C.gattii,10,5,G,Bendroflumethiazide,101.57,99.42,2.12,2.16,
C.gattii,5,8,E,Benfluorex hydrochloride,126.01,53.76,57.34,72.25,yes
C.gattii,9,5,B,Benfotiamine,103.81,99.97,3.7,3.85,
C.gattii,1,8,F,Benoxinate hydrochloride,107.16,96.26,10.17,10.9,
C.gattii,7,5,A,Benperidol,108.77,99.64,8.4,9.13,
C.gattii,12,9,F,Benserazide hydrochloride,104.36,128.59,-23.22,-24.23,
C.gattii,9,8,B,Benzamil hydrochloride,116.11,103.2,11.12,12.91,
C.gattii,13,9,G,Benzathine benzylpenicillin,112.35,106.62,5.1,5.73,
C.gattii,5,11,E,Benzbromarone,12.24,0,100,12.24,
C.gattii,9,9,G,Benzethonium chloride,13.6,15.51,-14.09,-1.92,
C.gattii,9,3,H,Benzocaine,115.25,120.18,-4.28,-4.93,
C.gattii,1,3,B,Benzonatate,90.51,61.67,31.86,28.83,
C.gattii,11,5,C,Benzthiazide,104.55,114.15,-9.19,-9.6,
C.gattii,4,8,F,Benzydamine hydrochloride,98.69,91.93,6.85,6.76,
C.gattii,14,9,D,Benzylpenicillin sodium,86.76,110.99,-27.92,-24.23,
C.gattii,12,7,F,Bephenium hydroxynaphthoate,93.06,97.7,-4.98,-4.63,
C.gattii,5,9,E,Bepridil hydrochloride,114.94,22.54,80.39,92.4,yes
C.gattii,8,7,C,Berberine chloride,46.27,74.66,-61.35,-28.39,
C.gattii,11,2,B,Bergenin monohydrate,100.03,104.77,-4.74,-4.74,
C.gattii,9,3,E,beta- Belladonnine dichloroethylate,101.16,157.61,-55.8,-56.45,
C.gattii,9,7,D,Beta-Escin,161.14,104.62,35.07,56.52,
C.gattii,7,4,G,Betahistine mesylate,95.47,106.27,-11.32,-10.8,
C.gattii,5,3,E,Betamethasone,86.54,101.26,-17.01,-14.72,
C.gattii,13,6,C,Beta-sistosterol,87.4,97.69,-11.78,-10.3,
C.gattii,5,3,G,Betaxolol hydrochloride,92.73,97.42,-5.06,-4.69,
C.gattii,1,4,E,Betazole hydrochloride,96.14,100.24,-4.26,-4.1,
C.gattii,14,4,D,Bethanechol chloride,95.06,97.33,-2.39,-2.27,
C.gattii,9,9,A,Betonicine,97.63,103.09,-5.6,-5.47,
C.gattii,13,11,C,Betulin,101.96,121.01,-18.68,-19.04,
C.gattii,6,8,B,Betulinic acid,115.57,65.56,43.28,50.02,yes
C.gattii,5,9,F,Bezafibrate,78.72,107.64,-36.75,-28.93,
C.gattii,8,10,C,Bicuculline (+),87.84,100.37,-14.27,-12.53,
C.gattii,6,9,B,Biotin,99.36,110.66,-11.37,-11.3,
C.gattii,7,3,C,Biperiden hydrochloride,93.13,90.03,3.33,3.1,
C.gattii,6,10,B,Bisacodyl,107.6,94.4,12.27,13.2,
C.gattii,5,11,A,Bisoprolol fumarate,97.98,99.96,-2.02,-1.98,
C.gattii,8,11,D,Boldine,95.8,117.36,-22.51,-21.56,
C.gattii,12,3,G,Bretylium tosylate,101.26,109.98,-8.61,-8.72,
C.gattii,5,6,E,Brinzolamide,105.68,106.17,-0.46,-0.49,
C.gattii,2,2,E,Bromocryptine mesylate,154.55,92.69,40.03,61.86,
C.gattii,9,5,G,Bromopride,96.86,93.83,3.13,3.03,
C.gattii,7,10,C,Bromperidol,102.01,78.97,22.58,23.04,
C.gattii,6,6,H,Brompheniramine maleate,73.43,107.04,-45.77,-33.61,
C.gattii,11,4,B,Bucladesine sodium salt,99.97,113.57,-13.6,-13.6,
C.gattii,7,9,D,Budesonide,104.79,79.7,23.95,25.09,
C.gattii,4,4,A,Bufexamac,103.9,124.9,-20.21,-21,
C.gattii,6,7,C,Buflomedil hydrochloride,88.02,107.18,-21.77,-19.16,
C.gattii,4,7,D,Bumetanide,104.16,147.65,-41.76,-43.49,
C.gattii,4,6,G,Bupivacaine hydrochloride,96.55,98.85,-2.38,-2.3,
C.gattii,4,10,A,Bupropion hydrochloride,109.16,117.91,-8.02,-8.75,
C.gattii,5,10,E,Buspirone hydrochloride,100.55,95.62,4.91,4.93,
C.gattii,11,2,D,Butacaine,111.55,98.34,11.85,13.22,
C.gattii,10,2,E,Butamben,96.82,103.59,-6.99,-6.77,
C.gattii,9,11,A,Butirosin disulfate salt,94.24,102.43,-8.69,-8.19,
C.gattii,6,9,A,Butoconazole nitrate,1.07,30.97,-2805.49,-29.91,
C.gattii,12,5,B,Butylparaben,58.31,131.24,-125.06,-72.93,
C.gattii,12,3,C,Caffeic acid,93.62,89.38,4.53,4.24,
C.gattii,6,11,B,Calciferol,114.84,78.19,31.92,36.65,
C.gattii,8,6,D,Calycanthine,112.99,111.02,1.75,1.98,
C.gattii,3,11,D,"Camptothecine (S,+)",57.12,95.56,-67.3,-38.44,
C.gattii,8,10,E,"Canavanine sulfate monohydrate (L,+)",99.68,101.85,-2.18,-2.17,
C.gattii,2,9,G,Canrenoic acid potassium salt,91.94,107.68,-17.12,-15.74,
C.gattii,12,6,A,Cantharidin,106.35,137.48,-29.27,-31.13,
C.gattii,11,10,H,Capsaicin,99.81,66.77,33.1,33.04,yes
C.gattii,1,10,B,Captopril,97.8,100.35,-2.61,-2.56,
C.gattii,11,11,H,Carbachol,98.37,116.17,-18.09,-17.8,
C.gattii,1,3,F,Carbamazepine,86.85,108.61,-25.06,-21.77,
C.gattii,6,4,B,Carbarsone,104.24,116.82,-12.07,-12.58,
C.gattii,11,8,D,Carbenoxolone disodium salt,97.41,75.38,22.61,22.03,
C.gattii,5,8,G,Carbetapentane citrate,81,105.12,-29.78,-24.12,
C.gattii,6,10,D,Carbimazole,91.89,83.15,9.52,8.75,
C.gattii,11,2,A,Carbinoxamine maleate salt,106.91,90.43,15.42,16.48,
C.gattii,6,3,C,Carcinine,102.43,83.1,18.86,19.32,
C.gattii,6,4,C,Carisoprodol,90.65,113.33,-25.02,-22.68,
C.gattii,6,7,E,Carteolol hydrochloride,87.05,95.87,-10.13,-8.82,
C.gattii,11,8,B,"Catechin-(+,-) hydrate",98.24,107.67,-9.6,-9.43,
C.gattii,7,6,A,Cefaclor,99.23,122.51,-23.45,-23.27,
C.gattii,6,5,D,Cefadroxil,104.83,105.12,-0.28,-0.29,
C.gattii,13,7,D,Cefalonium,136.75,126.71,7.34,10.04,
C.gattii,10,8,C,Cefamandole sodium salt,136.49,106.52,21.95,29.96,
C.gattii,10,7,B,Cefazolin sodium salt,121.16,115.48,4.69,5.68,
C.gattii,14,9,H,Cefepime hydrochloride,86.35,109.43,-26.72,-23.07,
C.gattii,6,3,G,Cefixime,90.53,92.88,-2.6,-2.35,
C.gattii,9,11,F,Cefmetazole sodium salt,94.78,78.3,17.39,16.48,
C.gattii,5,8,A,Cefoperazone dihydrate,108.6,110.9,-2.12,-2.3,
C.gattii,6,11,G,Ceforanide,130.67,125.48,3.98,5.2,
C.gattii,2,10,F,Cefotaxime sodium salt,109.63,97.02,11.5,12.61,
C.gattii,6,4,H,Cefotetan,99.93,64.95,35,34.98,yes
C.gattii,7,3,A,Cefotiam hydrochloride,119.63,85.6,28.44,34.03,
C.gattii,11,3,D,Cefoxitin sodium salt,100.38,118.44,-18,-18.06,
C.gattii,11,5,B,Cefsulodin sodium salt,103.61,103.39,0.21,0.21,
C.gattii,7,10,A,Ceftazidime pentahydrate,96.52,124.73,-29.22,-28.21,
C.gattii,9,11,H,Cefuroxime sodium salt,109.51,111.73,-2.03,-2.22,
C.gattii,6,9,C,Cephaeline dihydrochloride heptahydrate,95.44,85.35,10.58,10.09,
C.gattii,5,9,D,Cephalexin monohydrate,98.51,84.83,13.89,13.68,
C.gattii,6,5,C,"Cephalosporanic acid, 7-amino",103.15,119.11,-15.47,-15.96,
C.gattii,9,10,H,Cephalothin sodium salt,172.21,116.97,32.08,55.25,
C.gattii,7,4,C,Cetirizine dihydrochloride,96.63,93.73,3,2.89,
C.gattii,8,8,C,Chelidonine (+),102.82,90.83,11.67,12,
C.gattii,4,6,E,Chenodiol,136.54,100.34,26.51,36.2,
C.gattii,6,6,C,Chicago sky blue 6B,240.09,243.81,-1.55,-3.72,
C.gattii,14,10,D,Chlorambucil,98.97,103.24,-4.32,-4.27,
C.gattii,1,2,D,Chloramphenicol,100.47,100.63,-0.16,-0.16,
C.gattii,2,4,G,Chlorhexidine,3.69,25.62,-595.01,-21.93,
C.gattii,5,7,B,Chlormezanone,100.93,130.42,-29.22,-29.49,
C.gattii,6,8,C,Chlorogenic acid,100.07,99.95,0.12,0.12,
C.gattii,11,8,A,Chloropyramine hydrochloride,135.15,99.06,26.71,36.09,
C.gattii,7,9,G,Chloroquine diphosphate,98.85,121.77,-23.18,-22.92,
C.gattii,4,2,B,Chlorothiazide,90.11,89.24,0.96,0.86,
C.gattii,10,8,D,Chlorotrianisene,103.46,96.73,6.51,6.74,
C.gattii,2,8,D,Chlorpheniramine maleate,101.5,102.18,-0.67,-0.68,
C.gattii,3,5,H,Chlorphensin carbamate,91.15,82.16,9.87,8.99,
C.gattii,1,5,G,Chlorpromazine hydrochloride,124.22,4.28,96.55,119.94,yes
C.gattii,5,4,A,Chlorpropamide,102.43,81.86,20.08,20.57,
C.gattii,5,9,C,Chlorprothixene hydrochloride,113.96,9.73,91.47,104.23,yes
C.gattii,2,6,G,Chlortetracycline hydrochloride,123.81,129.34,-4.47,-5.53,
C.gattii,5,2,D,Chlorthalidone,94.56,86.22,8.82,8.34,
C.gattii,3,4,A,Chlorzoxazone,88.88,96.38,-8.44,-7.5,
C.gattii,6,10,C,Cholecalciferol,164.96,102.87,37.64,62.1,
C.gattii,8,6,F,"Chrysene-1,4-quinone",140.39,158.47,-12.88,-18.08,
C.gattii,12,10,A,Chrysin,99.49,120.9,-21.51,-21.41,
C.gattii,7,2,G,Ciclopirox ethanolamine,19.84,0,100,19.84,
C.gattii,1,7,C,Cimetidine,104.06,110.46,-6.14,-6.39,
C.gattii,8,9,E,Cinchonine,88.6,94.88,-7.09,-6.29,
C.gattii,4,9,D,Cinnarizine,148.34,25.14,83.05,123.2,yes
C.gattii,10,11,F,Cinoxacin,108.88,108.66,0.21,0.22,
C.gattii,14,7,D,Ciprofibrate,96.42,114.9,-19.17,-18.49,
C.gattii,2,4,D,Ciprofloxacin hydrochloride,99.94,112,-12.06,-12.05,
C.gattii,6,11,C,Cisapride,122.38,103.57,15.37,18.81,
C.gattii,9,3,F,Citalopram Hydrobromide,103.79,86.45,16.7,17.34,
C.gattii,5,11,F,Clebopride maleate,96.7,100.15,-3.56,-3.44,
C.gattii,4,7,G,Clemastine fumarate,112.54,85.81,23.75,26.72,
C.gattii,3,8,G,Clemizole hydrochloride,125.11,96.56,22.82,28.55,
C.gattii,5,6,C,Clenbuterol hydrochloride,98.33,112.89,-14.81,-14.56,
C.gattii,11,3,C,Clidinium bromide,97.57,108.39,-11.09,-10.82,
C.gattii,2,8,F,Clindamycin hydrochloride,91.53,96.31,-5.22,-4.78,
C.gattii,12,7,A,Clioquinol,0,18.59,#¿NOMBRE?,-18.59,
C.gattii,10,2,G,Clobetasol propionate,129.2,105.48,18.36,23.72,
C.gattii,14,10,H,Clocortolone pivalate,109.9,105.01,4.44,4.88,
C.gattii,5,7,F,Clofazimine,31.1,51.63,-66,-20.53,
C.gattii,10,4,G,Clofibric acid,107.22,109.53,-2.15,-2.3,
C.gattii,4,10,H,Clofilium tosylate,89.75,10.98,87.77,78.77,yes
C.gattii,5,8,H,"Clomiphene citrate (Z,E)",0,5.18,NA,-5.18,
C.gattii,4,10,C,Clomipramine hydrochloride,99.42,59.63,40.02,39.79,yes
C.gattii,4,9,A,Clonidine hydrochloride,104.57,99.72,4.63,4.84,
C.gattii,5,5,D,Clopamide,99,113.82,-14.97,-14.82,
C.gattii,10,4,H,Cloperastine hydrochloride,104.97,68.02,35.2,36.95,yes
C.gattii,5,5,C,Clorgyline hydrochloride,95.6,47.67,50.13,47.93,yes
C.gattii,7,11,F,Clorsulon,100.72,107.75,-6.98,-7.03,
C.gattii,4,8,C,Clotrimazole,11.04,32.89,-197.99,-21.85,
C.gattii,3,7,C,Cloxacillin sodium salt,105.3,100.67,4.4,4.63,
C.gattii,5,11,C,Clozapine,104.2,74.33,28.67,29.87,
C.gattii,5,4,E,Colchicine,97.15,97.5,-0.36,-0.35,
C.gattii,7,7,A,Colistin sulfate,128.48,112.92,12.11,15.56,
C.gattii,14,4,E,Condelphine,98.18,103,-4.91,-4.82,
C.gattii,8,9,H,Conessine,54.95,99.62,-81.28,-44.67,
C.gattii,8,7,D,Convolamine hydrochloride,101.73,106.4,-4.59,-4.67,
C.gattii,6,2,D,Coralyne chloride hydrate,110.4,61.99,43.85,48.41,yes
C.gattii,6,3,D,Corticosterone,90.64,90.78,-0.16,-0.14,
C.gattii,4,4,D,Cortisone,91.99,102.81,-11.76,-10.82,
C.gattii,8,9,B,Corynanthine hydrochloride,100.77,99.63,1.13,1.14,
C.gattii,2,3,A,Cotinine (-),102.52,98.78,3.66,3.75,
C.gattii,11,3,B,Cromolyn disodium salt,94.03,107.65,-14.49,-13.62,
C.gattii,12,2,H,Crotamiton,115.76,124.59,-7.63,-8.83,
C.gattii,6,4,D,Cyanocobalamin,105.17,113.29,-7.72,-8.12,
C.gattii,14,11,H,Cyclacillin,109.9,103.92,5.44,5.98,
C.gattii,7,11,C,Cyclizine hydrochloride,93.21,98.16,-5.31,-4.94,
C.gattii,6,6,E,Cyclobenzaprine hydrochloride,110.29,80.34,27.15,29.95,
C.gattii,10,11,G,Cycloheximide,15.29,16.23,-6.15,-0.94,
C.gattii,13,5,D,Cyclopenthiazide,90.05,93.16,-3.45,-3.11,
C.gattii,14,6,F,Cyclopentolate hydrochloride,106.09,95.1,10.35,10.98,
C.gattii,6,6,D,Cyclosporin A,101.37,32.41,68.03,68.96,yes
C.gattii,2,4,C,Cyproheptadine hydrochloride,108.46,86.64,20.11,21.81,
C.gattii,14,5,D,Cyproterone acetate,96.99,91.89,5.26,5.1,
