Bug	Array Drug	Batch 1	Batch 2	Batch 3	Batch 4	Batch 5	Batch 6	Batch 7	Batch 8
Ecoli_BW	Erythromycin 2	0.757799914	0.696646009	0.772014754	0.693785629	0.760371479	NA	NA	NA
Ecoli_BW	Erythromycin 2 rep 2	0.771345441	0.740385709	0.822573538	0.734896958	0.746041573	NA	NA	NA
Ecoli_BW	Erythromycin 3	0.824226002	0.786779027	0.845225406	0.805797463	0.808316564	NA	NA	NA
Ecoli_BW	Erythromycin 3 rep 2	0.899083184	0.913852832	0.890150578	0.891598502	0.917890868	NA	NA	NA
Ecoli_BW	Fosfomycin 1	0.425847788	0.597968212	0.394591799	0.521428033	0.549188842	NA	NA	NA
Ecoli_BW	Fosfomycin 1 rep 2	0.470227563	0.68567728	0.525462773	0.558608424	0.72945411	NA	NA	NA
Ecoli_BW	Fosfomycin 2	NA	0.813666171	0.682713878	0.787715617	0.695525458	NA	NA	NA
Ecoli_BW	Fosfomycin 2 rep 2	0.738032908	0.948230288	0.788616737	0.852719472	0.878224699	NA	NA	NA
Ecoli_BW	Fosfomycin 3	0.823453912	0.865281449	0.821440243	0.860114819	0.806451264	NA	NA	NA
Ecoli_BW	Fosfomycin 3 rep 2	0.910183977	0.981386462	0.937515627	0.906381481	0.961103248	NA	NA	NA
Ecoli_BW	Fusidic acid 1	0.55642887	0.642967611	0.704673017	0.643215808	0.655899984	NA	NA	NA
Ecoli_BW	Fusidic acid 1 rep 2	0.603281571	0.788386341	0.746386949	0.609463557	0.639368175	NA	NA	NA
Ecoli_BW	Fusidic acid 2	0.780938778	0.831343853	0.803946919	0.767419743	0.761282532	NA	NA	NA
Ecoli_BW	Fusidic acid 2 rep 2	0.869144992	0.940984235	0.905654652	0.82127449	0.822934946	NA	NA	NA
Ecoli_BW	Fusidic acid 3	0.84884312	0.851768229	0.845670388	0.862802611	0.85063081	NA	NA	NA
Ecoli_BW	Fusidic acid 3 rep 2	0.913067392	0.997837431	0.990333585	0.898292347	0.954444249	NA	NA	NA
Ecoli_BW	Imipenem 1	0.595777939	0.914209026	0.763580237	0.891837094	0.592925851	NA	NA	NA
Ecoli_BW	Imipenem 1 rep 2	0.701592274	1.057231326	0.750332092	0.929263528	1.031292051	NA	NA	NA
Ecoli_BW	Imipenem 2	0.79111169	0.843203154	0.87371389	0.881906983	0.875550535	NA	NA	NA
Ecoli_BW	Imipenem 2 rep 2	0.919105442	1.00587668	1.026827298	0.929327106	0.933054082	NA	NA	NA
Ecoli_BW	Imipenem 3	0.824553378	0.851644004	0.861044882	0.852992696	0.851247821	NA	NA	NA
Ecoli_BW	Imipenem 3 rep 2	0.935596102	0.987565307	0.970259402	0.913884199	0.966279038	NA	NA	NA
Ecoli_BW	LB	0.412404971	1.079196744	0.964256216	1.09193302	1.309070658	NA	NA	NA
Ecoli_BW	LB rep 2	0.420572592	1.103625854	0.915650867	1.009478298	1.155149271	NA	NA	NA
Ecoli_BW	LB rep 3	0.419198032	1.036932569	0.949535878	1.054271264	1.22069311	NA	NA	NA
Ecoli_BW	Levofloxacin 1	0	0	0	0	0	NA	NA	NA
Ecoli_BW	Levofloxacin 1 rep 2	0	0	0	0	0	NA	NA	NA
Ecoli_BW	Levofloxacin 2	0	0.629746754	0.72174174	0.689573601	0.775716191	NA	NA	NA
Ecoli_BW	Levofloxacin 2 rep 2	0	0.491284374	0.742919236	0.75673442	0.784467893	NA	NA	NA
Ecoli_BW	Levofloxacin 3	0.53621683	0.891107723	0.878986509	0.887801595	0.895780237	NA	NA	NA
Ecoli_BW	Levofloxacin 3 rep 2	0.61755065	0.777102137	0.887639188	0.905313403	0.894714909	NA	NA	NA
Ecoli_BW	SingleDrug rep 4	0.668722967	0.88156827	0.951837977	0.949498308	0.92254164	NA	NA	NA
Ecoli_BW	SingleDrug rep 5	0.513238935	0.924723352	0.940522065	0.917178082	0.927323733	NA	NA	NA
Ecoli_BW	SingleDrug rep 6	0.901233025	0.881929136	0.927051168	0.976814084	0.911663364	NA	NA	NA
Ecoli_BW	SingleDrug rep 7	0.914509479	0.862832334	0.927748987	0.874166555	0.828765475	NA	NA	NA
Ecoli_BW	SingleDrug rep 8	1.049330866	0.900501181	0.905288262	0.96011459	0.877554713	NA	NA	NA
Ecoli_BW	SingleDrug rep 9	0.942714105	0.914096303	0.930818754	0.863683391	0.888011945	NA	NA	NA
Ecoli_BW	Linezolid 1	1.033796768	1.053420265	1.009177029	1.034275248	1.097158379	NA	NA	NA
Ecoli_BW	Linezolid 1 rep 2	0.919856839	0.914377665	0.94539197	0.912190131	0.958931509	NA	NA	NA
Ecoli_BW	Linezolid 2	0.942096222	0.987791441	0.974168851	0.926544113	0.972625863	NA	NA	NA
Ecoli_BW	Linezolid 2 rep 2	0.918922313	0.904043666	0.891899764	0.914949288	0.972739511	NA	NA	NA
Ecoli_BW	Linezolid 3	0.903048278	0.959429147	0.954252716	0.909720023	0.927830901	NA	NA	NA
Ecoli_BW	Linezolid 3 rep 2	0.892624281	0.894402371	0.893186248	0.884570685	0.885159815	NA	NA	NA
Ecoli_BW	Loperamide 1	0.691473788	0.587242485	0.832715662	0.709508994	0.663834968	NA	NA	NA
Ecoli_BW	Loperamide 1 rep 2	0.741414408	0.654771653	0.878381966	0.724227012	0.73890641	NA	NA	NA
Ecoli_BW	Loperamide 2	0.858122978	0.757273195	0.907781351	0.888015203	0.808205334	NA	NA	NA
Ecoli_BW	Loperamide 2 rep 2	0.912979531	0.856687777	0.901454161	0.847880479	0.890483874	NA	NA	NA
Ecoli_BW	Loperamide 3	0.922127072	0.862919136	0.92609976	0.935053126	0.924089005	NA	NA	NA
Ecoli_BW	Loperamide 3 rep 2	1.055075388	1.062125766	1.01208311	1.055897061	1.065809725	NA	NA	NA
Ecoli_BW	Mecillinam 1	NA	0.543050589	0	0	0	NA	NA	NA
Ecoli_BW	Mecillinam 1 rep 2	0	0.560395477	0.188895899	0.141986256	0.211036529	NA	NA	NA
Ecoli_BW	Mecillinam 2	0.862703132	0.777608257	0.632161743	0.694055045	0.640974653	NA	NA	NA
Ecoli_BW	Mecillinam 2 rep 2	0.716573225	0.879720411	0.693710795	0.78697216	0.777896816	NA	NA	NA
Ecoli_BW	Mecillinam 3	0.7194916	0.754519494	0.744858727	0.797593801	0.789469276	NA	NA	NA
Ecoli_BW	Mecillinam 3 rep 2	0.825776651	0.940598642	0.837315609	0.862298624	0.87978771	NA	NA	NA
Ecoli_BW	Metronidazole 1	0.909440262	0.820526559	0.889184654	0.880877738	0.855623132	NA	NA	NA
Ecoli_BW	Metronidazole 1 rep 2	0.929013205	0.860790692	0.952602369	0.906766059	0.881087437	NA	NA	NA
Ecoli_BW	Metronidazole 2	0.882785361	0.820302057	0.87004403	0.859042002	0.869952378	NA	NA	NA
Ecoli_BW	Metronidazole 2 rep 2	0.917425412	0.875589775	0.924930691	0.903565093	0.907139082	NA	NA	NA
Ecoli_BW	Metronidazole 3	0.868329023	0.813379765	0.873188577	0.864756731	0.855733059	NA	NA	NA
Ecoli_BW	Metronidazole 3 rep 2	0.989879836	0.984026989	0.932242264	0.986729537	1.052551312	NA	NA	NA
Ecoli_BW	Minocycline 1	0.808666815	0.887799907	0.697200005	0.843662003	0.877611689	NA	NA	NA
Ecoli_BW	Minocycline 1 rep 2	0.873411387	0.933446212	0.800352207	0.910159115	0.997462255	NA	NA	NA
Ecoli_BW	Minocycline 2	0.880943255	0.918298289	0.863901255	0.923330935	0.920023286	NA	NA	NA
Ecoli_BW	Minocycline 2 rep 2	0.900115467	0.97851176	0.931098312	0.931442136	0.969244045	NA	NA	NA
Ecoli_BW	Minocycline 3	0.861195663	0.891590124	0.868030929	0.897376155	0.855258715	NA	NA	NA
Ecoli_BW	Minocycline 3 rep 2	0.885856724	0.942435072	0.927514058	0.92352338	0.966080422	NA	NA	NA
Ecoli_BW	Mitomycin C 1	0.623854458	0.543828981	0.702269843	0.623398509	0.528496786	NA	NA	NA
Ecoli_BW	Mitomycin C 1 rep 2	0.521019508	0.607915241	0.73769289	0.628398907	0.344038399	NA	NA	NA
Ecoli_BW	Mitomycin C 2	0.749352401	0.61921933	0.762785006	0.752666139	0.604533811	NA	NA	NA
Ecoli_BW	Mitomycin C 2 rep 2	0.721999545	0.705160902	0.748190413	0.647592032	0.531076744	NA	NA	NA
Ecoli_BW	Mitomycin C 3	0.872964417	0.712420413	0.770280858	0.802688839	0.723878469	NA	NA	NA
Ecoli_BW	Mitomycin C 3 rep 2	0.842881513	0.781877455	0.85195555	0.820696279	0.774217696	NA	NA	NA
Ecoli_BW	Nisin 1	0.921429646	0.858510585	0.89584485	0.892289867	0.879481082	NA	NA	NA
Ecoli_BW	Nisin 1 rep 2	0.951372336	0.942088574	0.933803732	0.938548523	0.845522546	NA	NA	NA
Ecoli_BW	Nisin 2	0.904105666	0.825405671	0.902412984	0.893879729	0.883643045	NA	NA	NA
Ecoli_BW	Nisin 2 rep 2	0.955161708	0.915420971	0.935230605	0.934038896	0.908478437	NA	NA	NA
Ecoli_BW	Nisin 3	0.905091469	0.853749157	0.90089328	0.901301027	0.891266754	NA	NA	NA
Ecoli_BW	Nisin 3 rep 2	1.005445955	1.00391742	0.957456248	1.005302596	1.008072295	NA	NA	NA
Ecoli_BW	Nitrofurantoin 1	0.54810384	0.786079915	0.798976363	0.742930894	0.649171999	NA	NA	NA
Ecoli_BW	Nitrofurantoin 1 rep 2	0.86412762	0.872634092	0.818206348	0.727540844	0.642065696	NA	NA	NA
Ecoli_BW	Nitrofurantoin 2	0.801881234	0.799462938	0.870341317	0.854597113	0.802210851	NA	NA	NA
Ecoli_BW	Nitrofurantoin 2 rep 2	0.856245607	0.864377529	0.875915748	0.865413711	0.81504638	NA	NA	NA
Ecoli_BW	Nitrofurantoin 3	0.837852715	0.831175533	0.877188056	0.858905775	0.802835785	NA	NA	NA
Ecoli_BW	Nitrofurantoin 3 rep 2	0.901511519	0.930690507	0.908409243	0.898542203	0.938603217	NA	NA	NA
Ecoli_BW	Nonactin 1	1.03322457	1.069945273	1.017527686	1.108408495	1.13710141	NA	NA	NA
Ecoli_BW	Nonactin 1 rep 2	0.96171565	0.924792516	0.924594784	0.944870799	0.974289294	NA	NA	NA
Ecoli_BW	Nonactin 2	0.956050508	0.998959747	0.997118289	1.000695347	1.055452615	NA	NA	NA
Ecoli_BW	Nonactin 2 rep 2	0.971616881	0.95906859	0.93421081	0.98583252	0.988540881	NA	NA	NA
Ecoli_BW	Nonactin 3	0.932816618	1.001081819	0.965487195	0.987752931	1.027088706	NA	NA	NA
Ecoli_BW	Nonactin 3 rep 2	0.923399065	0.883809204	0.910851119	0.942115258	0.949919166	NA	NA	NA
Ecoli_BW	Novobiocin 1	0.589861748	0.757605154	0.72021891	0.56404769	0.547186184	NA	NA	NA
Ecoli_BW	Novobiocin 1 rep 2	0.672672405	0.766889642	0.767384585	0.663267239	0.452253518	NA	NA	NA
Ecoli_BW	Novobiocin 2	0.844660433	0.829383876	0.784835129	0.775025107	0.710599013	NA	NA	NA
Ecoli_BW	Novobiocin 2 rep 2	0.889524881	0.928092642	0.855097028	0.848469548	0.760262611	NA	NA	NA
Ecoli_BW	Novobiocin 3	0.874262885	0.847576673	0.855605173	0.866319178	0.859216052	NA	NA	NA
Ecoli_BW	Novobiocin 3 rep 2	0.941908775	0.9896159	0.908060521	0.924834386	0.94785142	NA	NA	NA
Ecoli_BW	Oxacillin 1	0.899686645	0.835679289	0.873476541	0.895856394	0.852470188	NA	NA	NA
Ecoli_BW	Oxacillin 1 rep 2	0.888581272	0.852244998	0.863716108	0.893881632	0.791556406	NA	NA	NA
Ecoli_BW	Oxacillin 2	0.87452228	0.852472103	0.83719904	0.860545236	0.860470787	NA	NA	NA
Ecoli_BW	Oxacillin 2 rep 2	0.903925238	0.866124798	0.888553325	0.900876211	0.852210223	NA	NA	NA
Ecoli_BW	Oxacillin 3	0.864486942	0.828271333	0.833937942	0.866260028	0.780515515	NA	NA	NA
Ecoli_BW	Oxacillin 3 rep 2	0.911080461	0.92853435	0.884539796	0.915998689	0.933299637	NA	NA	NA
Ecoli_BW	Paraquat 1	0.802946461	0.788372779	0.830176804	0.837620306	0.758575046	NA	NA	NA
Ecoli_BW	Paraquat 1 rep 2	0.823862294	0.861405749	0.885678128	0.860596673	0.778290352	NA	NA	NA
Ecoli_BW	Paraquat 2	0.837538479	0.807903849	0.83785162	0.88375526	0.764523515	NA	NA	NA
Ecoli_BW	Paraquat 2 rep 2	0.850096604	0.891481381	0.86251255	0.858649042	0.778866369	NA	NA	NA
Ecoli_BW	Paraquat 3	0.885350644	0.886951331	0.887491915	0.926051452	0.865545413	NA	NA	NA
Ecoli_BW	Paraquat 3 rep 2	0.957527869	1.012010509	0.981973679	0.958307154	0.91447199	NA	NA	NA
Ecoli_BW	Penicillin G 1	0.870708934	0.915432477	0.911816593	0.882818325	0.91331561	NA	NA	NA
Ecoli_BW	Penicillin G 1 rep 2	0.856563685	0.869141969	0.870026151	0.872725706	0.901150139	NA	NA	NA
Ecoli_BW	Penicillin G 2	0.888644114	0.916794073	0.924826323	0.894868192	0.904901407	NA	NA	NA
Ecoli_BW	Penicillin G 2 rep 2	0.861830799	0.828659184	0.850757967	0.893260838	0.928212184	NA	NA	NA
Ecoli_BW	Penicillin G 3	0.882638332	0.911330022	0.878967365	0.87908468	0.892914236	NA	NA	NA
Ecoli_BW	Penicillin G 3 rep 2	0.869304206	0.829821452	0.852237081	0.83206369	0.804662362	NA	NA	NA
Ecoli_BW	Piperacillin 1	0.920069827	0.947845719	0.994032312	0.982796332	1.038322878	NA	NA	NA
Ecoli_BW	Piperacillin 1 rep 2	0.797602396	0.854043547	0.845796963	0.879456239	0.904500726	NA	NA	NA
Ecoli_BW	Piperacillin 2	1.070316841	1.046636613	0.995354999	1.001837228	1.021075763	NA	NA	NA
Ecoli_BW	Piperacillin 2 rep 2	0.903263121	0.891807862	0.873096197	0.902900786	0.909578556	NA	NA	NA
Ecoli_BW	Piperacillin 3	1.107528083	1.035433553	0.975587778	1.006361696	1.036845818	NA	NA	NA
Ecoli_BW	Piperacillin 3 rep 2	0.878747017	0.83137648	0.880781271	0.862856849	0.807965439	NA	NA	NA
Ecoli_BW	PMS 1	0.600228593	0.644858738	NA	0.657677617	0.555054348	NA	NA	NA
Ecoli_BW	PMS 1 rep 2	NA	0.628918381	0.457730119	0.747489134	0.550096786	NA	NA	NA
Ecoli_BW	PMS 2	0.777542427	0.781959827	0.732478853	0.78671126	0.720710739	NA	NA	NA
Ecoli_BW	PMS 2 rep 2	0.724680311	0.814343743	0.756673487	0.874260838	0.777384763	NA	NA	NA
Ecoli_BW	PMS 3	0.822978492	0.790072436	0.837643685	0.831836318	0.829141136	NA	NA	NA
Ecoli_BW	PMS 3 rep 2	0.807731957	0.850681989	0.813309986	0.902749485	0.915815266	NA	NA	NA
Ecoli_BW	Polymyxin B 1	0.286076048	0.826113117	0.829917955	0.765505491	0.902445682	NA	NA	NA
Ecoli_BW	Polymyxin B 1 rep 2	0.303965712	0.877283459	0.837088938	0.855163149	0.880473379	NA	NA	NA
Ecoli_BW	Polymyxin B 2	0.847803806	0.878676623	0.864888139	0.865072213	0.824957236	NA	NA	NA
Ecoli_BW	Polymyxin B 2 rep 2	0.898919337	0.884929421	0.896342249	0.901946978	0.851389391	NA	NA	NA
Ecoli_BW	Polymyxin B 3	0.892143448	0.89779353	0.876040655	0.923184109	0.876976974	NA	NA	NA
Ecoli_BW	Polymyxin B 3 rep 2	0.963008455	0.973372524	0.953588043	0.962183478	1.010395615	NA	NA	NA
Ecoli_BW	Procaine 1	0.505872545	0.639027636	0.460628323	0.416518252	0.529645353	NA	NA	NA
Ecoli_BW	Procaine 1 rep 2	0.589925282	0.748752701	0.488433432	0.51906358	0.429766305	NA	NA	NA
Ecoli_BW	Procaine 2	0.702394321	0.740189326	0.665177752	0.61920585	0.663468487	NA	NA	NA
Ecoli_BW	Procaine 2 rep 2	0.723712784	0.802843013	0.712501795	0.683269955	0.646195287	NA	NA	NA
Ecoli_BW	Procaine 3	0.786281474	0.764302608	0.745818838	0.723637801	0.753980056	NA	NA	NA
Ecoli_BW	Procaine 3 rep 2	0.8137427	0.870098935	0.793066069	0.749721596	0.819281536	NA	NA	NA
Ecoli_BW	Pseudomonic acid 1	0.722877848	0.903895382	0.803265699	0.801560736	0.890451894	NA	NA	NA
Ecoli_BW	Pseudomonic acid 1 rep 2	0.711552729	0.835896936	0.764570773	0.715625323	0.739473887	NA	NA	NA
Ecoli_BW	Pseudomonic acid 2	0.846289722	0.943300404	0.908119617	0.863619815	0.930360912	NA	NA	NA
Ecoli_BW	Pseudomonic acid 2 rep 2	0.81786652	0.867039493	0.843870351	0.816923575	0.852801325	NA	NA	NA
Ecoli_BW	Pseudomonic acid 3	0.891135992	0.952511333	0.89897756	0.900002731	0.971205314	NA	NA	NA
Ecoli_BW	Pseudomonic acid 3 rep 2	0.847415299	0.828966842	0.858111114	0.853299436	0.833467837	NA	NA	NA
Ecoli_BW	Puromycin 1	0.752445388	0.921526655	0.828310597	0.800306126	0.833405418	NA	NA	NA
Ecoli_BW	Puromycin 1 rep 2	0.634311137	0.780953312	0.692950812	0.686339848	0.740289793	NA	NA	NA
Ecoli_BW	Puromycin 2	0.998967459	1.022016003	0.936911591	0.925328473	0.941875278	NA	NA	NA
Ecoli_BW	Puromycin 2 rep 2	0.840498497	0.864347443	0.81012224	0.839472133	0.866507164	NA	NA	NA
Ecoli_BW	Puromycin 3	1.018813362	1.001193088	0.94708948	0.947075775	0.982339498	NA	NA	NA
Ecoli_BW	Puromycin 3 rep 2	0.850411764	0.794918899	0.848433936	0.849388403	0.828163713	NA	NA	NA
Ecoli_BW	Pyocyanin 1	0.254613717	0.521098018	0.338741009	0.273798066	0.374826663	NA	NA	NA
Ecoli_BW	Pyocyanin 1 rep 2	0.43396832	0.596412721	0.47004046	0.345846752	0.517821794	NA	NA	NA
Ecoli_BW	Pyocyanin 2	0.550327808	0.790989963	0.720753928	0.528145941	0.713235901	NA	NA	NA
Ecoli_BW	Pyocyanin 2 rep 2	0.643179706	0.774732153	0.757361968	0.566636504	0.713169133	NA	NA	NA
Ecoli_BW	Pyocyanin 3	0.694295921	0.830791307	0.853974177	0.740762227	0.886814349	NA	NA	NA
Ecoli_BW	Pyocyanin 3 rep 2	0.792642987	0.791286074	0.79760502	0.698241672	0.726320201	NA	NA	NA
Ecoli_BW	Reserpine 1	1.029659567	0.911577744	1.010038971	0.922577642	0.948044762	NA	NA	NA
Ecoli_BW	Reserpine 1 rep 2	0.952532268	0.911805765	1.015849772	0.919078233	0.910544584	NA	NA	NA
Ecoli_BW	Reserpine 2	1.013972899	0.855272414	1.015254063	0.942909699	0.884482659	NA	NA	NA
Ecoli_BW	Reserpine 2 rep 2	1.001727348	0.920921406	1.033170954	0.915033179	0.908901485	NA	NA	NA
Ecoli_BW	Reserpine 3	1.041586575	0.903451485	1.005491137	0.94115003	0.959204315	NA	NA	NA
Ecoli_BW	Reserpine 3 rep 2	1.032960478	1.037822543	1.048466793	1.015216814	0.993252619	NA	NA	NA
Ecoli_BW	Rifampicin 1	0.44748039	0.598422573	NA	0.407412474	0.639051267	NA	NA	NA
Ecoli_BW	Rifampicin 1 rep 2	0.577179428	0.509812731	0.670138718	NA	0.542950526	NA	NA	NA
Ecoli_BW	Rifampicin 2	0.708892229	0.903017393	0.899481994	0.826174962	0.992252731	NA	NA	NA
Ecoli_BW	Rifampicin 2 rep 2	0.827317898	0.902662228	0.902794235	0.834406952	0.916094159	NA	NA	NA
Ecoli_BW	Rifampicin 3	0.792975573	0.93316237	0.939004205	0.880404571	1.035737892	NA	NA	NA
Ecoli_BW	Rifampicin 3 rep 2	0.884303177	0.859209147	0.903822601	0.857690664	0.904376321	NA	NA	NA
Ecoli_BW	SingleDrug	1.012904077	0.988583904	0.942662778	1.070354813	1.077749825	NA	NA	NA
Ecoli_BW	SingleDrug rep 2	0.968481149	0.950917278	0.94528216	0.988908638	1.061110755	NA	NA	NA
Ecoli_BW	SingleDrug rep 3	0.992066652	0.971918381	0.920839523	0.94758018	0.953680649	NA	NA	NA
Ecoli_BW	Spectinomycin 1	NA	0.659109452	0.604745812	0.647506677	0.648140854	NA	NA	NA
Ecoli_BW	Spectinomycin 1 rep 2	0.507239448	0.703828899	0.73087	0.700803134	0.723773049	NA	NA	NA
Ecoli_BW	Spectinomycin 2	0.767564433	0.766135809	0.732119782	0.768444046	0.674602578	NA	NA	NA
Ecoli_BW	Spectinomycin 2 rep 2	0.780476944	0.833607857	0.826020867	0.780718625	0.758461554	NA	NA	NA
Ecoli_BW	Spectinomycin 3	0.823846717	0.824785573	0.830472444	0.843578341	0.790944361	NA	NA	NA
Ecoli_BW	Spectinomycin 3 rep 2	0.828711724	0.885305833	0.8450997	0.816083973	0.817318881	NA	NA	NA
Ecoli_BW	Spiramycin 1	0.862895139	0.868114657	0.899522631	0.816438965	0.883990674	NA	NA	NA
Ecoli_BW	Spiramycin 1 rep 2	0.803989804	0.78131014	0.81105809	0.734766305	0.773198386	NA	NA	NA
Ecoli_BW	Spiramycin 2	0.906000029	0.897198513	0.895554373	0.845738939	0.90286674	NA	NA	NA
Ecoli_BW	Spiramycin 2 rep 2	0.871853019	0.81264659	0.864379139	0.81568289	0.848785911	NA	NA	NA
Ecoli_BW	Spiramycin 3	0.948462108	0.947427185	0.94009555	0.883262762	0.95388767	NA	NA	NA
Ecoli_BW	Spiramycin 3 rep 2	0.902023842	0.862404675	0.926843223	0.873898753	0.822094837	NA	NA	NA
Ecoli_BW	Sulfamonomethoxine 1	1.011561499	1.013321332	0.942707855	1.110424249	1.11944271	NA	NA	NA
Ecoli_BW	Sulfamonomethoxine 1 rep 2	0.96863915	0.998782423	0.952829284	1.002475535	1.056055305	NA	NA	NA
Ecoli_BW	Sulfamonomethoxine 2	0.923939375	0.998593328	0.93882391	0.95512625	0.965107683	NA	NA	NA
Ecoli_BW	Sulfamonomethoxine 2 rep 2	0.937658923	0.948734325	0.927625735	0.954336545	0.998458033	NA	NA	NA
Ecoli_BW	Sulfamonomethoxine 3	0.883410414	0.984640383	0.905886787	0.911637971	0.907512433	NA	NA	NA
Ecoli_BW	Sulfamonomethoxine 3 rep 2	0.90618277	0.901208126	0.915586156	0.921078146	0.877213508	NA	NA	NA
Ecoli_BW	Teicoplanin 1	0.943901822	0.918378368	0.900795922	0.899391796	0.888994106	NA	NA	NA
Ecoli_BW	Teicoplanin 1 rep 2	0.933965516	1.009722321	1.01438142	0.899848097	0.955460078	NA	NA	NA
Ecoli_BW	Teicoplanin 2	0.937248006	0.878378351	0.900498496	0.898618633	0.897749953	NA	NA	NA
Ecoli_BW	Teicoplanin 2 rep 2	0.925158646	0.910755679	0.980638358	0.883238533	0.905318896	NA	NA	NA
Ecoli_BW	Teicoplanin 3	0.939427102	0.892675413	0.921328829	0.918767176	0.913224378	NA	NA	NA
Ecoli_BW	Teicoplanin 3 rep 2	0.913125065	0.95546639	0.945964127	0.902525188	0.927626678	NA	NA	NA
Ecoli_BW	Theophylline 1	0.986562664	0.887876849	0.935392926	0.917753775	0.925080496	NA	NA	NA
Ecoli_BW	Theophylline 1 rep 2	1.057292057	0.908213673	0.942063477	0.994355153	0.924814353	NA	NA	NA
Ecoli_BW	Theophylline 2	0.905658892	0.865461388	0.911724414	0.904561682	0.901789024	NA	NA	NA
Ecoli_BW	Theophylline 2 rep 2	1.024822801	0.922080943	0.913159029	0.931171453	0.901307731	NA	NA	NA
Ecoli_BW	Theophylline 3	0.936296902	0.921962632	0.911733581	0.909039973	0.891220772	NA	NA	NA
Ecoli_BW	Theophylline 3 rep 2	1.13047896	1.057405631	0.995710548	1.059269462	1.041206458	NA	NA	NA
Ecoli_BW	Tigecycline 1	0.908005703	0.841248672	0.896578852	0.907741755	0.877191433	NA	NA	NA
Ecoli_BW	Tigecycline 1 rep 2	0.923050637	0.919083238	0.900735451	0.943011983	0.947946562	NA	NA	NA
Ecoli_BW	Tigecycline 2	0.902006867	0.847333232	0.906741043	0.91092721	0.857817118	NA	NA	NA
Ecoli_BW	Tigecycline 2 rep 2	0.901716839	0.904762987	0.877053044	0.89635394	0.90439955	NA	NA	NA
Ecoli_BW	Tigecycline 3	0.900060369	0.867892175	0.906251459	0.883753335	0.875622883	NA	NA	NA
Ecoli_BW	Tigecycline 3 rep 2	1.004310385	1.060935932	0.955788848	1.037186625	1.050460861	NA	NA	NA
Ecoli_BW	Tobramycin 1	0	0.767618608	0.646287736	0.139171081	0	NA	NA	NA
Ecoli_BW	Tobramycin 1 rep 2	0	0.681219736	NA	0.511937413	0	NA	NA	NA
Ecoli_BW	Tobramycin 2	0.923177919	0.882960904	0.866349824	0.804001634	0.791026099	NA	NA	NA
Ecoli_BW	Tobramycin 2 rep 2	0.83870889	0.828003851	0.80903436	0.842290609	0.826238354	NA	NA	NA
Ecoli_BW	Tobramycin 3	0.950304403	0.928794877	0.903331425	0.859895385	0.923217289	NA	NA	NA
Ecoli_BW	Tobramycin 3 rep 2	0.878469681	0.830667412	0.911370859	0.868165543	0.830516782	NA	NA	NA
Ecoli_BW	Trimethoprim 1	0.649948486	0.490122238	0.507900278	0.687880811	0.643345402	NA	NA	NA
Ecoli_BW	Trimethoprim 1 rep 2	0.690189468	0.506283232	0.544138835	0.718299028	0.718116275	NA	NA	NA
Ecoli_BW	Trimethoprim 2	0.715774097	0.630476214	0.629854867	0.808821548	0.719285319	NA	NA	NA
Ecoli_BW	Trimethoprim 2 rep 2	0.756140447	0.654360987	0.765420906	0.844429498	0.88565905	NA	NA	NA
Ecoli_BW	Trimethoprim 3	0.819623872	0.7816418	0.75922034	0.863935387	0.870695234	NA	NA	NA
Ecoli_BW	Trimethoprim 3 rep 2	0.842364821	0.816205392	0.942910886	0.958546353	1.009609956	NA	NA	NA
Ecoli_BW	Vanillin 1	0.853441019	0.895743441	0.893584593	0.849098797	0.89411788	NA	NA	NA
Ecoli_BW	Vanillin 1 rep 2	0.892619164	0.900869739	0.893427804	0.855765597	0.882909632	NA	NA	NA
Ecoli_BW	Vanillin 2	0.907316013	0.909114659	0.953824432	0.904747308	0.928024454	NA	NA	NA
Ecoli_BW	Vanillin 2 rep 2	0.993907431	0.941194191	0.955584269	0.957281762	0.968315011	NA	NA	NA
Ecoli_BW	Vanillin 3	0.990558039	0.972178072	0.962211965	0.950282423	1.037781592	NA	NA	NA
Ecoli_BW	Vanillin 3 rep 2	0.994586494	0.947027693	0.971713347	0.990636365	0.957094335	NA	NA	NA
Ecoli_BW	Verapamil 1	0.882254557	0.888308491	0.910146853	0.912686189	0.974275251	NA	NA	NA
Ecoli_BW	Verapamil 1 rep 2	0.97196028	0.915600389	1.044296868	0.903901543	0.974019919	NA	NA	NA
Ecoli_BW	Verapamil 2	0.920625043	0.894195924	0.866984196	0.876646252	0.938822107	NA	NA	NA
Ecoli_BW	Verapamil 2 rep 2	0.951717239	0.919911893	0.974863036	0.909264792	0.927146422	NA	NA	NA
Ecoli_BW	Verapamil 3	0.991370941	1.006959104	0.894669853	0.94437291	0.995925932	NA	NA	NA
Ecoli_BW	Verapamil 3 rep 2	1.016938031	0.937614308	0.95413133	0.89452668	0.906302906	NA	NA	NA
PA_01	A22 1 	0.859297904	NA	0.853712481	NA	0.866310043	NA	0.859302424	NA
PA_01	A22 1 rep 2	0.853989669	NA	0.876561924	NA	0.897445571	NA	0.853484381	NA
PA_01	A22 2 	0.886766816	NA	0.886322951	NA	0.897914284	NA	0.898994244	NA
PA_01	A22 2 rep 2	0.85304043	NA	0.878860464	NA	0.920258235	NA	0.850108485	NA
PA_01	A22 3 	0.937798836	NA	0.895667105	NA	0.92947695	NA	0.914578124	NA
