"drug_pair","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","ppx_5","ppx_15","ppx_25","ppx_35","ppx_45","ppx_55","ppx_65","ppx_75","ppx_85","ppx_95","ppx_105","ppx_115","ppx_125","ppx_135","ppx_145","ppx_155","ppx_165","ppx_175","ppx_185","ppx_195","ppx_205","ppx_215","ppx_225","ppx_235","ppx_245","ppx_255","ppx_265","ppx_275","ppx_285","ppx_295","ppx_305","ppx_315","ppx_325","ppx_335","ppx_345","ppx_355","ppx_365","ppx_375","ppx_385","ppx_395","ppx_405","ppx_415","ppx_425","ppx_435","ppx_445","ppx_455","ppx_465","ppx_475","ppx_485","ppx_495","ppx_505","ppx_515","ppx_525","ppx_535","ppx_545","ppx_555","ppx_565","ppx_575","ppx_585","ppx_595","ppx_605","ppx_615","ppx_625","ppx_635","ppx_645","ppx_655","ppx_665","ppx_675","ppx_685","ppx_695","ppx_705","ppx_715","ppx_725","ppx_735","ppx_745","ppx_755","ppx_765","ppx_775","ppx_785","ppx_795","ppx_805","ppx_815","ppx_825","ppx_835","ppx_845","ppx_855","ppx_865","ppx_875","ppx_885","ppx_895","ppx_905","ppx_915","ppx_925","ppx_935","ppx_945","ppx_955","ppx_965","ppx_975","ppx_985","ppx_995","ppx_1005","ppx_1015","ppx_1025","ppx_1035","ppx_1045","ppx_1055","ppx_1065","ppx_1075","ppx_1085","ppx_1095","ppx_1105","ppx_1115","ppx_1125","ppx_1135","ppx_1145","ppx_1155","ppx_1165","ppx_1175","ppx_1185","ppx_1195","ppx_1205","ppx_1215","ppx_1225","ppx_1235","ppx_1245","ppx_1255","ppx_1265","ppx_1275","ppx_1285","ppx_1295","ppx_1305","ppx_1315","ppx_1325","ppx_1335","ppx_1345","ppx_1355","ppx_1365","ppx_1375","ppx_1385","ppx_1395","ppx_1405","ppx_1415","ppx_1425","ppx_1435","ppx_1445","ppx_1455","ppx_1465","ppx_1475","ppx_1485","ppx_1495","ppx_1505","ppx_1515","ppx_1525","ppx_1535","ppx_1545","ppx_1555","ppx_1565","ppx_1575","ppx_1585","ppx_1595","ppx_1605","ppx_1615","ppx_1625","ppx_1635","ppx_1645","ppx_1655","ppx_1665","ppx_1675","ppx_1685","ppx_1695","ppx_1705","ppx_1715","ppx_1725","ppx_1735","ppx_1745","ppx_1755","ppx_1765","ppx_1775","ppx_1785","ppx_1795","ppx_1805","ppx_1815","ppx_1825","ppx_1835","ppx_1845","ppx_1855","ppx_1865","ppx_1875","ppx_1885","ppx_1895","ppx_1905","ppx_1915","ppx_1925","ppx_1935","ppx_1945","ppx_1955","ppx_1965","ppx_1975","ppx_1985","ppx_1995","ppx_2005","ppx_2015","ppx_2025","ppx_2035","ppx_2045","ppx_2055","ppx_2065","ppx_2075","ppx_2085","ppx_2095","ppx_2105","ppx_2115","ppx_2125","ppx_2135","ppx_2145","ppx_2155","ppx_2165","ppx_2175","ppx_2185","ppx_2195","ppx_2205","ppx_2215","ppx_2225","ppx_2235","ppx_2245","ppx_2255","ppx_2265","ppx_2275","ppx_2285","ppx_2295","ppx_2305","ppx_2315","ppx_2325","ppx_2335","ppx_2345","ppx_2355","ppx_2365","ppx_2375","ppx_2385","ppx_2395","ppx_2405","ppx_2415","ppx_2425","ppx_2435","ppx_2445","ppx_2455","ppx_2465","ppx_2475","ppx_2485","ppx_2495","ppx_2505"
"CCCP_Spectinomycin","CCCP","Spectinomycin","CCCP-Spectinomycin","CCCP","SPT",0,"PMF","aminoglycoside","aminoglycoside-PMF",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.07712156,-0.040937894,-0.07076325,0.075612334,-0.050699852,-0.027098654,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","R","S","SS","SS","SS","SS","RR","RS",-1,-1,-1,-1,1,0,-3,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,6,6,16,16,32,32,0.51,0.53,0.58,0.66,0.72,0.67,30,88,49,38,5,7,11,13,11,10,12,9,8,8,8,9,1,2,1,7,6,5,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_Tobramycin","CCCP","Tobramycin","CCCP-Tobramycin","CCCP","TOB",0,"PMF","aminoglycoside","aminoglycoside-PMF",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.076974578,-0.034923763,-0.04919129,-0.041235703,-0.057828869,0.046207187,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","R","S","R","S","S","SS","SR","SS","SR","RS","RS",-1,0,-1,0,0,0,-2,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,1,1,2,2,1,1,0,0.83,0,0.85,0,0,79,35,9,6,11,9,14,9,8,11,13,10,9,9,9,9,7,2,10,8,2,6,2,2,4,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_Erythromycin","CCCP","Erythromycin","CCCP-Erythromycin","CCCP","ERI",0,"PMF","macrolide","macrolide-PMF",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.046120923,0.054291702,-0.097845607,0.044579386,-0.043787049,0.015142421,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,15,15,32,32,32,32,0.54,0.65,0.52,0.49,0.61,0.59,45,3,1,2,5,7,11,13,11,10,12,9,8,10,8,10,1,2,1,7,1,1,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,2,2,2,2,1,1,2,1,1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_Clarithromycin","CCCP","Clarithromycin","CCCP-Clarithromycin","CCCP","CLR",0,"PMF","macrolide","macrolide-PMF",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.045961258,-0.050789886,-0.1032972,-0.085455132,-0.020872388,-0.026215548,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,30,30,30,30,60,60,0.45,0.57,0.6,0.54,0.36,0.44,169,19,9,6,11,9,14,9,8,11,13,10,9,9,9,9,7,2,10,8,2,6,2,2,2,2,3,2,4,2,2,3,2,2,1,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_Procaine","CCCP","Procaine","CCCP-Procaine","CCCP","PRC",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",0.042957092,0.034676865,0.030417402,0.049358508,0.041597054,-0.02241402,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,13,30,17,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_Loperamide","CCCP","Loperamide","CCCP-Loperamide","CCCP","LOP",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",-0.180968253,-0.14417045,-0.28445919,-0.050597461,-0.148902209,-0.116942336,"Synergy","Synergy","Additivity","Additivity","Synergy","Synergy",-1,-1,0,0,-1,-1,-4,"S","S","S","S","R","R","S","S","R","R","R","R","SS","SS","SR","SR","RR","RR",-1,-1,0,0,1,1,0,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,200,200,200,200,200,200,0.59,0.66,0.82,0.85,0.71,0.79,10,70,28,21,20,17,6,11,10,9,8,7,5,2,5,7,2,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_Meropenem","CCCP","Meropenem","CCCP-Meropenem","CCCP","MEM",0,"PMF","beta-lactam","beta-lactam-PMF",0,"PMF","cell wall","cell wall-PMF",0,"research used drug","antibiotic","antibiotic-research used drug",-0.072953319,-0.065290769,-0.021950109,-0.059253404,-0.044976186,0.040424631,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,12,7,8,5,4,2,2,5,4,2,5,3,2,2,2,2,2,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,2,1,2,2,1,2,3,1,1,2,1,2,1,3,1,1,2,1,3,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_CHIR-90","CCCP","CHIR-90","CCCP-CHIR-90","CCCP","CHIR90",0,"PMF","LPS","LPS-PMF",0,"PMF","membrane","membrane-PMF",1,"research used drug","research used drug","research used drug-research used drug",0,0.116141583,-0.119896014,-0.076124409,-0.02261487,-0.077185504,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","R","S","SS","SS","SS","SS","RR","RS",-1,-1,-1,-1,1,0,-3,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,0.06,0.06,0.125,0.125,0.125,0.125,0,0.18,0,0.45,0.99,0,223,10,14,9,16,18,19,19,18,12,17,3,2,9,2,2,7,3,3,8,2,6,2,2,4,2,2,2,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,4,3,2,1,2,2,2,2,1,1,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,3,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_Gentamicin","CCCP","Gentamicin","CCCP-Gentamicin","CCCP","GEN",0,"PMF","aminoglycoside","aminoglycoside-PMF",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",-0.065598104,0.054806775,0.050699571,-0.064282057,0.006422378,0.000561678,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,125,17,15,26,27,27,24,20,20,16,6,14,10,5,10,5,2,4,2,3,4,3,3,4,2,4,4,4,3,4,4,4,4,3,2,3,3,3,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,2,1,1,1,2,2,2,1,1,3,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_Metformin","CCCP","Metformin","CCCP-Metformin","CCCP","MF",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",-0.040460714,-0.026256928,-0.059666983,0.080834258,0.015974365,0.040623189,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,127,2,11,17,14,21,17,17,16,15,15,13,4,4,4,5,5,4,4,6,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,3,1,2,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_Streptozotocin","CCCP","Streptozotocin","CCCP-Streptozotocin","CCCP","STZ",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",0.042563105,0.099605889,0.037932973,-0.074594049,0.033423659,-0.025555507,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","R","R","S","R","R","R","SR","SR","SS","SR","RR","RR",0,0,-1,0,1,1,1,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,10,10,10,10,10,10,0.84,0.79,0.55,0.7,1,0.98,25,14,22,10,6,10,8,7,7,3,6,5,3,3,3,3,3,2,3,4,2,2,2,2,4,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,3,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_Ciclopirox","CCCP","Ciclopirox","CCCP-Ciclopirox","CCCP","CPO",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",-0.215867811,-0.113856848,-0.055888651,-0.250214481,0.028252887,0.049531165,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","R","SS","SS","SS","SS","RS","RR",-1,-1,-1,-1,0,1,-3,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,10,10,10,10,10,10,0.27,0.15,0.3,0.27,0.58,0.75,265,105,35,41,28,22,22,18,15,2,5,12,2,2,2,2,2,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CCCP_Moxifloxacin","CCCP","Moxifloxacin","CCCP-Moxifloxacin","CCCP","MXF",0,"PMF","quinolones","PMF-quinolones",0,"PMF","DNA","DNA-PMF",0,"research used drug","antibiotic","antibiotic-research used drug",0.045977455,0.055878798,0.067463087,-0.087861484,-0.030234687,-0.132798171,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","R","S","SS","SS","SS","SS","RR","RS",-1,-1,-1,-1,1,0,-3,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,149,14,16,10,6,10,8,7,7,3,6,5,3,3,3,3,3,2,3,4,2,2,2,2,4,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
