"drugdrug","drug_pair","clusters"
"Clarithromycin-Mecillinam","Mecillinam_Clarithromycin",1
"Caffeine-Mecillinam","Mecillinam_Caffeine",2
"Mecillinam-Reserpine","Mecillinam_Reserpine",3
"Mecillinam-Theophylline","Mecillinam_Theophylline",3
"Loperamide-Mecillinam","Mecillinam_Loperamide",4
"Mecillinam-Meropenem","Mecillinam_Meropenem",2
"Colistin-Mecillinam","Mecillinam_Colistin",1
"CHIR-90-Mecillinam","Mecillinam_CHIR-90",1
"Mecillinam-Triclosan","Mecillinam_Triclosan",2
"Gentamicin-Mecillinam","Mecillinam_Gentamicin",1
"Azithromycin-Mecillinam","Mecillinam_Azithromycin",1
"Curcumin-Mecillinam","Mecillinam_Curcumin",1
"Berberine-Mecillinam","Mecillinam_Berberine",1
"Mecillinam-Metformin","Mecillinam_Metformin",1
"Mecillinam-Phenformin","Mecillinam_Phenformin",3
"Mecillinam-Streptozotocin","Mecillinam_Streptozotocin",1
"Diclofenac-Mecillinam","Mecillinam_Diclofenac",2
"Acetylsalisylic acid-Mecillinam","Mecillinam_Acetylsalisylic acid",3
"Ciclopirox-Mecillinam","Mecillinam_Ciclopirox",1
"Mecillinam-Moxifloxacin","Mecillinam_Moxifloxacin",1
"Mecillinam-Phleomycin","Mecillinam_Phleomycin",2
"Aztreonam-Penicillin G","Aztreonam_Penicillin G",2
"Aztreonam-Imipenem","Aztreonam_Imipenem",2
"Aztreonam-Clofazimine","Aztreonam_Clofazimine",3
"Aztreonam-Doxorubicin","Aztreonam_Doxorubicin",2
"Aztreonam-Mitomycin C","Aztreonam_Mitomycin C",1
"Aztreonam-Bleomycin","Aztreonam_Bleomycin",1
"Aztreonam-Cerulenin","Aztreonam_Cerulenin",3
"Aztreonam-Daptomycin","Aztreonam_Daptomycin",3
"Aztreonam-Nonactin","Aztreonam_Nonactin",3
"Aztreonam-Puromycin","Aztreonam_Puromycin",1
"Aztreonam-Linezolid","Aztreonam_Linezolid",3
"Aztreonam-Tigecycline","Aztreonam_Tigecycline",3
"Aztreonam-Clarithromycin","Aztreonam_Clarithromycin",1
"Aztreonam-Caffeine","Aztreonam_Caffeine",1
"Aztreonam-Reserpine","Aztreonam_Reserpine",1
"Aztreonam-Theophylline","Aztreonam_Theophylline",3
"Aztreonam-Meropenem","Aztreonam_Meropenem",2
"Aztreonam-Colistin","Aztreonam_Colistin",1
"Aztreonam-CHIR-90","Aztreonam_CHIR-90",2
"Aztreonam-Triclosan","Aztreonam_Triclosan",2
"Aztreonam-Gentamicin","Aztreonam_Gentamicin",1
"Azithromycin-Aztreonam","Aztreonam_Azithromycin",1
"Aztreonam-Curcumin","Aztreonam_Curcumin",1
"Aztreonam-Berberine","Aztreonam_Berberine",1
"Aztreonam-Metformin","Aztreonam_Metformin",1
"Aztreonam-Phenformin","Aztreonam_Phenformin",3
"Aztreonam-Streptozotocin","Aztreonam_Streptozotocin",2
"Aztreonam-Diclofenac","Aztreonam_Diclofenac",1
"Acetylsalisylic acid-Aztreonam","Aztreonam_Acetylsalisylic acid",1
"Aztreonam-Ciclopirox","Aztreonam_Ciclopirox",1
"Aztreonam-Moxifloxacin","Aztreonam_Moxifloxacin",1
"Aztreonam-Phleomycin","Aztreonam_Phleomycin",1
"Cephalexin-Penicillin G","Cephalexin_Penicillin G",4
"Cephalexin-Imipenem","Cephalexin_Imipenem",1
"Cephalexin-Mecillinam","Cephalexin_Mecillinam",3
"Aztreonam-Cephalexin","Cephalexin_Aztreonam",1
"A22-Cephalexin","Cephalexin_A22",3
"Cephalexin-Teicoplanin","Cephalexin_Teicoplanin",2
"Cephalexin-Metronidazole","Cephalexin_Metronidazole",3
"Cephalexin-Clofazimine","Cephalexin_Clofazimine",1
"Cephalexin-Doxorubicin","Cephalexin_Doxorubicin",1
"Cephalexin-Mitomycin C","Cephalexin_Mitomycin C",2
"Cephalexin-Rifampicin","Cephalexin_Rifampicin",4
"Bleomycin-Cephalexin","Cephalexin_Bleomycin",1
"Cephalexin-Chlorhexidine","Cephalexin_Chlorhexidine",2
"Cephalexin-EGCG","Cephalexin_EGCG",3
"Cephalexin-Cerulenin","Cephalexin_Cerulenin",1
"Cephalexin-Nisin","Cephalexin_Nisin",3
"Cephalexin-Daptomycin","Cephalexin_Daptomycin",1
"Cephalexin-Nonactin","Cephalexin_Nonactin",1
"Cephalexin-Puromycin","Cephalexin_Puromycin",3
"Cephalexin-Linezolid","Cephalexin_Linezolid",1
"Cephalexin-Minocycline","Cephalexin_Minocycline",3
"Cephalexin-Tigecycline","Cephalexin_Tigecycline",1
"Cephalexin-Tobramycin","Cephalexin_Tobramycin",2
"Cephalexin-Clarithromycin","Cephalexin_Clarithromycin",2
"Caffeine-Cephalexin","Cephalexin_Caffeine",2
"Cephalexin-Reserpine","Cephalexin_Reserpine",1
"Cephalexin-Theophylline","Cephalexin_Theophylline",1
"Cephalexin-Loperamide","Cephalexin_Loperamide",3
"Cephalexin-Meropenem","Cephalexin_Meropenem",2
"Cephalexin-Colistin","Cephalexin_Colistin",2
"Cephalexin-CHIR-90","Cephalexin_CHIR-90",2
"Cephalexin-Triclosan","Cephalexin_Triclosan",2
"Cephalexin-Gentamicin","Cephalexin_Gentamicin",2
"Azithromycin-Cephalexin","Cephalexin_Azithromycin",2
"Cephalexin-Curcumin","Cephalexin_Curcumin",1
"Berberine-Cephalexin","Cephalexin_Berberine",4
"Cephalexin-Metformin","Cephalexin_Metformin",1
"Cephalexin-Phenformin","Cephalexin_Phenformin",2
"Cephalexin-Streptozotocin","Cephalexin_Streptozotocin",4
"Cephalexin-Diclofenac","Cephalexin_Diclofenac",4
"Acetylsalisylic acid-Cephalexin","Cephalexin_Acetylsalisylic acid",2
"Cephalexin-Ciclopirox","Cephalexin_Ciclopirox",2
"Cephalexin-Moxifloxacin","Cephalexin_Moxifloxacin",3
"Cephalexin-Phleomycin","Cephalexin_Phleomycin",3
"A22-Penicillin G","A22_Penicillin G",2
"A22-Imipenem","A22_Imipenem",2
"A22-Aztreonam","A22_Aztreonam",2
"A22-Teicoplanin","A22_Teicoplanin",3
"A22-Metronidazole","A22_Metronidazole",3
"A22-Clofazimine","A22_Clofazimine",3
"A22-Doxorubicin","A22_Doxorubicin",3
"A22-Mitomycin C","A22_Mitomycin C",1
"A22-Rifampicin","A22_Rifampicin",1
"A22-Bleomycin","A22_Bleomycin",2
"A22-Chlorhexidine","A22_Chlorhexidine",2
"A22-EGCG","A22_EGCG",4
"A22-Cerulenin","A22_Cerulenin",3
"A22-Nisin","A22_Nisin",3
"A22-Daptomycin","A22_Daptomycin",3
"A22-Nonactin","A22_Nonactin",1
"A22-Puromycin","A22_Puromycin",1
"A22-Linezolid","A22_Linezolid",1
"A22-Minocycline","A22_Minocycline",3
"A22-Tigecycline","A22_Tigecycline",3
"A22-Tobramycin","A22_Tobramycin",2
"A22-Clarithromycin","A22_Clarithromycin",4
"A22-Caffeine","A22_Caffeine",4
"A22-Reserpine","A22_Reserpine",1
"A22-Theophylline","A22_Theophylline",3
"A22-Loperamide","A22_Loperamide",1
"A22-Meropenem","A22_Meropenem",2
"A22-Colistin","A22_Colistin",1
"A22-CHIR-90","A22_CHIR-90",1
"A22-Triclosan","A22_Triclosan",2
"A22-Gentamicin","A22_Gentamicin",1
"A22-Azithromycin","A22_Azithromycin",4
"A22-Curcumin","A22_Curcumin",1
"A22-Berberine","A22_Berberine",1
"A22-Metformin","A22_Metformin",1
"A22-Phenformin","A22_Phenformin",2
"A22-Streptozotocin","A22_Streptozotocin",1
"A22-Diclofenac","A22_Diclofenac",4
"A22-Acetylsalisylic acid","A22_Acetylsalisylic acid",1
"A22-Ciclopirox","A22_Ciclopirox",2
"A22-Moxifloxacin","A22_Moxifloxacin",1
"A22-Phleomycin","A22_Phleomycin",2
"Cycloserine D-Oxacillin","Cycloserine D_Oxacillin",2
"Cefotaxime-Cycloserine D","Cycloserine D_Cefotaxime",2
"Cefaclor-Cycloserine D","Cycloserine D_Cefaclor",2
"Cefsulodin-Cycloserine D","Cycloserine D_Cefsulodin",2
"Cycloserine D-Piperacillin","Cycloserine D_Piperacillin",2
"Cycloserine D-Penicillin G","Cycloserine D_Penicillin G",2
"Cycloserine D-Imipenem","Cycloserine D_Imipenem",2
"Cycloserine D-Mecillinam","Cycloserine D_Mecillinam",2
"Aztreonam-Cycloserine D","Cycloserine D_Aztreonam",2
"Cephalexin-Cycloserine D","Cycloserine D_Cephalexin",1
"A22-Cycloserine D","Cycloserine D_A22",2
"Cycloserine D-Teicoplanin","Cycloserine D_Teicoplanin",2
"Bacitracin-Cycloserine D","Cycloserine D_Bacitracin",2
"Cycloserine D-Fosfomycin","Cycloserine D_Fosfomycin",4
"Cycloserine D-Metronidazole","Cycloserine D_Metronidazole",3
"Clofazimine-Cycloserine D","Cycloserine D_Clofazimine",1
"Cycloserine D-Doxorubicin","Cycloserine D_Doxorubicin",3
"Cycloserine D-Mitomycin C","Cycloserine D_Mitomycin C",4
"Cycloserine D-Rifampicin","Cycloserine D_Rifampicin",1
"Cycloserine D-Novobiocin","Cycloserine D_Novobiocin",4
"Cycloserine D-Levofloxacin","Cycloserine D_Levofloxacin",1
"Cycloserine D-Trimethoprim","Cycloserine D_Trimethoprim",3
"Cycloserine D-Sulfamonomethoxine","Cycloserine D_Sulfamonomethoxine",2
"Cycloserine D-Nitrofurantoin","Cycloserine D_Nitrofurantoin",3
"Bleomycin-Cycloserine D","Cycloserine D_Bleomycin",4
"Cycloserine D-Polymyxin B","Cycloserine D_Polymyxin B",3
"Chlorhexidine-Cycloserine D","Cycloserine D_Chlorhexidine",1
"Benzalkonium-Cycloserine D","Cycloserine D_Benzalkonium",1
"Cycloserine D-EGCG","Cycloserine D_EGCG",4
"Cerulenin-Cycloserine D","Cycloserine D_Cerulenin",4
"Cycloserine D-Nisin","Cycloserine D_Nisin",2
"Cycloserine D-Daptomycin","Cycloserine D_Daptomycin",1
"CCCP-Cycloserine D","Cycloserine D_CCCP",2
"Cycloserine D-Nonactin","Cycloserine D_Nonactin",4
"Cycloserine D-Paraquat","Cycloserine D_Paraquat",2
"Cycloserine D-Fusidic acid","Cycloserine D_Fusidic acid",2
"Cycloserine D-Puromycin","Cycloserine D_Puromycin",2
"Cycloserine D-Linezolid","Cycloserine D_Linezolid",4
"Clindamycin-Cycloserine D","Cycloserine D_Clindamycin",4
"Cycloserine D-Doxycycline","Cycloserine D_Doxycycline",1
"Cycloserine D-Minocycline","Cycloserine D_Minocycline",3
"Cycloserine D-Tigecycline","Cycloserine D_Tigecycline",2
"Cycloserine D-Spectinomycin","Cycloserine D_Spectinomycin",1
"Amikacin-Cycloserine D","Cycloserine D_Amikacin",1
"Cycloserine D-Tobramycin","Cycloserine D_Tobramycin",1
"Cycloserine D-Spiramycin","Cycloserine D_Spiramycin",4
"Cycloserine D-Erythromycin","Cycloserine D_Erythromycin",4
"Clarithromycin-Cycloserine D","Cycloserine D_Clarithromycin",2
"Caffeine-Cycloserine D","Cycloserine D_Caffeine",2
"Cycloserine D-Vanillin","Cycloserine D_Vanillin",2
"Cycloserine D-Reserpine","Cycloserine D_Reserpine",1
"Cycloserine D-Procaine","Cycloserine D_Procaine",4
"Cycloserine D-Theophylline","Cycloserine D_Theophylline",2
"Cycloserine D-Loperamide","Cycloserine D_Loperamide",2
"Cycloserine D-Verapamil","Cycloserine D_Verapamil",4
"Cycloserine D-Meropenem","Cycloserine D_Meropenem",2
"Colistin-Cycloserine D","Cycloserine D_Colistin",4
"CHIR-90-Cycloserine D","Cycloserine D_CHIR-90",1
"Cycloserine D-Triclosan","Cycloserine D_Triclosan",2
"Cycloserine D-Gentamicin","Cycloserine D_Gentamicin",1
"Azithromycin-Cycloserine D","Cycloserine D_Azithromycin",4
"Curcumin-Cycloserine D","Cycloserine D_Curcumin",1
"Berberine-Cycloserine D","Cycloserine D_Berberine",4
"Cycloserine D-Metformin","Cycloserine D_Metformin",4
"Cycloserine D-Phenformin","Cycloserine D_Phenformin",2
"Cycloserine D-Streptozotocin","Cycloserine D_Streptozotocin",3
"Cycloserine D-Diclofenac","Cycloserine D_Diclofenac",2
"Acetylsalisylic acid-Cycloserine D","Cycloserine D_Acetylsalisylic acid",2
"Ciclopirox-Cycloserine D","Cycloserine D_Ciclopirox",4
"Cycloserine D-Moxifloxacin","Cycloserine D_Moxifloxacin",1
"Cycloserine D-Phleomycin","Cycloserine D_Phleomycin",1
"Penicillin G-Teicoplanin","Teicoplanin_Penicillin G",3
"Imipenem-Teicoplanin","Teicoplanin_Imipenem",1
"Aztreonam-Teicoplanin","Teicoplanin_Aztreonam",1
"Metronidazole-Teicoplanin","Teicoplanin_Metronidazole",2
"Clofazimine-Teicoplanin","Teicoplanin_Clofazimine",3
"Doxorubicin-Teicoplanin","Teicoplanin_Doxorubicin",1
"Mitomycin C-Teicoplanin","Teicoplanin_Mitomycin C",2
"Rifampicin-Teicoplanin","Teicoplanin_Rifampicin",4
"Bleomycin-Teicoplanin","Teicoplanin_Bleomycin",1
"Chlorhexidine-Teicoplanin","Teicoplanin_Chlorhexidine",2
"EGCG-Teicoplanin","Teicoplanin_EGCG",3
"Cerulenin-Teicoplanin","Teicoplanin_Cerulenin",3
"Nisin-Teicoplanin","Teicoplanin_Nisin",3
"Daptomycin-Teicoplanin","Teicoplanin_Daptomycin",3
"Nonactin-Teicoplanin","Teicoplanin_Nonactin",1
"Puromycin-Teicoplanin","Teicoplanin_Puromycin",3
"Linezolid-Teicoplanin","Teicoplanin_Linezolid",1
"Teicoplanin-Tigecycline","Teicoplanin_Tigecycline",4
"Clarithromycin-Teicoplanin","Teicoplanin_Clarithromycin",2
"Caffeine-Teicoplanin","Teicoplanin_Caffeine",3
"Reserpine-Teicoplanin","Teicoplanin_Reserpine",2
"Teicoplanin-Theophylline","Teicoplanin_Theophylline",2
"Meropenem-Teicoplanin","Teicoplanin_Meropenem",2
"Colistin-Teicoplanin","Teicoplanin_Colistin",4
"CHIR-90-Teicoplanin","Teicoplanin_CHIR-90",2
"Teicoplanin-Triclosan","Teicoplanin_Triclosan",4
"Gentamicin-Teicoplanin","Teicoplanin_Gentamicin",4
"Azithromycin-Teicoplanin","Teicoplanin_Azithromycin",2
"Curcumin-Teicoplanin","Teicoplanin_Curcumin",2
"Berberine-Teicoplanin","Teicoplanin_Berberine",2
"Metformin-Teicoplanin","Teicoplanin_Metformin",4
"Phenformin-Teicoplanin","Teicoplanin_Phenformin",2
"Streptozotocin-Teicoplanin","Teicoplanin_Streptozotocin",1
"Diclofenac-Teicoplanin","Teicoplanin_Diclofenac",2
"Acetylsalisylic acid-Teicoplanin","Teicoplanin_Acetylsalisylic acid",2
"Ciclopirox-Teicoplanin","Teicoplanin_Ciclopirox",2
"Moxifloxacin-Teicoplanin","Teicoplanin_Moxifloxacin",4
"Phleomycin-Teicoplanin","Teicoplanin_Phleomycin",3
"Bacitracin-Cefotaxime","Bacitracin_Cefotaxime",2
"Bacitracin-Cefaclor","Bacitracin_Cefaclor",2
"Bacitracin-Cefsulodin","Bacitracin_Cefsulodin",2
"Bacitracin-Piperacillin","Bacitracin_Piperacillin",4
"Bacitracin-Penicillin G","Bacitracin_Penicillin G",2
"Bacitracin-Imipenem","Bacitracin_Imipenem",2
"Bacitracin-Mecillinam","Bacitracin_Mecillinam",2
"Aztreonam-Bacitracin","Bacitracin_Aztreonam",2
"Bacitracin-Cephalexin","Bacitracin_Cephalexin",3
"A22-Bacitracin","Bacitracin_A22",2
"Bacitracin-Teicoplanin","Bacitracin_Teicoplanin",2
"Bacitracin-Metronidazole","Bacitracin_Metronidazole",2
"Bacitracin-Clofazimine","Bacitracin_Clofazimine",1
"Bacitracin-Doxorubicin","Bacitracin_Doxorubicin",3
"Bacitracin-Mitomycin C","Bacitracin_Mitomycin C",2
"Bacitracin-Rifampicin","Bacitracin_Rifampicin",2
"Bacitracin-Levofloxacin","Bacitracin_Levofloxacin",2
"Bacitracin-Trimethoprim","Bacitracin_Trimethoprim",2
"Bacitracin-Sulfamonomethoxine","Bacitracin_Sulfamonomethoxine",2
"Bacitracin-Nitrofurantoin","Bacitracin_Nitrofurantoin",2
"Bacitracin-Bleomycin","Bacitracin_Bleomycin",2
"Bacitracin-Polymyxin B","Bacitracin_Polymyxin B",2
"Bacitracin-Chlorhexidine","Bacitracin_Chlorhexidine",3
"Bacitracin-Benzalkonium","Bacitracin_Benzalkonium",1
"Bacitracin-EGCG","Bacitracin_EGCG",1
"Bacitracin-Cerulenin","Bacitracin_Cerulenin",2
"Bacitracin-Nisin","Bacitracin_Nisin",2
"Bacitracin-Daptomycin","Bacitracin_Daptomycin",1
"Bacitracin-CCCP","Bacitracin_CCCP",1
"Bacitracin-Nonactin","Bacitracin_Nonactin",1
"Bacitracin-Paraquat","Bacitracin_Paraquat",2
"Bacitracin-Fusidic acid","Bacitracin_Fusidic acid",3
"Bacitracin-Puromycin","Bacitracin_Puromycin",3
"Bacitracin-Linezolid","Bacitracin_Linezolid",1
"Bacitracin-Clindamycin","Bacitracin_Clindamycin",3
"Bacitracin-Minocycline","Bacitracin_Minocycline",2
"Bacitracin-Tigecycline","Bacitracin_Tigecycline",4
"Amikacin-Bacitracin","Bacitracin_Amikacin",1
"Bacitracin-Tobramycin","Bacitracin_Tobramycin",2
"Bacitracin-Spiramycin","Bacitracin_Spiramycin",1
"Bacitracin-Erythromycin","Bacitracin_Erythromycin",1
"Bacitracin-Clarithromycin","Bacitracin_Clarithromycin",3
"Bacitracin-Caffeine","Bacitracin_Caffeine",3
"Bacitracin-Vanillin","Bacitracin_Vanillin",1
"Bacitracin-Reserpine","Bacitracin_Reserpine",3
"Bacitracin-Procaine","Bacitracin_Procaine",1
"Bacitracin-Theophylline","Bacitracin_Theophylline",2
"Bacitracin-Loperamide","Bacitracin_Loperamide",2
"Bacitracin-Verapamil","Bacitracin_Verapamil",2
"Bacitracin-Meropenem","Bacitracin_Meropenem",2
"Bacitracin-Colistin","Bacitracin_Colistin",2
"Bacitracin-CHIR-90","Bacitracin_CHIR-90",2
"Bacitracin-Triclosan","Bacitracin_Triclosan",2
"Bacitracin-Gentamicin","Bacitracin_Gentamicin",2
"Azithromycin-Bacitracin","Bacitracin_Azithromycin",1
"Bacitracin-Curcumin","Bacitracin_Curcumin",1
"Bacitracin-Berberine","Bacitracin_Berberine",1
"Bacitracin-Metformin","Bacitracin_Metformin",1
"Bacitracin-Phenformin","Bacitracin_Phenformin",2
"Bacitracin-Streptozotocin","Bacitracin_Streptozotocin",4
"Bacitracin-Diclofenac","Bacitracin_Diclofenac",1
"Acetylsalisylic acid-Bacitracin","Bacitracin_Acetylsalisylic acid",2
"Bacitracin-Ciclopirox","Bacitracin_Ciclopirox",1
"Bacitracin-Moxifloxacin","Bacitracin_Moxifloxacin",2
"Bacitracin-Phleomycin","Bacitracin_Phleomycin",3
"Fosfomycin-Oxacillin","Fosfomycin_Oxacillin",2
"Cefotaxime-Fosfomycin","Fosfomycin_Cefotaxime",2
"Cefaclor-Fosfomycin","Fosfomycin_Cefaclor",4
"Cefsulodin-Fosfomycin","Fosfomycin_Cefsulodin",2
"Fosfomycin-Piperacillin","Fosfomycin_Piperacillin",2
"Fosfomycin-Penicillin G","Fosfomycin_Penicillin G",2
"Fosfomycin-Imipenem","Fosfomycin_Imipenem",2
"Fosfomycin-Mecillinam","Fosfomycin_Mecillinam",4
"Aztreonam-Fosfomycin","Fosfomycin_Aztreonam",2
"Cephalexin-Fosfomycin","Fosfomycin_Cephalexin",2
"A22-Fosfomycin","Fosfomycin_A22",1
"Fosfomycin-Teicoplanin","Fosfomycin_Teicoplanin",2
"Bacitracin-Fosfomycin","Fosfomycin_Bacitracin",2
"Fosfomycin-Metronidazole","Fosfomycin_Metronidazole",4
"Clofazimine-Fosfomycin","Fosfomycin_Clofazimine",4
"Doxorubicin-Fosfomycin","Fosfomycin_Doxorubicin",2
"Fosfomycin-Mitomycin C","Fosfomycin_Mitomycin C",1
"Fosfomycin-Rifampicin","Fosfomycin_Rifampicin",1
"Fosfomycin-Novobiocin","Fosfomycin_Novobiocin",1
"Fosfomycin-Levofloxacin","Fosfomycin_Levofloxacin",1
"Fosfomycin-Trimethoprim","Fosfomycin_Trimethoprim",1
"Fosfomycin-Sulfamonomethoxine","Fosfomycin_Sulfamonomethoxine",2
"Fosfomycin-Nitrofurantoin","Fosfomycin_Nitrofurantoin",2
"Bleomycin-Fosfomycin","Fosfomycin_Bleomycin",1
"Fosfomycin-Polymyxin B","Fosfomycin_Polymyxin B",1
"Chlorhexidine-Fosfomycin","Fosfomycin_Chlorhexidine",1
"Benzalkonium-Fosfomycin","Fosfomycin_Benzalkonium",1
"EGCG-Fosfomycin","Fosfomycin_EGCG",1
"Cerulenin-Fosfomycin","Fosfomycin_Cerulenin",1
"Fosfomycin-Nisin","Fosfomycin_Nisin",2
"Daptomycin-Fosfomycin","Fosfomycin_Daptomycin",4
"CCCP-Fosfomycin","Fosfomycin_CCCP",1
"Fosfomycin-Nonactin","Fosfomycin_Nonactin",3
"Fosfomycin-Paraquat","Fosfomycin_Paraquat",2
"Fosfomycin-Fusidic acid","Fosfomycin_Fusidic acid",1
"Fosfomycin-Puromycin","Fosfomycin_Puromycin",1
"Fosfomycin-Linezolid","Fosfomycin_Linezolid",1
"Clindamycin-Fosfomycin","Fosfomycin_Clindamycin",1
"Fosfomycin-Minocycline","Fosfomycin_Minocycline",1
"Fosfomycin-Tigecycline","Fosfomycin_Tigecycline",4
"Amikacin-Fosfomycin","Fosfomycin_Amikacin",4
"Fosfomycin-Tobramycin","Fosfomycin_Tobramycin",1
"Fosfomycin-Spiramycin","Fosfomycin_Spiramycin",1
"Erythromycin-Fosfomycin","Fosfomycin_Erythromycin",1
"Clarithromycin-Fosfomycin","Fosfomycin_Clarithromycin",1
"Caffeine-Fosfomycin","Fosfomycin_Caffeine",2
"Fosfomycin-Vanillin","Fosfomycin_Vanillin",2
"Fosfomycin-Reserpine","Fosfomycin_Reserpine",2
"Fosfomycin-Procaine","Fosfomycin_Procaine",1
"Fosfomycin-Theophylline","Fosfomycin_Theophylline",2
"Fosfomycin-Loperamide","Fosfomycin_Loperamide",2
"Fosfomycin-Verapamil","Fosfomycin_Verapamil",2
"Fosfomycin-Meropenem","Fosfomycin_Meropenem",2
"Colistin-Fosfomycin","Fosfomycin_Colistin",1
"CHIR-90-Fosfomycin","Fosfomycin_CHIR-90",4
"Fosfomycin-Triclosan","Fosfomycin_Triclosan",2
"Fosfomycin-Gentamicin","Fosfomycin_Gentamicin",1
"Azithromycin-Fosfomycin","Fosfomycin_Azithromycin",1
"Curcumin-Fosfomycin","Fosfomycin_Curcumin",1
"Berberine-Fosfomycin","Fosfomycin_Berberine",1
"Fosfomycin-Metformin","Fosfomycin_Metformin",1
"Fosfomycin-Phenformin","Fosfomycin_Phenformin",2
"Fosfomycin-Streptozotocin","Fosfomycin_Streptozotocin",1
"Diclofenac-Fosfomycin","Fosfomycin_Diclofenac",2
"Acetylsalisylic acid-Fosfomycin","Fosfomycin_Acetylsalisylic acid",2
"Ciclopirox-Fosfomycin","Fosfomycin_Ciclopirox",1
"Fosfomycin-Moxifloxacin","Fosfomycin_Moxifloxacin",1
"Fosfomycin-Phleomycin","Fosfomycin_Phleomycin",1
"Metronidazole-Penicillin G","Metronidazole_Penicillin G",2
"Imipenem-Metronidazole","Metronidazole_Imipenem",2
"Aztreonam-Metronidazole","Metronidazole_Aztreonam",2
"Clofazimine-Metronidazole","Metronidazole_Clofazimine",3
"Doxorubicin-Metronidazole","Metronidazole_Doxorubicin",1
"Metronidazole-Mitomycin C","Metronidazole_Mitomycin C",2
"Metronidazole-Rifampicin","Metronidazole_Rifampicin",2
"Bleomycin-Metronidazole","Metronidazole_Bleomycin",3
"EGCG-Metronidazole","Metronidazole_EGCG",3
"Cerulenin-Metronidazole","Metronidazole_Cerulenin",2
"Metronidazole-Nisin","Metronidazole_Nisin",2
"Daptomycin-Metronidazole","Metronidazole_Daptomycin",3
"Metronidazole-Nonactin","Metronidazole_Nonactin",1
"Metronidazole-Puromycin","Metronidazole_Puromycin",2
"Linezolid-Metronidazole","Metronidazole_Linezolid",1
"Metronidazole-Tigecycline","Metronidazole_Tigecycline",2
"Clarithromycin-Metronidazole","Metronidazole_Clarithromycin",2
"Caffeine-Metronidazole","Metronidazole_Caffeine",1
"Metronidazole-Reserpine","Metronidazole_Reserpine",4
"Metronidazole-Theophylline","Metronidazole_Theophylline",4
"Meropenem-Metronidazole","Metronidazole_Meropenem",2
"Colistin-Metronidazole","Metronidazole_Colistin",2
"CHIR-90-Metronidazole","Metronidazole_CHIR-90",2
"Metronidazole-Triclosan","Metronidazole_Triclosan",2
"Gentamicin-Metronidazole","Metronidazole_Gentamicin",4
"Azithromycin-Metronidazole","Metronidazole_Azithromycin",4
"Curcumin-Metronidazole","Metronidazole_Curcumin",4
"Berberine-Metronidazole","Metronidazole_Berberine",1
"Metformin-Metronidazole","Metronidazole_Metformin",1
"Metronidazole-Phenformin","Metronidazole_Phenformin",2
"Metronidazole-Streptozotocin","Metronidazole_Streptozotocin",4
"Diclofenac-Metronidazole","Metronidazole_Diclofenac",1
"Acetylsalisylic acid-Metronidazole","Metronidazole_Acetylsalisylic acid",4
"Ciclopirox-Metronidazole","Metronidazole_Ciclopirox",2
"Metronidazole-Moxifloxacin","Metronidazole_Moxifloxacin",2
"Metronidazole-Phleomycin","Metronidazole_Phleomycin",3
"Clofazimine-Imipenem","Clofazimine_Imipenem",2
"Clofazimine-Doxorubicin","Clofazimine_Doxorubicin",1
"Clofazimine-Mitomycin C","Clofazimine_Mitomycin C",1
"Bleomycin-Clofazimine","Clofazimine_Bleomycin",1
"Cerulenin-Clofazimine","Clofazimine_Cerulenin",1
"Clofazimine-Daptomycin","Clofazimine_Daptomycin",1
"Clofazimine-Nonactin","Clofazimine_Nonactin",1
"Clofazimine-Puromycin","Clofazimine_Puromycin",1
"Clofazimine-Linezolid","Clofazimine_Linezolid",3
"Clofazimine-Tigecycline","Clofazimine_Tigecycline",1
"Clarithromycin-Clofazimine","Clofazimine_Clarithromycin",1
"Caffeine-Clofazimine","Clofazimine_Caffeine",4
"Clofazimine-Reserpine","Clofazimine_Reserpine",2
"Clofazimine-Meropenem","Clofazimine_Meropenem",2
"Clofazimine-Colistin","Clofazimine_Colistin",4
"CHIR-90-Clofazimine","Clofazimine_CHIR-90",3
"Clofazimine-Triclosan","Clofazimine_Triclosan",4
"Clofazimine-Gentamicin","Clofazimine_Gentamicin",2
"Azithromycin-Clofazimine","Clofazimine_Azithromycin",1
"Clofazimine-Curcumin","Clofazimine_Curcumin",2
"Berberine-Clofazimine","Clofazimine_Berberine",1
"Clofazimine-Metformin","Clofazimine_Metformin",3
"Clofazimine-Phenformin","Clofazimine_Phenformin",2
"Clofazimine-Streptozotocin","Clofazimine_Streptozotocin",4
"Clofazimine-Diclofenac","Clofazimine_Diclofenac",1
"Acetylsalisylic acid-Clofazimine","Clofazimine_Acetylsalisylic acid",4
"Ciclopirox-Clofazimine","Clofazimine_Ciclopirox",2
"Clofazimine-Moxifloxacin","Clofazimine_Moxifloxacin",4
"Clofazimine-Phleomycin","Clofazimine_Phleomycin",3
"Doxorubicin-Mitomycin C","Doxorubicin_Mitomycin C",2
"Cerulenin-Doxorubicin","Doxorubicin_Cerulenin",1
"Daptomycin-Doxorubicin","Doxorubicin_Daptomycin",1
"Doxorubicin-Tigecycline","Doxorubicin_Tigecycline",4
"Doxorubicin-Meropenem","Doxorubicin_Meropenem",2
"Colistin-Doxorubicin","Doxorubicin_Colistin",4
"CHIR-90-Doxorubicin","Doxorubicin_CHIR-90",2
"Doxorubicin-Triclosan","Doxorubicin_Triclosan",2
