#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:concatenate" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:concatenate" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:concatenate" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:concatenate" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.concatenate" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:concatenate" name="distribution" x="@BDBirthRate.t:concatenate">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:concatenate" name="distribution" x="@BDDeathRate.t:concatenate">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="UCMeanRatePrior.c:concatenate" name="distribution">
#            <parameter id="ucedMean.c:concatenate" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.9" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="All.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="All" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="bce" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="cdf" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ebw" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ecr" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pae" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="rrc" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="sau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="seo" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="stm" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="ES.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="ES" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.6" lower="57.0" name="distr" offset="176.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="Firmicute.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="Firmicute" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="bce"/>
#                <taxon idref="cdf"/>
#                <taxon idref="sau"/>
#            </taxonset>
#            <Uniform id="Uniform.7" lower="2587.0" name="distr" offset="3352.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="proteobacteria.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="proteobacteria" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="rrc"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.8" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@concatenate" id="treeLikelihood.concatenate" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:concatenate">
#            <siteModel id="SiteModel.s:concatenate" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:concatenate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:concatenate" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:concatenate" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:concatenate" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel clock.rate="@ucedMean.c:concatenate" id="ExponentialRelaxedClock.c:concatenate" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:concatenate">
#                <Exponential id="Exponential.c:concatenate" name="distr">
#                    <parameter id="UCExpLambda.c:concatenate" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                </Exponential>
#                <rateCategories dimension="18" id="expRateCategories.c:concatenate" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.concatenate	TreeHeight	monophyletic(ES)	logP(mrca(ES))	mrca.age(ES)	monophyletic(Firmicute)	logP(mrca(Firmicute))	mrca.age(Firmicute)	monophyletic(proteobacteria)	logP(mrca(proteobacteria))	mrca.age(proteobacteria)	monophyletic(All)	logP(mrca(All))	mrca.age(All)	ucedMean	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation	BirthDeath	BDBirthRate	BDDeathRate
1936000	-81917.22300239913	-81830.29737803712	-86.92562436200299	-81830.29737803712	9472.722562513456	1	0.0	254.7438440965452	0	0.0	9472.722562513456	0	0.0	8837.66652119463	0	0.0	9472.722562513456	1.305246995347869E-4	6.904537416513529E-5	2.6421313527836495E-8	1.256448865770523	-80.01786908302086	2.722007702656816E-4	0.763249655249273
1937000	-81922.90555858576	-81833.00621671743	-89.89934186832113	-81833.00621671743	9439.73385937278	1	0.0	235.8317795910494	0	0.0	9439.73385937278	0	0.0	8828.320846004211	0	0.0	9439.73385937278	1.3889053369105835E-4	6.990262370272117E-5	2.8500794224955972E-8	1.1502276195652699	-82.991586589339	4.978681927824439E-4	0.5575851056167024
1938000	-81923.21064405165	-81833.86987575295	-89.34076829870824	-81833.86987575295	12806.53534401773	1	0.0	320.92961645084216	0	0.0	12806.53534401773	0	0.0	11556.9012224901	0	0.0	12806.53534401773	1.0163012576621602E-4	5.213963771844318E-5	1.4822218512313267E-8	0.9965609694015188	-82.4330130197261	2.0669185387067878E-4	0.7878031195126001
1939000	-81926.85098901189	-81829.68742201921	-97.16356699267129	-81829.68742201921	22973.08298768235	1	0.0	549.896038247952	0	0.0	22973.08298768235	0	0.0	22062.23048468596	0	0.0	22973.08298768235	5.529864534123794E-5	2.8640580280845497E-5	4.4025533559382E-9	1.0588698789975013	-90.25581171368916	4.655550717869346E-5	0.5007931002939566
1940000	-81916.38960572549	-81830.28159832461	-86.10800740087869	-81830.28159832461	10299.321850374454	1	0.0	254.8745789519642	0	0.0	10299.321850374454	0	0.0	9473.901004918902	0	0.0	10299.321850374454	1.271642268604984E-4	6.397965655608109E-5	2.4994437122597314E-8	1.0125772425407389	-79.20025212189655	8.065809075170662E-5	0.9015152297606425
1941000	-81924.57311852141	-81833.15711856124	-91.4159999601661	-81833.15711856124	11544.521055212188	1	0.0	296.7604199033562	0	0.0	11544.521055212188	0	0.0	10871.70842680693	0	0.0	11544.521055212188	1.10498500567784E-4	5.6322081453293526E-5	2.2237588231477675E-8	1.1139833515278736	-84.50824468118397	3.679087724631174E-4	0.3495189826222346
1942000	-81923.47321714195	-81832.55505728027	-90.91815986167765	-81832.55505728027	14416.61653547432	1	0.0	410.91058383182184	0	0.0	14416.61653547432	0	0.0	14091.666475627928	0	0.0	14416.61653547432	8.722006783934399E-5	4.5171162358659264E-5	1.1986111584678133E-8	0.9274049189890824	-84.01040458269551	1.4778254452303097E-4	0.6403057361603787
1943000	-81922.65243821552	-81834.1463494338	-88.506088781719	-81834.1463494338	10361.27945453519	1	0.0	294.1137825261003	0	0.0	10361.27945453519	0	0.0	10097.939127539186	0	0.0	10361.27945453519	1.1961602004786242E-4	6.251360250825442E-5	1.9841569211001775E-8	0.9707852554976618	-81.59833350273686	2.2470870076194842E-4	0.5168172267059625
1944000	-81925.62656122488	-81833.1651975766	-92.4613636482761	-81833.1651975766	16080.602443092665	1	0.0	405.4206498118165	0	0.0	16080.602443092665	0	0.0	15362.784035998824	0	0.0	16080.602443092665	7.885536347847605E-5	4.152498762493602E-5	8.615273006525091E-9	0.957607669778291	-85.55360836929397	1.5574517032564692E-4	0.5034755414318517
1945000	-81918.60733343623	-81830.72998305032	-87.87735038591387	-81830.72998305032	9003.103904959058	1	0.0	234.05200582333327	0	0.0	9003.103904959058	0	0.0	8704.019321563426	0	0.0	9003.103904959058	1.383727403767287E-4	7.241891487508216E-5	2.7331211286986002E-8	1.0871273794156058	-80.96959510693173	2.892154410328848E-4	0.3482036713605553
1946000	-81928.11985478518	-81832.88373739639	-95.23611738878907	-81832.88373739639	26106.30368052065	1	0.0	779.9402219107842	0	0.0	26106.30368052065	0	0.0	24123.413943290412	0	0.0	26106.30368052065	4.94282215223896E-5	2.5529344811403404E-5	3.6070684165693036E-9	1.1533145591692944	-88.32836210980693	6.168478423884647E-5	0.8029086898438368
1947000	-81925.60521767393	-81835.13436924743	-90.47084842649953	-81835.13436924743	15354.37171300884	1	0.0	474.2603686683887	0	0.0	15354.37171300884	0	0.0	14305.803531919946	0	0.0	15354.37171300884	8.135886183180791E-5	4.234999153911945E-5	9.75341177754018E-9	1.1461901357429787	-83.56309314751739	9.165002950027378E-5	0.9445675979100326
1948000	-81918.70746820656	-81835.44430331813	-83.2631648884321	-81835.44430331813	7647.322346563562	1	0.0	239.61224859285448	0	0.0	7647.322346563562	0	0.0	7023.502286914531	0	0.0	7647.322346563562	1.7143630139964793E-4	8.66956071991354E-5	4.619525258237382E-8	1.2752956057443288	-76.35540960944996	9.478931301447863E-5	0.9635187587397818
1949000	-81924.35827068084	-81837.08414875325	-87.27412192759763	-81837.08414875325	11764.174546135615	1	0.0	348.08979232777153	0	0.0	11764.174546135615	0	0.0	11100.011468427938	0	0.0	11764.174546135615	1.1272601900104364E-4	5.709888664680111E-5	1.9445599674068686E-8	1.222899309981756	-80.3663666486155	6.763743170973132E-5	0.9203987770733004
1950000	-81920.09434734183	-81832.1123906407	-87.98195670112241	-81832.1123906407	11269.950216226378	1	0.0	320.3356103633324	0	0.0	11269.950216226378	0	0.0	10913.622355525493	0	0.0	11269.950216226378	1.1370297390170698E-4	5.8310060151100324E-5	1.868657515946855E-8	1.0960409716680364	-81.07420142214028	1.7993284335664998E-4	0.8607208100792951
1951000	-81926.92421925715	-81835.34454561412	-91.57967364303519	-81835.34454561412	17017.31206910416	1	0.0	394.87559834597744	0	0.0	17017.31206910416	0	0.0	14592.415708067736	0	0.0	17017.31206910416	7.8108182827624E-5	4.005903813655466E-5	8.962176944892757E-9	1.0455452574112187	-84.67191836405306	7.624141487390013E-5	0.7598216076777263
1952000	-81919.54634407889	-81830.53428633242	-89.01205774647232	-81830.53428633242	13352.967360317916	1	0.0	323.2831968964315	0	0.0	13352.967360317916	0	0.0	12294.141419102967	0	0.0	13352.967360317916	1.0070999693174889E-4	5.0438193923415724E-5	1.5624218719476246E-8	1.2241384049398616	-82.10430246749019	9.297303019068091E-5	0.8188028238336005
1953000	-81923.4171799489	-81830.34695903864	-93.0702209102624	-81830.34695903864	20464.38571952702	1	0.0	581.7678313684372	0	0.0	20464.38571952702	0	0.0	20094.43637980135	0	0.0	20464.38571952702	6.369119082572204E-5	3.205851285707947E-5	6.064738214286529E-9	1.1518149272635159	-86.16246563128027	8.947105585341525E-5	0.8515036173092242
1954000	-81924.61927463708	-81827.04870110622	-97.57057353085264	-81827.04870110622	36873.77170372414	1	0.0	960.7698103070909	0	0.0	36873.77170372414	0	0.0	34925.557425056184	0	0.0	36873.77170372414	3.4738379863631766E-5	1.798697831123817E-5	1.7881204933299944E-9	1.1502289204171228	-90.6628182518705	1.7865806726287564E-5	0.9346581519082606
1955000	-81927.54705789288	-81832.2015881563	-95.3454697365832	-81832.2015881563	25519.51572720572	1	0.0	679.5972942293168	0	0.0	25519.51572720572	0	0.0	23928.23682465618	0	0.0	25519.51572720572	4.852937656559047E-5	2.5860188867900184E-5	3.6436715895233363E-9	1.1955883040695718	-88.43771445760106	6.442734044026348E-5	0.9416636352886923
1956000	-81937.68976283657	-81835.27261146574	-102.41715137082839	-81835.27261146574	62105.35897168458	1	0.0	1861.1238514621773	0	0.0	62105.35897168458	0	0.0	58212.12983844733	0	0.0	62105.35897168458	1.921609439600348E-5	1.04727018057352E-5	5.77383602945645E-10	1.2710013108415061	-95.50939609184626	1.2359641714803874E-5	0.9416636352886923
1957000	-81927.59553278428	-81835.39402982913	-92.20150295515604	-81835.39402982913	18994.427994503232	1	0.0	549.5325620565789	0	0.0	18994.427994503232	0	0.0	17836.976408366398	0	0.0	18994.427994503232	6.396733820507891E-5	3.500719507022526E-5	6.1482353937499495E-9	1.1949728531774098	-85.29374767617391	3.658377840834263E-5	0.903621923826012
1958000	-81924.23014121038	-81833.64010585546	-90.59003535491789	-81833.64010585546	15818.533359332298	1	0.0	431.17605242379074	0	0.0	15818.533359332298	0	0.0	14544.045155393998	0	0.0	15818.533359332298	7.848223970878627E-5	4.1578141359286094E-5	9.239486468461152E-9	1.1743108380758764	-83.68228007593575	3.8711084453651025E-5	0.903621923826012
1959000	-81926.8020292669	-81833.87234588467	-92.92968338222944	-81833.87234588467	20979.592361683633	1	0.0	541.7048296852819	0	0.0	20979.592361683633	0	0.0	19265.13499018116	0	0.0	20979.592361683633	6.152439454186939E-5	3.163533908335133E-5	5.831916990686728E-9	1.2384951906326764	-86.0219281032473	5.790478784985586E-5	0.8481929940278705
1960000	-81921.76024076545	-81834.7024472862	-87.05779347925672	-81834.7024472862	9365.70611767801	1	0.0	249.36456685781388	0	0.0	9365.70611767801	0	0.0	9250.42788441684	0	0.0	9365.70611767801	1.3560147247251267E-4	7.096815046671198E-5	2.814341893348991E-8	1.2228045715887845	-80.15003820027458	8.59542754194821E-5	0.8008691043489785
1961000	-81926.2622156625	-81834.11303763154	-92.1491780309649	-81834.11303763154	15493.016912571753	1	0.0	325.6510377998876	0	0.0	15493.016912571753	0	0.0	14991.781154656632	0	0.0	15493.016912571753	8.241342614692276E-5	4.229143545092483E-5	1.0431787717161341E-8	1.2164821814337676	-85.24142275198277	2.1124869124872572E-4	0.8008691043489785
1962000	-81920.82998590398	-81829.57460389643	-91.25538200755173	-81829.57460389643	10808.589437207276	1	0.0	238.27699903210217	0	0.0	10808.589437207276	0	0.0	10120.277684768282	0	0.0	10808.589437207276	1.199235803543182E-4	6.155435075955938E-5	2.0913853570876513E-8	1.0947585877051946	-84.3476267285696	3.8469870277586837E-4	0.037514423246000884
1963000	-81915.22805784561	-81828.8328348254	-86.39522302020603	-81828.8328348254	10613.596699281765	1	0.0	234.13191055101623	0	0.0	10613.596699281765	0	0.0	10002.2876603841	0	0.0	10613.596699281765	1.199235803543182E-4	6.227175116550786E-5	2.0775206717656885E-8	1.0954590327828937	-79.4874677412239	1.233556239974893E-4	0.888269553097445
1964000	-81923.37016579465	-81832.54189899836	-90.82826679629122	-81832.54189899836	14772.910115295672	0	0.0	325.4775730969016	0	0.0	14772.910115295672	0	0.0	13542.046509694643	0	0.0	14772.910115295672	8.862191917583866E-5	4.550509656498157E-5	1.2600118727227816E-8	1.110579514357814	-83.92051151730908	1.377075482974093E-4	0.6379553997086085
1965000	-81929.62691233125	-81835.02422351303	-94.60268881822009	-81835.02422351303	23408.144132589496	1	0.0	415.91228936305146	0	0.0	23408.144132589496	0	0.0	22498.214746969345	0	0.0	23408.144132589496	5.5461172082345955E-5	2.8294633247297366E-5	4.820309108310976E-9	1.0798746030579305	-87.69493353923795	7.002003847347348E-5	0.719821013427144
1966000	-81933.60324071201	-81834.35105305351	-99.25218765849122	-81834.35105305351	35565.97813162217	1	0.0	534.4286338708029	0	0.0	35565.97813162217	0	0.0	35378.339864350404	0	0.0	35565.97813162217	3.565731689305182E-5	1.858798956283444E-5	1.8204137350436645E-9	1.0520580354853917	-92.34443237950909	8.789406011215756E-5	0.8114077583345851
1967000	-81923.42372066865	-81829.92033186625	-93.50338880240628	-81829.92033186625	21064.284973431128	1	0.0	426.0883244270256	0	0.0	21064.284973431128	0	0.0	19818.893838380744	0	0.0	21064.284973431128	6.182820845557175E-5	3.166633329011909E-5	5.8667715765423975E-9	1.2302621515382832	-86.59563352342414	3.96900200443227E-5	0.8393521092220204
1968000	-81928.67037448678	-81835.42807440001	-93.24230008677019	-81835.42807440001	23068.89002281487	1	0.0	541.1351013105485	0	0.0	23068.89002281487	0	0.0	23068.89002281487	0	0.0	23068.89002281487	5.4304870064037995E-5	2.838180009043732E-5	4.239644520823974E-9	1.1092173014716922	-86.33454480778805	3.8776568765889485E-5	0.9437769602365865
1969000	-81929.4523519697	-81830.7273692779	-98.72498269179745	-81830.7273692779	37202.6974507391	0	0.0	975.152516675506	0	0.0	37202.6974507391	0	0.0	36690.39621221512	0	0.0	37202.6974507391	3.430055223372363E-5	1.7718026148602603E-5	1.7030767393167985E-9	1.0696625385691005	-91.81722741281531	5.925420577536873E-5	0.8295549737198588
1970000	-81922.93295895557	-81828.41770958007	-94.51524937549894	-81828.41770958007	24014.621561398777	1	0.0	469.4615538816377	0	0.0	24014.621561398777	0	0.0	23748.431413275368	0	0.0	24014.621561398777	5.061857944108435E-5	2.71229014189137E-5	3.897367021338926E-9	1.1051193892721436	-87.6074940965168	8.36937390047022E-5	0.8546134563538502
1971000	-81926.82793943814	-81833.9758254036	-92.85211403454089	-81833.9758254036	12294.5228717079	1	0.0	286.45203603108	0	0.0	12294.5228717079	0	0.0	11991.551861396958	0	0.0	12294.5228717079	1.023845220578313E-4	5.335238402211519E-5	1.5136593922306768E-8	1.098163336447362	-85.94435875555875	3.9110105009333956E-4	0.7390134227330645
1972000	-81922.13444934961	-81832.08347590143	-90.05097344818553	-81832.08347590143	10638.195550977345	1	0.0	302.9510139340134	0	0.0	10638.195550977345	0	0.0	10512.907550874	0	0.0	10638.195550977345	1.1609438480249841E-4	6.0875078621672035E-5	2.0147022730768003E-8	1.1894801213015327	-83.1432181692034	3.549319457710264E-4	0.7993370557191544
1973000	-81921.73780989571	-81832.08678174145	-89.65102815425467	-81832.08678174145	11130.821691450154	1	0.0	275.2697550508271	0	0.0	11130.821691450154	0	0.0	10757.615805747986	0	0.0	11130.821691450154	1.0909104983303442E-4	5.8836817012017275E-5	1.8394947199275674E-8	1.2473583507834372	-82.74327287527254	2.472975737183914E-4	0.42705835144709187
1974000	-81916.98817089324	-81829.7190972697	-87.26907362353559	-81829.7190972697	11853.889253098487	1	0.0	235.48034515172378	0	0.0	11853.889253098487	0	0.0	10965.32912442323	0	0.0	11853.889253098487	1.0699109933875489E-4	5.596348666089075E-5	1.7564495461632615E-8	1.230838471819226	-80.36131834455345	6.26123281320356E-5	0.9182606501755397
1975000	-81933.92206840606	-81831.32423306523	-102.59783534083245	-81831.32423306523	44320.483926240464	1	0.0	941.7032123662098	0	0.0	44320.483926240464	0	0.0	43267.13871690356	0	0.0	44320.483926240464	2.7290178536362836E-5	1.4585997261542013E-5	1.1122682785550829E-9	1.1755533871658808	-95.69008006185031	2.136048830422389E-5	0.6165591243685475
1976000	-81921.14385569593	-81828.5876297914	-92.55622590453733	-81828.5876297914	14973.44016831695	1	0.0	314.4167988609971	0	0.0	14973.44016831695	0	0.0	14388.744680406937	0	0.0	14973.44016831695	8.187756541299594E-5	4.388806235074569E-5	9.990778169554094E-9	1.1782917818174776	-85.64847062555519	3.815428691273155E-5	0.7842319933260661
1977000	-81927.22756459017	-81830.63695165546	-96.59061293470913	-81830.63695165546	29848.399983599928	1	0.0	687.7764715566489	0	0.0	29848.399983599928	0	0.0	27926.124628371246	0	0.0	29848.399983599928	4.182369870223941E-5	2.2047512016497564E-5	2.5979287675558286E-9	1.172217725586138	-89.68285765572699	5.513165112576326E-5	0.7655930878124232
1978000	-81919.19674958485	-81830.32656886878	-88.87018071607098	-81830.32656886878	14438.576438783077	1	0.0	279.63734183976226	0	0.0	14438.576438783077	0	0.0	12864.283732542104	0	0.0	14438.576438783077	9.319372700268661E-5	4.754717193139679E-5	1.2688680464474291E-8	1.102377668484292	-81.96242543708884	1.0018839271378171E-4	0.8915139643592986
1979000	-81921.43573557376	-81831.27473867027	-90.16099690349286	-81831.27473867027	16061.814270879457	1	0.0	285.40706696069543	0	0.0	16061.814270879457	0	0.0	14509.260537487133	0	0.0	16061.814270879457	8.232150744392464E-5	4.1778738340598776E-5	9.46553613294664E-9	1.056420080885283	-83.25324162451072	6.563902873508583E-5	0.8630899703319725
1980000	-81923.76297432893	-81833.81323286012	-89.94974146880153	-81833.81323286012	15023.97168869133	1	0.0	311.9181726977483	0	0.0	15023.97168869133	0	0.0	14130.82140046471	0	0.0	15023.97168869133	8.627517113625452E-5	4.4362554297943374E-5	1.0802768886397266E-8	1.0729065802904099	-83.0419861898194	1.0783396603739711E-4	0.9472608764539344
1981000	-81930.07439135812	-81831.34309472002	-98.73129663809667	-81831.34309472002	43295.275069340816	1	0.0	893.0955643226183	0	0.0	43295.275069340816	0	0.0	40931.86960779023	0	0.0	43295.275069340816	3.0199234819329058E-5	1.544988528202461E-5	1.235780442727406E-9	0.9135993915895083	-91.82354135911453	2.1895971205975352E-5	0.9160894914719623
1982000	-81929.60116204366	-81838.14211036655	-91.45905167711732	-81838.14211036655	15312.677623488738	1	0.0	292.47856756156426	0	0.0	15312.677623488738	0	0.0	14267.282922397053	0	0.0	15312.677623488738	8.739964827163262E-5	4.378226299935202E-5	1.0787212924316806E-8	0.8873530033365852	-84.55129639813518	1.3740472732903268E-4	0.562381029966853
1983000	-81923.72582597776	-81833.04599295472	-90.67983302304174	-81833.04599295472	15690.687633530082	1	0.0	315.5171447295063	0	0.0	15690.687633530082	0	0.0	14499.647380957598	0	0.0	15690.687633530082	8.189386755255166E-5	4.231946949600522E-5	9.9512866250319E-9	1.1577748957465146	-83.7720777440596	1.438478461335379E-4	0.8147183202289312
1984000	-81923.97876194752	-81831.20011772333	-92.77864422419539	-81831.20011772333	22240.76353433484	1	0.0	443.2895707891504	0	0.0	22240.76353433484	0	0.0	21872.816182653653	0	0.0	22240.76353433484	5.726004181063813E-5	2.9624102923519147E-5	4.996346473356215E-9	1.2021517816323026	-85.87088894521325	4.298391657027617E-5	0.9420042082258618
1985000	-81927.82581496538	-81836.526411638	-91.2994033273806	-81836.526411638	16082.094977329978	1	0.0	335.7314496060476	0	0.0	16082.094977329978	0	0.0	15140.506381833791	0	0.0	16082.094977329978	7.672436999191239E-5	4.078262493787282E-5	8.854933131753443E-9	1.192369434207527	-84.39164804839847	1.2438413708799358E-4	0.7278153281644512
1986000	-81927.21988051444	-81832.29490796567	-94.92497254877213	-81832.29490796567	22164.97349243016	1	0.0	412.09729863709276	0	0.0	22164.97349243016	0	0.0	19967.479964437123	0	0.0	22164.97349243016	5.7693734099190065E-5	3.032522044620311E-5	4.995124222675237E-9	1.1818804377175303	-88.01721726979	1.4151910278574958E-4	0.7008361955098755
1987000	-81918.26996819103	-81827.50254132153	-90.76742686950375	-81827.50254132153	13357.482335672807	1	0.0	259.72554545608415	0	0.0	13357.482335672807	0	0.0	12195.718670710163	0	0.0	13357.482335672807	9.945786626566739E-5	5.020970836854371E-5	1.4659321793365031E-8	1.1413664223204434	-83.85967159052161	2.473385243358326E-4	0.8953613549326694
1988000	-81920.92389206757	-81829.47410949606	-91.4497825715111	-81829.47410949606	14109.08305502103	1	0.0	283.5059246552676	0	0.0	14109.08305502103	0	0.0	13658.778851970805	0	0.0	14109.08305502103	8.908421774824519E-5	4.636781629345174E-5	1.182457482069973E-8	0.9719810848483894	-84.54202729252896	1.9279072250773913E-4	0.4686450864384059
1989000	-81917.66360983902	-81829.05697027288	-88.60663956613112	-81829.05697027288	12466.780444238413	1	0.0	248.07881307664545	0	0.0	12466.780444238413	0	0.0	11676.18926432158	0	0.0	12466.780444238413	9.872222707869849E-5	5.266710402692421E-5	1.6337349573879474E-8	0.9521670441913518	-81.69888428714899	1.755415539956873E-4	0.8345584246100526
1990000	-81924.87449364904	-81828.2333000634	-96.64119358564956	-81828.2333000634	29986.597475127877	1	0.0	552.4371313298005	0	0.0	29986.597475127877	0	0.0	28512.613104983713	0	0.0	29986.597475127877	4.284844021856591E-5	2.2212401468257984E-5	2.5892652408233826E-9	0.985729754329012	-89.73343830666742	5.3226441663253064E-5	0.7497001298003366
1991000	-81928.28709997486	-81829.41994253553	-98.86715743932197	-81829.41994253553	36725.10601810656	1	0.0	798.7351632335913	0	0.0	36725.10601810656	0	0.0	31345.136935576997	0	0.0	36725.10601810656	3.6872571895614065E-5	1.857316148207026E-5	1.909811796623486E-9	0.9328078215411846	-91.95940216033983	7.625053460132153E-5	0.6937200967179782
1992000	-81923.73427600329	-81827.9369972309	-95.79727877238733	-81827.9369972309	29378.96588281623	1	0.0	699.8917467589531	0	0.0	29378.96588281623	0	0.0	29124.587145157213	0	0.0	29378.96588281623	4.2704322584422014E-5	2.2361615344116666E-5	3.079719462494926E-9	0.979304690052733	-88.88952349340519	4.786782584350301E-5	0.8958006428314081
1993000	-81920.44950824411	-81832.7573417454	-87.69216649871069	-81832.7573417454	12003.011931996341	1	0.0	287.7891161396492	0	0.0	12003.011931996341	0	0.0	11787.428384834451	0	0.0	12003.011931996341	1.0021921126810751E-4	5.388261209811335E-5	1.4264535031409632E-8	0.9957886615884097	-80.78441121972855	9.753967342501293E-5	0.9032853332409382
1994000	-81919.05310423305	-81831.33059811601	-87.72250611704504	-81831.33059811601	11382.830551775012	1	0.0	257.57389505658625	0	0.0	11382.830551775012	0	0.0	10975.828124336895	0	0.0	11382.830551775012	1.0570148991030451E-4	5.763054887070314E-5	1.867177074742332E-8	0.9883630750083605	-80.8147508380629	1.537664248787613E-4	0.9261512815224633
1995000	-81918.65884676509	-81829.38564881936	-89.27319794573337	-81829.38564881936	13909.488442341679	1	0.0	273.40111869368934	0	0.0	13909.488442341679	0	0.0	12957.655114615234	0	0.0	13909.488442341679	9.276116554455003E-5	4.816977975367922E-5	1.4454665365787375E-8	0.9947731702353946	-82.36544266675124	1.0615190684433089E-4	0.8132534697484656
1996000	-81921.79896996664	-81832.45637362744	-89.34259633919851	-81832.45637362744	11527.338548018122	1	0.0	242.45296598443105	0	0.0	11494.523926307822	0	0.0	11527.338548018122	0	0.0	11527.338548018122	1.085247137430097E-4	5.6480277382000325E-5	1.840718366746813E-8	0.8156414095444824	-82.43484106021637	2.172541035488186E-4	0.5474768854916058
1997000	-81923.84190961682	-81831.68280229178	-92.15910732505124	-81831.68280229178	21389.031052606	1	0.0	300.03739512847625	0	0.0	21389.031052606	0	0.0	20537.80272329016	0	0.0	21389.031052606	5.8649130548281224E-5	3.068749845134073E-5	5.549590596249683E-9	0.9187664914472415	-85.2513520460691	5.250743055315182E-5	0.9410032693038473
1998000	-81926.75582057946	-81829.57167907525	-97.18414150422097	-81829.57167907525	28538.596971445666	1	0.0	436.6612963721555	0	0.0	28538.596971445666	0	0.0	27481.632045806968	0	0.0	28538.596971445666	4.382109938552419E-5	2.3082326157784737E-5	3.1656129832665497E-9	0.9356068397071885	-90.27638622523884	3.5566673523326085E-5	0.7270231527370148
