drug_pair;Drug1;Drug2;drugdrug;code_3letter1;code_3letter2;drug_cat;drug_category1;drug_category2;categorycategory;targ;targeted_cellular_process1;targeted_cellular_process2;processprocess;us;use1;use2;useuse;ebw;ecr;seo;stm;pae;pau;int_sign_ebw;int_sign_ecr;int_sign_seo;int_sign_stm;int_sign_pae;int_sign_pau;ebw_g;ecr_g;seo_g;stm_g;pae_g;pau_g;sum_g;SR_ebw_D1;SR_ecr_D1;SR_stm_D1;SR_seo_D1;SR_pae_D1;SR_pau_D1;SR_ebw_D2;SR_ecr_D2;SR_stm_D2;SR_seo_D2;SR_pae_D2;SR_pau_D2;SR_ebw;SR_ecr;SR_stm;SR_seo;SR_pae;SR_pau;SR_score_ebw;SR_score_ecr;SR_score_stm;SR_score_seo;SR_score_pae;SR_score_pau;SR_score_total;HDC_ebw_D1;HDC_ecr_D1;HDC_stm_D1;HDC_seo_D1;HDC_pae_D1;HDC_pau_D1;LF_ebw_D1;LF_ecr_D1;LF_stm_D1;LF_seo_D1;LF_pae_D1;LF_pau_D1;HDC_ebw_D2;HDC_ecr_D2;HDC_stm_D2;HDC_seo_D2;HDC_pae_D2;HDC_pau_D2;LF_ebw_D2;LF_ecr_D2;LF_stm_D2;LF_seo_D2;LF_pae_D2;LF_pau_D2
Mitomycin C_Piperacillin;Mitomycin C;Piperacillin;Mitomycin C-Piperacillin;MMC;PIP;0;other DNA;beta-lactam;beta-lactam-other DNA;0;DNA;cell wall;cell wall-DNA;0;research used drug;antibiotic;antibiotic-research used drug;0,096037478;0,040430711;0,190869651;0,137020645;0,100878225;0,148352805;Antagonism;Additivity;Antagonism;Antagonism;Additivity;Antagonism;1;0;1;1;0;1;4;S;S;S;S;S;S;R;S;S;S;S;S;SR;SS;SS;SS;SS;SS;0;-1;-1;-1;-1;-1;-5;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;0,300;0,300;1,000;1,000;2,000;3,000;0,80;0,68;0,60;0,62;0,00;0,00
Mitomycin C_Penicillin G;Mitomycin C;Penicillin G;Mitomycin C-Penicillin G;MMC;PEN;0;other DNA;beta-lactam;beta-lactam-other DNA;0;DNA;cell wall;cell wall-DNA;0;research used drug;antibiotic;antibiotic-research used drug;0,054113989;0,043023278;0,137631473;0,172560948;-0,044129005;-0,083083049;Additivity;Additivity;Antagonism;Antagonism;Additivity;Additivity;0;0;1;1;0;0;2;S;S;S;S;S;S;R;S;S;S;R;R;SR;SS;SS;SS;SR;SR;0;-1;-1;-1;0;0;-3;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;5,000;5,000;1,250;1,250;10,000;10,000;0,80;0,67;0,62;0,62;0,93;0,91
Mitomycin C_Rifampicin;Mitomycin C;Rifampicin;Mitomycin C-Rifampicin;MMC;RIF;0;other DNA;RNA polymerase;other DNA-RNA polymerase;1;DNA;DNA;DNA-DNA;0;research used drug;antibiotic;antibiotic-research used drug;0,114710809;0,157919774;-0,124997237;0,151064554;0,107156818;0,119969761;Antagonism;Antagonism;Synergy;Additivity;Antagonism;Additivity;1;1;-1;0;1;0;2;S;S;S;S;S;S;S;S;S;S;S;R;SS;SS;SS;SS;SS;SR;-1;-1;-1;-1;-1;0;-5;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;8,000;8,000;8,000;8,000;16,000;20,000;0,41;0,00;0,17;0,00;0,00;0,87
Mitomycin C_Novobiocin;Mitomycin C;Novobiocin;Mitomycin C-Novobiocin;MMC;NVB;0;other DNA;quinolones;other DNA-quinolones;1;DNA;DNA;DNA-DNA;0;research used drug;antibiotic;antibiotic-research used drug;-0,221158080;-0,088347853;-0,062747963;-0,129821449;-0,135664502;-0,155706805;Synergy;Additivity;Additivity;Synergy;Synergy;Synergy;-1;0;0;-1;-1;-1;-4;S;S;S;S;S;S;S;S;R;S;R;R;SS;SS;SR;SS;SR;SR;-1;-1;0;-1;0;0;-3;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;20,000;20,000;20,000;20,000;20,000;20,000;0,45;0,00;0,85;0,28;0,86;0,91
Mitomycin C_Trimethoprim;Mitomycin C;Trimethoprim;Mitomycin C-Trimethoprim;MMC;TMP;0;other DNA;folic acid biosynthesis;folic acid biosynthesis-other DNA;1;DNA;DNA;DNA-DNA;0;research used drug;antibiotic;antibiotic-research used drug;0,109670936;0,092698984;0,035536675;0,058510677;-0,036587055;-0,113182111;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;S;S;S;S;R;R;SS;SS;SS;SS;SR;SR;-1;-1;-1;-1;0;0;-4;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;0,500;0,500;0,500;0,500;1,000;1,000;0,49;0,46;0,53;0,46;0,83;0,85
Mitomycin C_Nitrofurantoin;Mitomycin C;Nitrofurantoin;Mitomycin C-Nitrofurantoin;MMC;NIT;0;other DNA;multiple;multiple-other DNA;1;DNA;DNA;DNA-DNA;0;research used drug;antibiotic;antibiotic-research used drug;-0,076635654;0,085636085;0,124201735;0,145825750;-0,107127450;0,191550923;Additivity;Additivity;Antagonism;Antagonism;Synergy;Antagonism;0;0;1;1;-1;1;2;S;S;S;S;S;S;S;S;R;R;S;R;SS;SS;SR;SR;SS;SR;-1;-1;0;0;-1;0;-3;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;4,000;4,000;4,000;4,000;32,000;32,000;0,55;0,40;0,75;0,81;0,35;0,71
Mitomycin C_Polymyxin B;Mitomycin C;Polymyxin B;Mitomycin C-Polymyxin B;MMC;PMB;0;other DNA;LPS;LPS-other DNA;0;DNA;membrane;DNA-membrane;0;research used drug;antibiotic;antibiotic-research used drug;-0,050791445;0,062116383;0,031807757;-0,072143150;-0,077673295;-0,091396251;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;S;R;R;R;R;S;SS;SR;SR;SR;SR;SS;-1;0;0;0;0;-1;-2;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;0,300;0,300;0,300;0,300;0,500;0,500;0,29;0,79;0,84;0,85;0,76;0,08
Mitomycin C_Puromycin;Mitomycin C;Puromycin;Mitomycin C-Puromycin;MMC;PUR;0;other DNA;other protein synthesis inhibitor;other DNA-other protein synthesis inhibitor;0;DNA;protein synthesis inhibitor;DNA-protein synthesis inhibitor;0;research used drug;antibiotic;antibiotic-research used drug;0,076013002;0,122487965;0,093631307;0,183021394;0,092881663;-0,092492970;Additivity;Antagonism;Additivity;Antagonism;Additivity;Additivity;0;1;0;1;0;0;2;S;S;S;S;S;S;S;S;R;R;R;R;SS;SS;SR;SR;SR;SR;-1;-1;0;0;0;0;-2;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;25,000;25,000;25,000;25,000;25,000;25,000;0,63;0,00;0,78;0,72;0,78;0,77
Mitomycin C_Spectinomycin;Mitomycin C;Spectinomycin;Mitomycin C-Spectinomycin;MMC;SPT;0;other DNA;aminoglycoside;aminoglycoside-other DNA;0;DNA;protein synthesis inhibitor;DNA-protein synthesis inhibitor;0;research used drug;antibiotic;antibiotic-research used drug;-0,082318640;0,223736439;0,094394670;0,073772842;0,062480619;-0,086931933;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;S;S;S;S;R;S;SS;SS;SS;SS;SR;SS;-1;-1;-1;-1;0;-1;-5;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;6,000;6,000;16,000;16,000;32,000;32,000;0,51;0,53;0,58;0,66;0,72;0,67
Mitomycin C_Tobramycin;Mitomycin C;Tobramycin;Mitomycin C-Tobramycin;MMC;TOB;0;other DNA;aminoglycoside;aminoglycoside-other DNA;0;DNA;protein synthesis inhibitor;DNA-protein synthesis inhibitor;0;research used drug;antibiotic;antibiotic-research used drug;-0,187460490;0,101663393;-0,078978507;0,126250301;-0,067428287;0,129385207;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;S;R;S;R;S;S;SS;SR;SS;SR;SS;SS;-1;0;-1;0;-1;-1;-4;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;1,000;1,000;2,000;2,000;1,000;1,000;0,00;0,83;0,00;0,85;0,00;0,00
Mitomycin C_Vanillin;Mitomycin C;Vanillin;Mitomycin C-Vanillin;MMC;VNL;0;other DNA;food additive;food additive-other DNA;0;DNA;human;DNA-human;0;research used drug;food additive;food additive-research used drug;-0,048447383;-0,123017446;0,068185136;-0,079974465;-0,082438928;-0,086689482;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;R;R;R;R;S;R;SR;SR;SR;SR;SS;SR;0;0;0;0;-1;0;-1;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;200,000;200,000;200,000;200,000;200,000;200,000;0,85;0,85;0,86;0,79;0,69;0,75
Mitomycin C_Procaine;Mitomycin C;Procaine;Mitomycin C-Procaine;MMC;PRC;0;other DNA;human drug;human drug-other DNA;0;DNA;human;DNA-human;0;research used drug;human-targeted drug;human-targeted drug-research used drug;-0,120146839;0,331346923;0,043955860;0,144786413;-0,233394191;0,166802062;Synergy;Antagonism;Additivity;Antagonism;Synergy;Antagonism;-1;1;0;1;-1;1;1;S;S;S;S;S;S;S;S;S;S;S;S;SS;SS;SS;SS;SS;SS;-1;-1;-1;-1;-1;-1;-6;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;10910,800;10910,800;10910,800;10910,800;10910,800;10910,800;0,42;0,50;0,40;0,26;0,20;0,38
Mitomycin C_PMS;Mitomycin C;PMS;Mitomycin C-PMS;MMC;PMS;0;other DNA;oxidative stress;other DNA-oxidative stress;0;DNA;oxidative stress;DNA-oxidative stress;1;research used drug;research used drug;research used drug-research used drug;0,172298374;0,262952825;-0,084702911;0,228206618;NA;NA;Antagonism;Antagonism;Additivity;Antagonism;Additivity;Additivity;1;1;0;1;0;0;3;S;S;S;S;S;S;S;S;R;S;R;R;SS;SS;SR;SS;SR;SR;-1;-1;0;-1;0;0;-3;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;10,000;10,000;15,000;15,000;NA;NA;0,46;0,00;0,70;0,68;NA;NA
Mitomycin C_Pyocyanin;Mitomycin C;Pyocyanin;Mitomycin C-Pyocyanin;MMC;PYO;0;other DNA;oxidative stress;other DNA-oxidative stress;0;DNA;oxidative stress;DNA-oxidative stress;1;research used drug;research used drug;research used drug-research used drug;0,117654207;0,283606391;0,114046580;0,435399934;NA;NA;Antagonism;Antagonism;Antagonism;Antagonism;Additivity;Additivity;1;1;1;1;0;0;4;S;S;S;S;S;S;S;S;S;R;R;R;SS;SS;SS;SR;SR;SR;-1;-1;-1;0;0;0;-3;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;10,000;10,000;10,000;10,000;NA;NA;0,25;0,00;0,69;0,81;NA;NA
Mitomycin C_Pseudomonic acid;Mitomycin C;Pseudomonic acid;Mitomycin C-Pseudomonic acid;MMC;PSA;0;other DNA;oxidative stress;other DNA-oxidative stress;0;DNA;oxidative stress;DNA-oxidative stress;1;research used drug;research used drug;research used drug-research used drug;0,053949321;0,057587379;-0,038700951;0,063507977;NA;NA;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;R;S;R;R;R;R;SR;SS;SR;SR;SR;SR;0;-1;0;0;0;0;-1;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;2,000;2,000;1,000;1,000;NA;NA;0,71;0,60;0,72;0,84;NA;NA
Mitomycin C_Phenformin;Mitomycin C;Phenformin;Mitomycin C-Phenformin;MMC;PHM;0;other DNA;human drug;human drug-other DNA;0;DNA;human;DNA-human;1;research used drug;research used drug;research used drug-research used drug;0,044873824;0,055478572;-0,037888142;0,028911474;-0,031110861;0,117972084;Additivity;Additivity;Additivity;Additivity;Additivity;Antagonism;0;0;0;0;0;1;1;S;S;S;S;S;S;R;R;R;R;R;S;SR;SR;SR;SR;SR;SS;0;0;0;0;0;-1;-1;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;3,000;3,000;20,000;20,000;10,000;10,000;0,95;1,00;1,00;1,00;1,00;0,00
Mitomycin C_Streptozotocin;Mitomycin C;Streptozotocin;Mitomycin C-Streptozotocin;MMC;STZ;0;other DNA;human drug;human drug-other DNA;0;DNA;human;DNA-human;0;research used drug;human-targeted drug;human-targeted drug-research used drug;0,081582497;-0,100840216;0,095877391;-0,046043757;0,034218010;0,061171477;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;R;R;S;R;R;R;SR;SR;SS;SR;SR;SR;0;0;-1;0;0;0;-1;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;10,000;10,000;10,000;10,000;10,000;10,000;0,84;0,79;0,55;0,70;1,00;0,98
Mitomycin C_Moxifloxacin;Mitomycin C;Moxifloxacin;Mitomycin C-Moxifloxacin;MMC;MXF;0;other DNA;quinolones;other DNA-quinolones;1;DNA;DNA;DNA-DNA;0;research used drug;antibiotic;antibiotic-research used drug;-0,127806891;0,061784148;0,151884780;0,036358520;0,058465515;-0,105335074;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;S;S;S;S;R;S;SS;SS;SS;SS;SR;SS;-1;-1;-1;-1;0;-1;-5;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;0,080;0,080;0,080;0,080;0,500;0,500;0,00;0,04;0,64;0,00;0,96;0,67
Mitomycin C_Phleomycin;Mitomycin C;Phleomycin;Mitomycin C-Phleomycin;MMC;PLM;0;other DNA;multiple;multiple-other DNA;1;DNA;DNA;DNA-DNA;0;research used drug;human-targeted drug;human-targeted drug-research used drug;-0,105581978;0,031602936;0,145262529;0,230896018;0,070461364;-0,192104896;Additivity;Additivity;Antagonism;Antagonism;Additivity;Synergy;0;0;1;1;0;-1;1;S;S;S;S;S;S;S;S;S;S;R;R;SS;SS;SS;SS;SR;SR;-1;-1;-1;-1;0;0;-4;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00;5,000;5,000;5,000;5,000;0,625;0,625;0,17;0,16;0,00;0,54;1,00;1,00
Rifampicin_Trimethoprim;Rifampicin;Trimethoprim;Rifampicin-Trimethoprim;RIF;TMP;0;RNA polymerase;folic acid biosynthesis;folic acid biosynthesis-RNA polymerase;1;DNA;DNA;DNA-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,100343238;0,086510085;-0,082656192;0,059395663;0,021436908;0,064482895;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;R;S;S;S;S;R;R;SS;SS;SS;SS;SR;RR;-1;-1;-1;-1;0;1;-3;8,000;8,000;8,000;8,000;16,000;20,000;0,41;0,00;0,17;0,00;0,00;0,87;0,500;0,500;0,500;0,500;1,000;1,000;0,49;0,46;0,53;0,46;0,83;0,85
Rifampicin_Spectinomycin;Rifampicin;Spectinomycin;Rifampicin-Spectinomycin;RIF;SPT;0;RNA polymerase;aminoglycoside;aminoglycoside-RNA polymerase;0;DNA;protein synthesis inhibitor;DNA-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,169917286;-0,064034480;0,084481568;-0,080787648;0,072293327;0,027431454;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;R;S;S;S;S;R;S;SS;SS;SS;SS;SR;RS;-1;-1;-1;-1;0;0;-4;8,000;8,000;8,000;8,000;16,000;20,000;0,41;0,00;0,17;0,00;0,00;0,87;6,000;6,000;16,000;16,000;32,000;32,000;0,51;0,53;0,58;0,66;0,72;0,67
Rifampicin_Tobramycin;Rifampicin;Tobramycin;Rifampicin-Tobramycin;RIF;TOB;0;RNA polymerase;aminoglycoside;aminoglycoside-RNA polymerase;0;DNA;protein synthesis inhibitor;DNA-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,227502711;0,197375635;0,044212712;-0,035178895;0,140264925;0,116663747;Additivity;Antagonism;Additivity;Additivity;Additivity;Antagonism;0;1;0;0;0;1;2;S;S;S;S;S;R;S;R;S;R;S;S;SS;SR;SS;SR;SS;RS;-1;0;-1;0;-1;0;-3;8,000;8,000;8,000;8,000;16,000;20,000;0,41;0,00;0,17;0,00;0,00;0,87;1,000;1,000;2,000;2,000;1,000;1,000;0,00;0,83;0,00;0,85;0,00;0,00
Rifampicin_Vanillin;Rifampicin;Vanillin;Rifampicin-Vanillin;RIF;VNL;0;RNA polymerase;food additive;food additive-RNA polymerase;0;DNA;human;DNA-human;0;antibiotic;food additive;antibiotic-food additive;-0,144329402;0,074826401;-0,040513816;-0,157475881;-0,032335042;0,037773439;Additivity;Additivity;Additivity;Synergy;Additivity;Additivity;0;0;0;-1;0;0;-1;S;S;S;S;S;R;R;R;R;R;S;R;SR;SR;SR;SR;SS;RR;0;0;0;0;-1;1;0;8,000;8,000;8,000;8,000;16,000;20,000;0,41;0,00;0,17;0,00;0,00;0,87;200,000;200,000;200,000;200,000;200,000;200,000;0,85;0,85;0,86;0,79;0,69;0,75
Rifampicin_Streptozotocin;Rifampicin;Streptozotocin;Rifampicin-Streptozotocin;RIF;STZ;0;RNA polymerase;human drug;human drug-RNA polymerase;0;DNA;human;DNA-human;0;antibiotic;human-targeted drug;antibiotic-human-targeted drug;-0,256638290;-0,064446095;-0,522229600;-0,532024010;0,084629897;-0,037298519;Additivity;Additivity;Synergy;Synergy;Additivity;Additivity;0;0;-1;-1;0;0;-2;S;S;S;S;S;R;R;R;S;R;R;R;SR;SR;SS;SR;SR;RR;0;0;-1;0;0;1;0;8,000;8,000;8,000;8,000;16,000;20,000;0,41;0,00;0,17;0,00;0,00;0,87;10,000;10,000;10,000;10,000;10,000;10,000;0,84;0,79;0,55;0,70;1,00;0,98
Ciprofloxacin_Piperacillin;Ciprofloxacin;Piperacillin;Ciprofloxacin-Piperacillin;CIP;PIP;0;quinolones;beta-lactam;beta-lactam-quinolones;0;DNA;cell wall;cell wall-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,103971785;-0,105669288;-0,077545915;0,061773543;-0,124643756;0,116246564;Additivity;Additivity;Additivity;Additivity;Synergy;Additivity;0;0;0;0;-1;0;-1;S;S;S;S;S;S;R;S;S;S;S;S;SR;SS;SS;SS;SS;SS;0;-1;-1;-1;-1;-1;-5;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;0,300;0,300;1,000;1,000;2,000;3,000;0,80;0,68;0,60;0,62;0,00;0,00
Ciprofloxacin_Penicillin G;Ciprofloxacin;Penicillin G;Ciprofloxacin-Penicillin G;CIP;PEN;0;quinolones;beta-lactam;beta-lactam-quinolones;0;DNA;cell wall;cell wall-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;0,046470408;0,100093811;0,146711016;0,070763266;0,091695922;0,051641314;Additivity;Additivity;Antagonism;Additivity;Additivity;Additivity;0;0;1;0;0;0;1;S;S;S;S;S;S;R;S;S;S;R;R;SR;SS;SS;SS;SR;SR;0;-1;-1;-1;0;0;-3;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;5,000;5,000;1,250;1,250;10,000;10,000;0,80;0,67;0,62;0,62;0,93;0,91
Ciprofloxacin_Imipenem;Ciprofloxacin;Imipenem;Ciprofloxacin-Imipenem;CIP;IPM;0;quinolones;beta-lactam;beta-lactam-quinolones;0;DNA;cell wall;cell wall-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;0,089881439;0,052290926;0,207959219;0,050005023;0,123300732;0,053531839;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;S;S;S;S;S;S;SS;SS;SS;SS;SS;SS;-1;-1;-1;-1;-1;-1;-6;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;0,125;0,125;0,125;0,125;3,000;0,750;0,28;0,44;0,07;0,00;0,00;0,00
Ciprofloxacin_Mecillinam;Ciprofloxacin;Mecillinam;Ciprofloxacin-Mecillinam;CIP;MEC;0;quinolones;beta-lactam;beta-lactam-quinolones;0;DNA;cell wall;cell wall-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,113580197;0,012282155;0,109783579;0,100328221;0,060772022;0,080182457;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;S;S;S;S;R;R;SS;SS;SS;SS;SR;SR;-1;-1;-1;-1;0;0;-4;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;0,060;0,060;0,060;0,060;2,000;2,000;0,00;0,00;0,00;0,00;0,90;0,91
Ciprofloxacin_Cycloserine D;Ciprofloxacin;Cycloserine D;Ciprofloxacin-Cycloserine D;CIP;DCS;0;quinolones;other cell wall;other cell wall-quinolones;0;DNA;cell wall;cell wall-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;0,059075756;0,073364628;0,142030556;0,036821803;-0,058382904;-0,058384495;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;S;S;R;S;R;R;SS;SS;SR;SS;SR;SR;-1;-1;0;-1;0;0;-3;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;8,000;8,000;20,000;20,000;35,000;35,000;0,58;0,67;0,89;0,00;0,86;0,84
Ciprofloxacin_Fosfomycin;Ciprofloxacin;Fosfomycin;Ciprofloxacin-Fosfomycin;CIP;FOF;0;quinolones;other cell wall;other cell wall-quinolones;0;DNA;cell wall;cell wall-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;0,161019673;0,167668550;0,121430447;-0,073132088;-0,368951072;-0,025025307;Antagonism;Antagonism;Additivity;Additivity;Synergy;Additivity;1;1;0;0;-1;0;1;S;S;S;S;S;S;S;S;S;R;S;S;SS;SS;SS;SR;SS;SS;-1;-1;-1;0;-1;-1;-5;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;0,100;0,100;0,050;0,050;15,000;5,000;0,39;0,49;0,65;0,77;0,00;0,00
Ciprofloxacin_Mitomycin C;Ciprofloxacin;Mitomycin C;Ciprofloxacin-Mitomycin C;CIP;MMC;0;quinolones;other DNA;other DNA-quinolones;1;DNA;DNA;DNA-DNA;0;antibiotic;research used drug;antibiotic-research used drug;-0,157062593;-0,071637549;0,097135740;0,086797597;0,095257772;0,212701589;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;S;S;S;S;S;S;SS;SS;SS;SS;SS;SS;-1;-1;-1;-1;-1;-1;-6;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00
Ciprofloxacin_Rifampicin;Ciprofloxacin;Rifampicin;Ciprofloxacin-Rifampicin;CIP;RIF;0;quinolones;RNA polymerase;quinolones-RNA polymerase;1;DNA;DNA;DNA-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;0,211729475;0,224904361;-0,184551634;0,121953175;0,171186491;0,119645547;Antagonism;Antagonism;Synergy;Antagonism;Antagonism;Antagonism;1;1;-1;1;1;1;4;S;S;S;S;S;S;S;S;S;S;S;R;SS;SS;SS;SS;SS;SR;-1;-1;-1;-1;-1;0;-5;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;8,000;8,000;8,000;8,000;16,000;20,000;0,41;0,00;0,17;0,00;0,00;0,87
Ciprofloxacin_Novobiocin;Ciprofloxacin;Novobiocin;Ciprofloxacin-Novobiocin;CIP;NVB;1;quinolones;quinolones;quinolones-quinolones;1;DNA;DNA;DNA-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,066018881;-0,057869103;-0,064854244;0,067427394;-0,080848402;-0,050312995;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;S;S;S;S;R;S;R;R;SS;SS;SR;SS;SR;SR;-1;-1;0;-1;0;0;-3;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;20,000;20,000;20,000;20,000;20,000;20,000;0,45;0,00;0,85;0,28;0,86;0,91
Ciprofloxacin_Levofloxacin;Ciprofloxacin;Levofloxacin;Ciprofloxacin-Levofloxacin;CIP;LCX;0;quinolones;DNA gyrase;DNA gyrase-quinolones;1;DNA;DNA;DNA-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,028809670;0,000000000;-0,271589594;-0,007568607;-0,095595713;0,000000000;Additivity;Synergy;Synergy;Synergy;Synergy;Additivity;0;-1;-1;-1;-1;0;-4;S;S;S;S;S;S;S;S;S;S;S;S;SS;SS;SS;SS;SS;SS;-1;-1;-1;-1;-1;-1;-6;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;0,040;0,040;0,080;0,080;2,000;0,500;0,00;0,00;0,00;0,00;0,00;0,00
Ciprofloxacin_Trimethoprim;Ciprofloxacin;Trimethoprim;Ciprofloxacin-Trimethoprim;CIP;TMP;0;quinolones;folic acid biosynthesis;folic acid biosynthesis-quinolones;1;DNA;DNA;DNA-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,094316586;0,132330419;-0,056155727;-0,063447340;-0,056818283;0,066843049;Additivity;Antagonism;Additivity;Additivity;Additivity;Additivity;0;1;0;0;0;0;1;S;S;S;S;S;S;S;S;S;S;R;R;SS;SS;SS;SS;SR;SR;-1;-1;-1;-1;0;0;-4;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;0,500;0,500;0,500;0,500;1,000;1,000;0,49;0,46;0,53;0,46;0,83;0,85
Ciprofloxacin_Nitrofurantoin;Ciprofloxacin;Nitrofurantoin;Ciprofloxacin-Nitrofurantoin;CIP;NIT;0;quinolones;multiple;multiple-quinolones;1;DNA;DNA;DNA-DNA;1;antibiotic;antibiotic;antibiotic-antibiotic;0,050017446;-0,077503725;0,085761441;0,111472243;-0,110417182;0,156316752;Additivity;Additivity;Antagonism;Antagonism;Synergy;Additivity;0;0;1;1;-1;0;1;S;S;S;S;S;S;S;S;R;R;S;R;SS;SS;SR;SR;SS;SR;-1;-1;0;0;-1;0;-3;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00;4,000;4,000;4,000;4,000;32,000;32,000;0,55;0,40;0,75;0,81;0,35;0,71
