"drug_pair","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2"
"Teicoplanin_Trimethoprim","Teicoplanin","Trimethoprim","Teicoplanin-Trimethoprim","TEC","TMP",0,"other cell wall","folic acid biosynthesis","folic acid biosynthesis-other cell wall",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.070016971,-0.070103155,0.048718823,-0.039664047,0.028549745,0.037260714,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","R","R","RS","RS","RS","RS","RR","RR",0,0,0,0,1,1,2,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85
"Teicoplanin_Tigecycline","Teicoplanin","Tigecycline","Teicoplanin-Tigecycline","TEC","TGC",0,"other cell wall","tetracycline","other cell wall-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.041987053,0.049471686,0.021226309,-0.052609387,0.026999615,-0.041293045,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87
"Teicoplanin_Tobramycin","Teicoplanin","Tobramycin","Teicoplanin-Tobramycin","TEC","TOB",0,"other cell wall","aminoglycoside","aminoglycoside-other cell wall",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.054180512,0.033148753,-0.047658373,-0.043980181,-0.027969964,0.046689576,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","R","S","R","S","S","RS","RR","RS","RR","RS","RS",0,1,0,1,0,0,2,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,1,1,2,2,1,1,0,0.83,0,0.85,0,0
"Teicoplanin_Vanillin","Teicoplanin","Vanillin","Teicoplanin-Vanillin","TEC","VNL",0,"other cell wall","food additive","food additive-other cell wall",0,"cell wall","human","cell wall-human",0,"antibiotic","food additive","antibiotic-food additive",0.044052327,0.039548253,0.057278283,0.039675467,-0.028573947,0.028714007,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","S","R","RR","RR","RR","RR","RS","RR",1,1,1,1,0,1,5,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,200,200,200,200,200,200,0.85,0.85,0.86,0.79,0.69,0.75
"Teicoplanin_Theophylline","Teicoplanin","Theophylline","Teicoplanin-Theophylline","TEC","TPH",0,"other cell wall","human drug","human drug-other cell wall",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.053352462,-0.048125884,0.043031946,-0.036040752,-0.028879958,-0.02587463,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91
"Teicoplanin_Verapamil","Teicoplanin","Verapamil","Teicoplanin-Verapamil","TEC","VPM",0,"other cell wall","human drug","human drug-other cell wall",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.037273338,0.027316853,0.045209531,-0.024938796,-0.050808491,0.053049645,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83
"Teicoplanin_Triclosan","Teicoplanin","Triclosan","Teicoplanin-Triclosan","TEC","TRI",0,"other cell wall","other membrane","other cell wall-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",0.025205358,-0.037527224,-0.06656445,-0.038571481,0.019965728,0.041750124,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99
"Bacitracin_Oxacillin","Bacitracin","Oxacillin","Bacitracin-Oxacillin","BAC","OXA",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.055357381,0.04460165,0.03385504,-0.034279455,-0.06266277,0.030302826,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,5,5,5,5,2,2,0.78,0.83,0.85,0.86,0.88,0.93
"Bacitracin_Cefotaxime","Bacitracin","Cefotaxime","Bacitracin-Cefotaxime","BAC","CTX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.060375749,-0.120566832,-0.033990627,-0.037729536,-0.088047294,-0.059709347,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"R","R","R","R","R","R","S","S","R","R","S","R","RS","RS","RR","RR","RS","RR",0,0,1,1,0,1,3,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76
"Bacitracin_Cefaclor","Bacitracin","Cefaclor","Bacitracin-Cefaclor","BAC","CEC",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.251452203,-0.030023809,-0.090955916,0.02997422,-0.047981305,-0.051345838,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"R","R","R","R","R","R","S","S","S","S","R","R","RS","RS","RS","RS","RR","RR",0,0,0,0,1,1,2,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92
"Bacitracin_Cefsulodin","Bacitracin","Cefsulodin","Bacitracin-Cefsulodin","BAC","CFS",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.142595497,-0.053782934,0.044316751,-0.047662732,0.027121867,-0.041839623,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"R","R","R","R","R","R","S","R","R","R","S","S","RS","RR","RR","RR","RS","RS",0,1,1,1,0,0,3,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,15,15,15,15,1,2,0.62,0.86,0.82,0.89,0,0
"Bacitracin_Piperacillin","Bacitracin","Piperacillin","Bacitracin-Piperacillin","BAC","PIP",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.057153488,0.072742261,-0.068131009,-0.04613576,-0.077073073,-0.045445746,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","S","S","S","S","S","RR","RS","RS","RS","RS","RS",1,0,0,0,0,0,1,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0
"Bacitracin_Penicillin G","Bacitracin","Penicillin G","Bacitracin-Penicillin G","BAC","PEN",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.041192016,-0.040373114,-0.053732515,-0.138875496,-0.097924334,0.032119826,"Additivity","Additivity","Additivity","Synergy","Additivity","Additivity",0,0,0,-1,0,0,-1,"R","R","R","R","R","R","R","S","S","S","R","R","RR","RS","RS","RS","RR","RR",1,0,0,0,1,1,3,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91
"Bacitracin_Imipenem","Bacitracin","Imipenem","Bacitracin-Imipenem","BAC","IPM",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.184062819,-0.091985103,-0.216340862,-0.076163433,-0.062753337,0.01733746,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0
"Bacitracin_Mecillinam","Bacitracin","Mecillinam","Bacitracin-Mecillinam","BAC","MEC",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.142736191,-0.101715387,-0.16618308,-0.089200584,0.035182693,0.0454169,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"R","R","R","R","R","R","S","S","S","S","R","R","RS","RS","RS","RS","RR","RR",0,0,0,0,1,1,2,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91
"Bacitracin_Cephalexin","Bacitracin","Cephalexin","Bacitracin-Cephalexin","BAC","LEX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.03482645,-0.062124863,0.046894045,0.04177967,-0.038821492,0.035367412,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9
"Bacitracin_Cycloserine D","Bacitracin","Cycloserine D","Bacitracin-Cycloserine D","BAC","DCS",1,"other cell wall","other cell wall","other cell wall-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.067950686,-0.087455809,-0.056249226,-0.218058509,0.042493343,0.026327378,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","R","S","R","R","RS","RS","RR","RS","RR","RR",0,0,1,0,1,1,3,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,8,8,20,20,35,35,0.58,0.67,0.89,0,0.86,0.84
"Bacitracin_Teicoplanin","Bacitracin","Teicoplanin","Bacitracin-Teicoplanin","BAC","TEC",1,"other cell wall","other cell wall","other cell wall-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.068596132,-0.051131538,-0.052399304,-0.049406874,-0.035970719,-0.062239852,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83
"Bacitracin_Fosfomycin","Bacitracin","Fosfomycin","Bacitracin-Fosfomycin","BAC","FOF",1,"other cell wall","other cell wall","other cell wall-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.090625029,-0.294694571,-0.075209303,-0.143393366,-0.09647841,-0.046846555,"Additivity","Synergy","Additivity","Synergy","Additivity","Additivity",0,-1,0,-1,0,0,-2,"R","R","R","R","R","R","S","S","S","R","S","S","RS","RS","RS","RR","RS","RS",0,0,0,1,0,0,1,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0
"Bacitracin_Metronidazole","Bacitracin","Metronidazole","Bacitracin-Metronidazole","BAC","MTZ",0,"other cell wall","other DNA","other cell wall-other DNA",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.037941298,-0.045764356,-0.034420046,-0.029055441,-0.046230928,-0.062528534,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,1,1,1,1,20,20,0.81,0.86,0.85,0.85,0.86,0.85
"Bacitracin_Clofazimine","Bacitracin","Clofazimine","Bacitracin-Clofazimine","BAC","CLO",0,"other cell wall","other DNA","other cell wall-other DNA",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.029990351,-0.038405708,0.053319652,0.062597445,-0.042580588,-0.073868928,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83
"Bacitracin_Doxorubicin","Bacitracin","Doxorubicin","Bacitracin-Doxorubicin","BAC","DXR",0,"other cell wall","other DNA","other cell wall-other DNA",0,"cell wall","DNA","cell wall-DNA",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.038824465,-0.049575362,0.06344902,0.036264768,-0.029542467,0.025137241,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91
"Bacitracin_Mitomycin C","Bacitracin","Mitomycin C","Bacitracin-Mitomycin C","BAC","MMC",0,"other cell wall","other DNA","other cell wall-other DNA",0,"cell wall","DNA","cell wall-DNA",0,"antibiotic","research used drug","antibiotic-research used drug",-0.172133927,-0.106260884,-0.075708751,-0.086740849,-0.035615008,0.082302931,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.5,0.5,0.25,0.25,1.5,0.2,0.34,0,0.33,0.54,0.4,0
"Bacitracin_Rifampicin","Bacitracin","Rifampicin","Bacitracin-Rifampicin","BAC","RIF",0,"other cell wall","RNA polymerase","other cell wall-RNA polymerase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.040999188,-0.09014569,0.062115138,-0.075351499,-0.110364745,0.057637862,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","R","RS","RS","RS","RS","RS","RR",0,0,0,0,0,1,1,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87
"Bacitracin_Ciprofloxacin","Bacitracin","Ciprofloxacin","Bacitracin-Ciprofloxacin","BAC","CIP",0,"other cell wall","quinolones","other cell wall-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.277610647,-0.087093446,-0.058635376,-0.037422235,-0.044905907,0.035058286,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0
"Bacitracin_Novobiocin","Bacitracin","Novobiocin","Bacitracin-Novobiocin","BAC","NVB",0,"other cell wall","quinolones","other cell wall-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.381221773,-0.277852427,-0.23004309,-0.057767787,-0.043521024,-0.032743715,"Synergy","Synergy","Synergy","Additivity","Additivity","Additivity",-1,-1,-1,0,0,0,-3,"R","R","R","R","R","R","S","S","R","S","R","R","RS","RS","RR","RS","RR","RR",0,0,1,0,1,1,3,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91
"Bacitracin_Levofloxacin","Bacitracin","Levofloxacin","Bacitracin-Levofloxacin","BAC","LCX",0,"other cell wall","DNA gyrase","DNA gyrase-other cell wall",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.072091759,-0.078722925,-0.036473669,-0.001490127,-0.034610168,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0
"Bacitracin_Trimethoprim","Bacitracin","Trimethoprim","Bacitracin-Trimethoprim","BAC","TMP",0,"other cell wall","folic acid biosynthesis","folic acid biosynthesis-other cell wall",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.214243065,-0.133746191,-0.181776841,-0.094836749,-0.028311882,-0.051611781,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"R","R","R","R","R","R","S","S","S","S","R","R","RS","RS","RS","RS","RR","RR",0,0,0,0,1,1,2,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85
"Bacitracin_Sulfamonomethoxine","Bacitracin","Sulfamonomethoxine","Bacitracin-Sulfamonomethoxine","BAC","SMM",0,"other cell wall","folic acid biosynthesis","folic acid biosynthesis-other cell wall",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.087620537,-0.126225432,-0.054850567,0.050935796,-0.035642765,-0.069223883,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81
"Bacitracin_Nitrofurantoin","Bacitracin","Nitrofurantoin","Bacitracin-Nitrofurantoin","BAC","NIT",0,"other cell wall","multiple","multiple-other cell wall",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.10468172,-0.103436538,-0.071169738,0.041372945,-0.052076086,-0.059004085,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","R","R","S","R","RS","RS","RR","RR","RS","RR",0,0,1,1,0,1,3,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,4,4,4,4,32,32,0.55,0.4,0.75,0.81,0.35,0.71
"Bacitracin_Bleomycin","Bacitracin","Bleomycin","Bacitracin-Bleomycin","BAC","BLM",0,"other cell wall","multiple","multiple-other cell wall",0,"cell wall","DNA","cell wall-DNA",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.065013817,-0.030903152,-0.036320339,-0.032198449,0.02664632,-0.027275172,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","R","R","R","RS","RS","RS","RR","RR","RR",0,0,0,1,1,1,3,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88
"Bacitracin_Polymyxin B","Bacitracin","Polymyxin B","Bacitracin-Polymyxin B","BAC","PMB",0,"other cell wall","LPS","LPS-other cell wall",0,"cell wall","membrane","cell wall-membrane",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.14179322,-0.135335163,-0.394566789,-0.072928847,-0.284207659,-0.346250259,"Additivity","Additivity","Synergy","Additivity","Synergy","Synergy",0,0,-1,0,-1,-1,-3,"R","R","R","R","R","R","S","R","R","R","R","S","RS","RR","RR","RR","RR","RS",0,1,1,1,1,0,4,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.3,0.3,0.3,0.3,0.5,0.5,0.29,0.79,0.84,0.85,0.76,0.08
"Bacitracin_Chlorhexidine","Bacitracin","Chlorhexidine","Bacitracin-Chlorhexidine","BAC","CHG",0,"other cell wall","LPS","LPS-other cell wall",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","antiseptic","antibiotic-antiseptic",-0.028942879,-0.104717467,0.03183716,0.059680082,-0.159498448,-0.088264419,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"R","R","R","R","R","R","S","S","R","R","S","S","RS","RS","RR","RR","RS","RS",0,0,1,1,0,0,2,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.5,0.5,2,2,10,10,0,0.12,0.85,0.83,0,0
"Bacitracin_Benzalkonium","Bacitracin","Benzalkonium","Bacitracin-Benzalkonium","BAC","BZK",0,"other cell wall","other membrane","other cell wall-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","antiseptic","antibiotic-antiseptic",0.146457681,0.040200262,0.109034778,-0.066902053,-0.110873474,-0.030865395,"Antagonism","Additivity","Antagonism","Antagonism","Synergy","Additivity",1,0,1,1,-1,0,2,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,15,15,15,15,50,50,0,0,0.65,0.7,0,0
"Bacitracin_EGCG","Bacitracin","EGCG","Bacitracin-EGCG","BAC","EGCG",0,"other cell wall","fatty acid biosynthesis","fatty acid biosynthesis-other cell wall",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","food additive","antibiotic-food additive",0.045859831,0.071628892,0.076467145,0.054485409,-0.0848252,-0.062975235,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","S","R","RR","RR","RR","RR","RS","RR",1,1,1,1,0,1,5,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,20,20,20,20,23,23,0.8,0.76,0.88,0.8,0.46,0.7
"Bacitracin_Cerulenin","Bacitracin","Cerulenin","Bacitracin-Cerulenin","BAC","CER",0,"other cell wall","fatty acid biosynthesis","fatty acid biosynthesis-other cell wall",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",-0.020216814,-0.023530927,-0.034937884,-0.074007676,0.041673119,0.04148745,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,10,10,10,10,10,10,0.8,0.81,0.8,0.84,0.89,0.86
"Bacitracin_Nisin","Bacitracin","Nisin","Bacitracin-Nisin","BAC","NSN",0,"other cell wall","PMF","other cell wall-PMF",0,"cell wall","PMF","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.040835028,0.016748306,0.030163427,-0.037077097,0.0293947,-0.039573265,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88
"Bacitracin_Daptomycin","Bacitracin","Daptomycin","Bacitracin-Daptomycin","BAC","DAP",0,"other cell wall","PMF","other cell wall-PMF",0,"cell wall","PMF","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.055733282,0.046802896,0.050707951,0.032863727,0.025136924,0.020497017,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9
